"Refid","agent","ShortBibliography","FullBibliography","Author","Title","Abstract","publicationYear"
45288,"African swine fever virus","Carlson, et al. 2020. ","Carlson, J., Fischer, M., Zani, L., Eschbaumer, M., Fuchs, W., Mettenleiter, T., Beer, M., Blome, S. (2020).  Stability of African swine fever virus in soil and options to mitigate the potential transmission risk Pathogens, 9(11),  1","Carlson, J., Fischer, M., Zani, L., Eschbaumer, M., Fuchs, W., Mettenleiter, T., Beer, M., Blome, S.","Stability of African swine fever virus in soil and options to mitigate the potential transmission risk","Understanding African swine fever virus (ASFV) transmission is essential for strategies to minimize virus spread during an outbreak. ASFV can survive for extended time periods in animal products, carcasses, and the environment. While the ASFV genome was found in environments around infected farms, data on the virus survival in soil are scarce. We investigated different soil matrices spiked with ASFV-positive blood from infected wild boar to see if ASFV can remain infectious in the soil beneath infected carcasses. As expected, ASFV genome detection was possible over the entire sampling period. Soil pH, structure, and ambient temperature played a role in the stability of infectious ASFV. Infectious ASFV was demonstrated in specimens originating from sterile sand for at least three weeks, from beach sand for up to two weeks, from yard soil for one week, and from swamp soil for three days. The virus was not recovered from two acidic forest soils. All risk mitigation experiments with citric acid or calcium hydroxide resulted in complete inactivation. In conclusion, the stability of infectious ASFV is very low in acidic forest soils but rather high in sandy soils. However, given the high variability, treatment of carcass collection points with disinfectants should be considered. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.","2020"
45298,"African swine fever virus","Fischer, et al. 2020. ","Fischer, M., Hühr, J., Blome, S., Conraths, F.J., Probst, C. (2020).  Stability of African swine fever virus in carcasses of domestic pigs and wild boar experimentally infected with the ASFV “Estonia 2014” isolate Viruses, 12(10),  #Pages#","Fischer, M., Hühr, J., Blome, S., Conraths, F.J., Probst, C.","Stability of African swine fever virus in carcasses of domestic pigs and wild boar experimentally infected with the ASFV “Estonia 2014” isolate","Europe is currently experiencing a long-lasting African swine fever (ASF) epidemic, both in domestic pigs and wild boar. There is great concern that carcasses of infected wild boar may act as long-term virus reservoirs in the environment. We evaluated the tenacity of ASF virus (ASFV) in tissues and body fluids from experimentally infected domestic pigs and wild boar, which were stored on different matrices and at different temperatures. Samples were analysed at regular intervals for viral genome and infectious virus. ASFV was most stable in spleen or muscles stored at -20 °C and in blood stored at 4 °C. In bones stored at -20 °C, infectious virus was detected for up to three months, and at 4 °C for up to one month, while at room temperature (RT), no infectious virus could be recovered after one week. Skin stored at -20 °C, 4 °C and RT remained infectious for up to three, six and three months, respectively. In urine and faeces, no infectious virus was recovered after one week, irrespective of the matrix. In conclusion, tissues and organs from decomposing carcasses that persist in the environment for a long time can be a source of infection for several months, especially at low temperatures. © 2020 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (http://creativecommons.org/licenses/by/4.0/).","2020"
45304,"African swine fever virus","Zani, et al. 2020. ","Zani, L., Masiulis, M., Bušauskas, P., Dietze, K., Pridotkas, G., Globig, A., Blome, S., Mettenleiter, T., Depner, K., Karveliene, B. (2020).  African swine fever virus survival in buried wild boar carcasses Transboundary and Emerging Diseases, 67(5),  2086","Zani, L., Masiulis, M., Bušauskas, P., Dietze, K., Pridotkas, G., Globig, A., Blome, S., Mettenleiter, T., Depner, K., Karveliene, B.","African swine fever virus survival in buried wild boar carcasses","Since the first introduction of African swine fever (ASF) into the European wild boar population in 1957, the question of virus survival in carcasses of animals that succumbed to the disease has been discussed. The causative African swine fever virus (ASFV) is known to be very stable in the environment. Thus, carcasses of infected wild boar could play a major role as ASFV reservoir and thereby help to locally maintain and spread the disease in wild boar populations. To minimize this risk, removal of wild boar carcasses in ASF affected areas is regarded to be crucial for effective disease control. If removal is not feasible, carcasses are usually disposed by burial on the spot to avoid direct contact of wild boar to the infection source. In this study, carcasses of ASFV infected wild boar buried in Lithuania at different time points and locations have been excavated and retested for the presence of infectious ASFV by in vitro assays and for viral genome by qPCR. Soil samples potentially contaminated by body fluids have been additionally tested for viral genome. In seventeen out of twenty burial sites, samples of excavated carcasses were positive for ASFV genome. However, in none of the carcass samples ASFV could be isolated. On seven sites soil samples contained ASF viral DNA. These results unexpectedly negate the long-term persistence of infectious ASFV in wild boar carcasses independent from the burial time. In this context, sensitivity of ASFV isolation from carcass samples versus susceptibility of animals and doses needed for oral inoculation has to be further investigated. Furthermore, research is required to consider alternative ASF infection sources and drivers in the infection cycle among wild boar. © 2020 The Authors. Transboundary and Emerging Diseases published by Blackwell Verlag GmbH","2020"
45337,"African swine fever virus","Mazur-Panasiuk, et al. 2020. ","Mazur-Panasiuk, N., Wozniakowski, G. (2020).  Natural inactivation of African swine fever virus in tissues: Influence of temperature and environmental conditions on virus survival Veterinary Microbiology, 242(#issue#),  #Pages#","Mazur-Panasiuk, N., Wozniakowski, G.","Natural inactivation of African swine fever virus in tissues: Influence of temperature and environmental conditions on virus survival","African swine fever virus can be transmitted through direct contact with infected animals and their excretions, or indirect contact with contaminated fomites. Risk assessment of the disease spreading requires quantitative knowledge about time and conditions needed for its inactivation in various material of pig origin. In this study we aimed to assess ASFV stability in naturally contaminated tissues during storage in selected environmental conditions. Virus half-life (T ½) and decimal reduction rate (D-value) were determined for temperatures relevant for freezing, chilling and ambient storage. A nonlinear regression model was developed to predict T ½ for temperatures between -20 °C and +23 °C. The half-life of the infectious ASFV in tissues ranged from 31.95 days at -20 °C to 0.38 days at +23 °C, with estimated D-values between 106.12–1.27 days, respectively. In order to assess the influence of environmental conditions on the rate of ASFV inactivation in decomposing tissue, viral half-life was evaluated at +4 °C and +23 °C in tissues stored within various matrices, mimicking possible natural conditions. Water, soil and leaf litter presence induced significantly faster ASFV inactivation. Straw, hay and grain provided stable conditions and prolonged virus viability for a considerable amount of time. In contrast to viable virus reduction over time, no change in ASFV DNA concentration was detected by real-time PCR. Based on estimated half-life values, the investigated tissues are predicted to remain infectious for 353–713 days at -20 °C, 35–136 days at +4 °C, and from 9 to 17 days at +23 °C. These data provide valuable information for the ASF preventive measures improvement. © 2020 Elsevier B.V.","2020"
45351,"African swine fever virus","Niederwerder, et al. 2020. ","Niederwerder, M.C., Dee, S., Diel, D.G., Stoian, A.M.M., Constance, L.A., Olcha, M., Petrovan, V., Patterson, G., Cino-Ozuna, A.G., Rowland, R.R.R. (2020).  Mitigating the risk of African swine fever virus in feed with anti-viral chemical additives Transboundary and Emerging Diseases, #volume#(#issue#),  #Pages#","Niederwerder, M.C., Dee, S., Diel, D.G., Stoian, A.M.M., Constance, L.A., Olcha, M., Petrovan, V., Patterson, G., Cino-Ozuna, A.G., Rowland, R.R.R.","Mitigating the risk of African swine fever virus in feed with anti-viral chemical additives","African swine fever (ASF) is currently considered the most significant global threat to pork production worldwide. Disease caused by the ASF virus (ASFV) results in high case fatality of pigs. Importantly, ASF is a trade-limiting disease with substantial implications on both global pork and agricultural feed commodities. ASFV is transmissible through natural consumption of contaminated swine feed and is broadly stable across a wide range of commonly imported feed ingredients and conditions. The objective of the current study was to investigate the efficacy of medium-chain fatty acid and formaldehyde-based feed additives in inactivating ASFV. Feed additives were tested in cell culture and in feed ingredients under a transoceanic shipment model. Both chemical additives reduced ASFV infectivity in a dose-dependent manner. This study provides evidence that chemical feed additives may potentially serve as mitigants for reducing the risk of ASFV introduction and transmission through feed. © 2020 Blackwell Verlag GmbH","2020"
45409,"African swine fever virus","Stoian, et al. 2019. ","Stoian, A.M.M., Zimmerman, J., Ji, J., Hefley, T.J., Dee, S., Diel, D.G., Rowland, R.R.R., Niederwerder, M.C. (2019).  Half-life of African swine fever virus in shipped feed Emerging Infectious Diseases, 25(12),  2261","Stoian, A.M.M., Zimmerman, J., Ji, J., Hefley, T.J., Dee, S., Diel, D.G., Rowland, R.R.R., Niederwerder, M.C.","Half-life of African swine fever virus in shipped feed","African swine fever virus is transmissible through animal consumption of contaminated feed. To determine virus survival during transoceanic shipping, we calculated the half-life of the virus in 9 feed ingredients exposed to 30-day shipment conditions. Half-lives ranged from 9.6 to 14.2 days, indicating that the feed matrix environment promotes virus stability. © 2019 Centers for Disease Control and Prevention (CDC). All rights reserved.","2019"
45416,"African swine fever virus","Petrini, et al. 2019. ","Petrini, S., Feliziani, F., Casciari, C., Giammarioli, M., Torresi, C., De Mia, G.M. (2019).  Survival of African swine fever virus (ASFV) in various traditional Italian dry-cured meat products Preventive Veterinary Medicine, 162(#issue#),  126","Petrini, S., Feliziani, F., Casciari, C., Giammarioli, M., Torresi, C., De Mia, G.M.","Survival of African swine fever virus (ASFV) in various traditional Italian dry-cured meat products","A number of animal diseases can be transmitted to pigs via pork meat and pork products imported from infected areas. Therefore, feeding of swill to pigs is regulated or prohibited in many swine-rearing countries. African swine fever is one of the major porcine diseases recognized as significant in this transmission pathway. Assessment of disease risks associated with pork products requires knowledge about the viral load in the original material and for how long infectious virus can be recovered from the resulting product. In this work, we present the effect of the dry curing process on the inactivation of African swine fever virus (ASFV) in three different Italian dry-cured meat products prepared from experimentally infected pigs slaughtered at the peak of viremia. The meat products were processed using commercial methods and industrial procedures currently being followed in Italy. Samples collected at predetermined intervals during processing were analyzed for virus survival by virus isolation and animal inoculation. ASFV was detected by in vivo experiments for up to 18, 60, and 83 days of curing in Italian salami, pork belly, and loin, respectively. These data provide valuable information for the pork processing industry when planning the export of these products. © 2018 Elsevier B.V.","2019"
46693,"Rinderpest","Wafula, et al. 1986. ","Wafula, J.S., Mirangi, P.K., Ireri, R.G., Mbugua, N. (1986).  Development and stability of rinderpest virus antigens in cattle tears and lymph nodes Tropical Animal Health and Production, 18(1),  26","Wafula, J.S., Mirangi, P.K., Ireri, R.G., Mbugua, N.","Development and stability of rinderpest virus antigens in cattle tears and lymph nodes","Diffusible rinderpest virus antigens were demonstrated in increasing quantities in ocular and lymph node biopsies from rinderpest-infected cattle using agar gel immunodiffusion (AGID) and counterimmunoelectrophoresis (CIEP) tests. Positive samples were detected from the second day of pyrexia to two days after death. The antigens in ocular secretions and lymph nodes were thermolabile being destroyed within five minutes at 56°C and within two weeks at 4°C. © 1986 Kluwer Academic Publishers.","1986"
46828,"FMD - Foot and Mouth Disease","Böhm, et al. 1984. ","Böhm, H.O. (1984).  The effect of aerobic-thermophilic treatment on pig liquid manure containing different viruses Agricultural Wastes, 10(1),  47","Böhm, H.O.","The effect of aerobic-thermophilic treatment on pig liquid manure containing different viruses","The experiments presented have shown that three viruses, foot-and-mouth disease, pseudorabies and swine vesicular disease, could be inactivated by the aerobic-thermophilic system. In large-scale application of this system the following parameters should be observed. For foot-and-mouth disease virus a pH of 8·0 should be reached as well as temperatures above 50°C and the minimum inactivation time should be 48 h. For pseudorabies virus 40°C must be reached and inactivation time has to be 50 h. Finally, swine vesicular disease virus requires a temperature of 40°C for its inactivation and a running time of 48 h. © 1984.","1984"
46883,"Newcastle disease","Gilbert, et al. 1983. ","Gilbert, J.P., Wooley, R.E., Shotts Jr., E.B., Dickens, J.A. (1983).  Viricidal effects of Lactobacillus and yeast fermentation Applied and Environmental Microbiology, 46(2),  452","Gilbert, J.P., Wooley, R.E., Shotts Jr., E.B., Dickens, J.A.","Viricidal effects of Lactobacillus and yeast fermentation","The survival of selected viruses in Lactobacillus- and yeast-fermented edible waste material was studied to determine the feasibility of using this material as a livestock feed ingredient. Five viruses, including Newcastle disease virus, infectious canine hepatitis virus, a porcine picornavirus, frog virus 3, and bovine virus diarrhea, were inoculated into a mixture of ground food waste (collected from a school lunch program) containing Lactobacillus acidophilus. Mixtures were incubated at 20, 30, and 40°C for 216 h. In a second trial, four viruses, including Newcastle disease virus, infectious canine hepatitis virus, frog virus 3, and a porcine picornavirus, were inoculated into similar edible waste material containing Saccharomyces cerevisiae. Mixtures were incubated at 20 and 30°C for 216 h. Samples were obtained daily for quantitative (trial 1) and qualitative (trial 2) virus isolation. Temperature, pH, and redox potential were monitored. Controlled pH and temperature studies were also done and compared with the inactivation rates in the fermentation processes. In trial 1 (Lactobacillus fermentation), infectious canine hepatitis virus survived the entire test period in the fermentation process but was inactivated below pH 4.5 in the controlled studies. Newcastle disease virus was inactivated by day 8 in the fermentation process and appeared to be primarily heat sensitive and secondarily pH sensitive in the controlled studies. The porcine picornavirus survived the fermentation process for 8 days at 20°C but was inactivated more rapidly at 30 and 40°C. The controlled studies verified these findings. Frog virus 3 was inactivated by day 3 in the fermentation process and appeared to be sensitive to low pH in the controlled studies. Bovine virus diarrhea was rapidly inactivated in the fermentation process (less than 2 h) and was pH and temperature sensitive. In trial 2 (yeast fermentation), infectious hepatitis virus survived the entire test period in the fermentation process. Newcastle disease virus was inactivated by day 7 at 20°C and day 6 at 30°C. The porcine picornavirus was inactivated by day 7 at 30°C but survived the entire test period at 20°C. Frog virus 3 was inactivated by day 3 at 20°C and day 2 at 30°C.","1983"
47049,"Newcastle disease","Ide, et al. 1979. ","Ide, P.R. (1979).  The sensitivity of some avian viruses to formaldehyde fumigation Canadian Journal of Comparative Medicine, 43(2),  211","Ide, P.R.","The sensitivity of some avian viruses to formaldehyde fumigation","Various avian viruses (infectious bursal agent, reovirus, adenovirus, infectious bronchitis, Newcastle disease, poxvirus, avian encephalomyelitis and infectious laryngotracheitis virus) as suspensions in buffer or in a litter slurry were exposed to aerosolized formalin in an attempt to determine the efficacy of this fumigation method for decontamination of laboratory isolation cubicles. Formalin (37% formaldehyde) was delivered by a commercial insecticide fogger at a flow rate of 40 ml per minute and a volume of 36 ml per cubic meter of space. Fumigated cubicles were left sealed for 18 hr (cycle 1) before viruses were sampled, or were then exposed to a second fumigation and left sealed for an additional six hour period (cycle 2) before viruses were titrated (commencing at a 1:10 dilution) for residual infectivity. Although the infectivity of all viruses was reduced by over 99% by one fumigation cycle, the second cycle was necessary for reduction of Newcastle disease and reoviruses to non-detectable (no infectivity demonstrated in a 1:10 dilution of fumigated virus) levels.","1979"
47059,"FMD - Foot and Mouth Disease","Mahnel, et al. 1979. ","Mahnel, H. (1979).  Variations in resistance of viruses from different groups to chemico-physical decontamination methods Infection, 7(5),  240","Mahnel, H.","Variations in resistance of viruses from different groups to chemico-physical decontamination methods","The resistance of a total of 13 different viruses to some important chemico-physical influences was studied under uniform experimental conditions. Stability in tape water, thermostability and sensitivity to anodic oxidation, gamma radiation, some virucidal substances and several commercial disinfectants were tested. In evaluating the results, an attempt is made to rank the viruses investigated according to their sensitivity. On average a bovine parvovirus, and also a reovirus and three enteroviruses, proved most stable. These were followed by infectious canine hepatitis (adenoviruses), Newcastle disease (paramyxoviruses) and vaccinia (poxviruses) demonstrating less resistance. In all the tests an orthomyxovirus (influenza A), a rhabdovirus (vesicular stomatitis), and particularly a herpesvirus (pseudorabies) and a togavirus (sindbis) proved to have relatively low resistance. © 1979 Verlagsgesellschaft Otto Spatz.","1979"
47059,"Newcastle disease","Mahnel, et al. 1979. ","Mahnel, H. (1979).  Variations in resistance of viruses from different groups to chemico-physical decontamination methods Infection, 7(5),  240","Mahnel, H.","Variations in resistance of viruses from different groups to chemico-physical decontamination methods","The resistance of a total of 13 different viruses to some important chemico-physical influences was studied under uniform experimental conditions. Stability in tape water, thermostability and sensitivity to anodic oxidation, gamma radiation, some virucidal substances and several commercial disinfectants were tested. In evaluating the results, an attempt is made to rank the viruses investigated according to their sensitivity. On average a bovine parvovirus, and also a reovirus and three enteroviruses, proved most stable. These were followed by infectious canine hepatitis (adenoviruses), Newcastle disease (paramyxoviruses) and vaccinia (poxviruses) demonstrating less resistance. In all the tests an orthomyxovirus (influenza A), a rhabdovirus (vesicular stomatitis), and particularly a herpesvirus (pseudorabies) and a togavirus (sindbis) proved to have relatively low resistance. © 1979 Verlagsgesellschaft Otto Spatz.","1979"
47059,"Vesicular stomatitis virus","Mahnel, et al. 1979. ","Mahnel, H. (1979).  Variations in resistance of viruses from different groups to chemico-physical decontamination methods Infection, 7(5),  240","Mahnel, H.","Variations in resistance of viruses from different groups to chemico-physical decontamination methods","The resistance of a total of 13 different viruses to some important chemico-physical influences was studied under uniform experimental conditions. Stability in tape water, thermostability and sensitivity to anodic oxidation, gamma radiation, some virucidal substances and several commercial disinfectants were tested. In evaluating the results, an attempt is made to rank the viruses investigated according to their sensitivity. On average a bovine parvovirus, and also a reovirus and three enteroviruses, proved most stable. These were followed by infectious canine hepatitis (adenoviruses), Newcastle disease (paramyxoviruses) and vaccinia (poxviruses) demonstrating less resistance. In all the tests an orthomyxovirus (influenza A), a rhabdovirus (vesicular stomatitis), and particularly a herpesvirus (pseudorabies) and a togavirus (sindbis) proved to have relatively low resistance. © 1979 Verlagsgesellschaft Otto Spatz.","1979"
47140,"FMD - Foot and Mouth Disease","Blackwell, et al. 1978. ","Blackwell, J.H. (1978).  Persistence of foot-and-mouth disease virus in butter and butter oil Journal of Dairy Research, 45(2),  283","Blackwell, J.H.","Persistence of foot-and-mouth disease virus in butter and butter oil","","1978"
47201,"Vesicular stomatitis virus","Mahnel, et al. 1977. ","Mahnel, H., Ottis, K., Herlyn, M. (1977).  Stability in drinking and surface water of nine virus species from different genera Zentralblatt fur Bakteriologie. Hygiene. Krankenhaushygiene Betriebshygiene Praventive Medizin - Abt. 1 Orig. B, 164(1-2),  64","Mahnel, H., Ottis, K., Herlyn, M.","Stability in drinking and surface water of nine virus species from different genera","The stability of nine viruses, Aujeszky, Sindbis, Vesicular Stomatitis, Newcastle Disease, Vaccinia, FMD, HCC, Reo and Teschen virus in drinking and surface water was investigated comparatively at temperatures of 9 and 15°C as well as the influence of water factors like seasonal difference in temperature, pH value, hardness and sort of water. The results can be summarized as follows: At temperatures of 9 to 15°C the majority of the viruses remained stable in natural waters for an astonishing long time. Starting with virus concentrations of about 104 infectious units per ml Teschen, Vaccinia, Reo, HCC and ND virus could mostly be demonstrated in water longer than 200 days and FMD, Aujeszky, Vesicular Stomatitis and Sindbis virus for 20 to 50 days on average at 9°C. The stability of the viruses investigated decreased in water in the named turn. Based on these results it can be assumed that under natural conditions with very low virus content of some particles the labile viruses such as Toga, Herpes, Rhabdo and pH labile Picorna remain infectious in water for some days. They should not have any importance as water contaminants. More resistant viruses like Paramyxo may keep infectious for weeks and very stable viruses such as Entero, Reo, Adeno and Pox viruses several weeks to months. As for the factors of temperature, pH, hardness and sort of water within the naturally differing range only the temperature and only in the case of less resistant viruses showed significant influence on the virus stability in water.","1977"
47201,"Newcastle disease","Mahnel, et al. 1977. ","Mahnel, H., Ottis, K., Herlyn, M. (1977).  Stability in drinking and surface water of nine virus species from different genera Zentralblatt fur Bakteriologie. Hygiene. Krankenhaushygiene Betriebshygiene Praventive Medizin - Abt. 1 Orig. B, 164(1-2),  64","Mahnel, H., Ottis, K., Herlyn, M.","Stability in drinking and surface water of nine virus species from different genera","The stability of nine viruses, Aujeszky, Sindbis, Vesicular Stomatitis, Newcastle Disease, Vaccinia, FMD, HCC, Reo and Teschen virus in drinking and surface water was investigated comparatively at temperatures of 9 and 15°C as well as the influence of water factors like seasonal difference in temperature, pH value, hardness and sort of water. The results can be summarized as follows: At temperatures of 9 to 15°C the majority of the viruses remained stable in natural waters for an astonishing long time. Starting with virus concentrations of about 104 infectious units per ml Teschen, Vaccinia, Reo, HCC and ND virus could mostly be demonstrated in water longer than 200 days and FMD, Aujeszky, Vesicular Stomatitis and Sindbis virus for 20 to 50 days on average at 9°C. The stability of the viruses investigated decreased in water in the named turn. Based on these results it can be assumed that under natural conditions with very low virus content of some particles the labile viruses such as Toga, Herpes, Rhabdo and pH labile Picorna remain infectious in water for some days. They should not have any importance as water contaminants. More resistant viruses like Paramyxo may keep infectious for weeks and very stable viruses such as Entero, Reo, Adeno and Pox viruses several weeks to months. As for the factors of temperature, pH, hardness and sort of water within the naturally differing range only the temperature and only in the case of less resistant viruses showed significant influence on the virus stability in water.","1977"
47201,"FMD - Foot and Mouth Disease","Mahnel, et al. 1977. ","Mahnel, H., Ottis, K., Herlyn, M. (1977).  Stability in drinking and surface water of nine virus species from different genera Zentralblatt fur Bakteriologie. Hygiene. Krankenhaushygiene Betriebshygiene Praventive Medizin - Abt. 1 Orig. B, 164(1-2),  64","Mahnel, H., Ottis, K., Herlyn, M.","Stability in drinking and surface water of nine virus species from different genera","The stability of nine viruses, Aujeszky, Sindbis, Vesicular Stomatitis, Newcastle Disease, Vaccinia, FMD, HCC, Reo and Teschen virus in drinking and surface water was investigated comparatively at temperatures of 9 and 15°C as well as the influence of water factors like seasonal difference in temperature, pH value, hardness and sort of water. The results can be summarized as follows: At temperatures of 9 to 15°C the majority of the viruses remained stable in natural waters for an astonishing long time. Starting with virus concentrations of about 104 infectious units per ml Teschen, Vaccinia, Reo, HCC and ND virus could mostly be demonstrated in water longer than 200 days and FMD, Aujeszky, Vesicular Stomatitis and Sindbis virus for 20 to 50 days on average at 9°C. The stability of the viruses investigated decreased in water in the named turn. Based on these results it can be assumed that under natural conditions with very low virus content of some particles the labile viruses such as Toga, Herpes, Rhabdo and pH labile Picorna remain infectious in water for some days. They should not have any importance as water contaminants. More resistant viruses like Paramyxo may keep infectious for weeks and very stable viruses such as Entero, Reo, Adeno and Pox viruses several weeks to months. As for the factors of temperature, pH, hardness and sort of water within the naturally differing range only the temperature and only in the case of less resistant viruses showed significant influence on the virus stability in water.","1977"
47273,"FMD - Foot and Mouth Disease","Blackwell, et al. 1976. ","Blackwell, J.H. (1976).  Survival of Foot-and-Mouth Disease Virus in Cheese Journal of Dairy Science, 59(9),  1574","Blackwell, J.H.","Survival of Foot-and-Mouth Disease Virus in Cheese","Persistence of foot-and-mouth disease virus during the manufacture of Cheddar, Mozzarella, and Camembert cheese prepared from milk of cows experimentally infected with the virus was studied. Cheese samples were made on a laboratory scale with commercial lactic acid starter cultures and the microbial protease MARZYME as a coagulant. Milk was heated at different temperatures for different intervals before it was made into cheese. Foot-and-mouth disease virus survived the acidic conditions of Cheddar and Camembert cheese processing but not that of Mozzarella. Foot-and-mouth disease virus survived processing but not curing for 30 days in Cheddar cheese prepared from heated milk. However, the virus survived curing for 60 days but not for 120 days in cheese (pH 5) prepared from unheated milk. Foot-and-mouth disease virus survived in Camembert cheese (pH 5) for 21 days at 2 C but not for 35 days. © 1976, American Dairy Science Association. All rights reserved.","1976"
47341,"FMD - Foot and Mouth Disease","Boehm, et al. 1974. ","Boehm, H.O., Krebs, H. (1974).  Detection of foot and mouth disease virus in organs of infected sheep Berliner und Munchener Tierarztliche Wochenschrift, 87(21),  410","Boehm, H.O., Krebs, H.","Detection of foot and mouth disease virus in organs of infected sheep","Lymph nodes and organs from sheep infected with foot-and-mouth disease (FMD) virus type O1 were examined for virus. Virus was detectable in various amounts in most of the tested samples when animals were slaughtered in the viraemic state. Cleaned and salted intestines, used as casing for sausages, tested after storage for 14 days at 4 C contained intracellular virus. Lactic- and citric acid in 0.5% concentration inactivated FMD virus in the intestines within 5 min. It is pointed out that importation of sheep intestines may be dangerous if they are contaminated with exotic types of FMD virus.","1974"
47459,"FMD - Foot and Mouth Disease","Bauer, et al. 1972. ","Bauer, K., Eissner, G. (1972).  Persistence and disinfection of foot-and-mouth disease (FMD) virus in liquid dung from manure washings Berliner und Munchener Tierarztliche Wochenschrift, 85(19),  367","Bauer, K., Eissner, G.","Persistence and disinfection of foot-and-mouth disease (FMD) virus in liquid dung from manure washings","","1972"
47494,"FMD - Foot and Mouth Disease","Donaldson, et al. 1972. ","Donaldson, A.I. (1972).  The influence of relative humidity on the aerosol stability of different strains of foot-and-mouth disease virus suspended in saliva. The Journal of general virology, 15(1),  25","Donaldson, A.I.","The influence of relative humidity on the aerosol stability of different strains of foot-and-mouth disease virus suspended in saliva.","","1972"
47512,"FMD - Foot and Mouth Disease","Parker, et al. 1971. ","Parker, J. (1971).  Presence and inactivation of foot-and-mouth disease virus in animal faeces. The Veterinary record, 88(25),  659","Parker, J.","Presence and inactivation of foot-and-mouth disease virus in animal faeces.","","1971"
47584,"FMD - Foot and Mouth Disease","Gailiunas, et al. 1969. ","Gailiunas, P., Cottral, G.E., Scott, F.W. (1969).  Survival of foot-and-mouth disease virus on meat packaging materials. Proceedings, annual meeting of the United States Animal Health Association, 73(#issue#),  425","Gailiunas, P., Cottral, G.E., Scott, F.W.","Survival of foot-and-mouth disease virus on meat packaging materials.","","1969"
47594,"FMD - Foot and Mouth Disease","Cottral, et al. 1969. ","Cottral, G.E. (1969).  Persistence of foot-and-mouth disease virus in animals, their products and the environment. Bulletin de l'Office International des Epizooties, 70(3),  549","Cottral, G.E.","Persistence of foot-and-mouth disease virus in animals, their products and the environment.","","1969"
47671,"African swine fever virus","Plowright, et al. 1967. ","Plowright, W., Parker, J. (1967).  The stability of African swine fever virus with particular reference to heat and pH inactivation Archiv für die gesamte Virusforschung, 21(3-4),  383","Plowright, W., Parker, J.","The stability of African swine fever virus with particular reference to heat and pH inactivation","","1967"
47826,"FMD - Foot and Mouth Disease","Gierløff, et al. 1961. ","Gierløff, B.C.H., Friis Jakobsen, K. (1961).  On the Survival of Foot and Mouth Disease Virus in Frozen Bovine Semen Acta Veterinaria Scandinavica, 2(1),  210","Gierløff, B.C.H., Friis Jakobsen, K.","On the Survival of Foot and Mouth Disease Virus in Frozen Bovine Semen","Bull semen, to which small quantities of FMD virus were added, was frozen and kept one month at — 79° C. By inoculation into mice it was demonstrated that FMD virus in bull semen had survived the freezing procedure. © 1961, The Author(s).","1961"
47840,"FMD - Foot and Mouth Disease","COTTRAL, et al. 1960. ","COTTRAL, G.E., COX, B.F., BALDWIN, D.E. (1960).  The survival of foot-and-mouth disease virus in cured and uncured meat. American journal of veterinary research, 21(#issue#),  288","COTTRAL, G.E., COX, B.F., BALDWIN, D.E.","The survival of foot-and-mouth disease virus in cured and uncured meat.","","1960"
47847,"Rinderpest","Scott, et al. 1959. ","Scott, G.R. (1959).  Heat inactivation of rinderpest-infected bovine tissues Nature, 184(4703),  1948","Scott, G.R.","Heat inactivation of rinderpest-infected bovine tissues","INFORMATION on the survival of rinderpest virus in stored infected bovine tissues is pertinent to the problem of the export of meat from rinderpestendemic areas. The literature contains numerous snippets of contradictory information1. The confusion has arisen through the use of thermal death points which are meaningless and fail to express the response of a virus to heat. Accordingly, a fresh appraisal of the effect of heat on the infectivity of rinderpest-infected bovine tissues was made. © 1959 Nature Publishing Group.","1959"
