"Refid","agent","targetSpecies","labTest","ShortBibliography","FullBibliography","Author","Title","Abstract","publicationYear"
7519,"Bluetongue virus","Sheep (Ovis aries)","Real-Time PCR (qualitative or quantitative)"," Frank Vandenbussche, et al. 2008."," Frank Vandenbussche, Tine Vanbinst, Bart Verheyden, Wesley Van Dessel, Lien Derneestere, Philippe Houdart, Guido Bertels, Nicolas Praet, Dirk Berkvens, Koen Mintiens, Nesya Goris, Kris De Clercq (2008).  Evaluation of antibody-ELISA and real-time RT-PCR for the diagnosis and profiling of bluetongue virus serotype 8 during the epidemic in Belgium in 2006 Veterinary Microbiology, 129(#issue#),  15-27"," Frank Vandenbussche, Tine Vanbinst, Bart Verheyden, Wesley Van Dessel, Lien Derneestere, Philippe Houdart, Guido Bertels, Nicolas Praet, Dirk Berkvens, Koen Mintiens, Nesya Goris, Kris De Clercq","Evaluation of antibody-ELISA and real-time RT-PCR for the diagnosis and profiling of bluetongue virus serotype 8 during the epidemic in Belgium in 2006","In 2006 bluetongue (BT) emerged for the first time in North-Western Europe. Reliable diagnostic tools are essential in controlling BT but data on the diagnostic sensitivity (Se) and specificity (Sp) are often missing. This paper aims to describe and analyse the results obtained with the diagnostics used in Belgium during the 2006 BT crisis. The diagnosis was based on a combination of antibody detection (competitive ELISA, cELISA) and viral RNA detection by real-time RT-PCR (RT-qPCR). The performance of the cELISA as a diagnostic tool was assessed on field results obtained during the epidemic and previous surveillance campaigns. As the infectious status of the animals is unknown during an epidemic, a Bayesian analysis was performed. Both assays were found to be equally specific (RT-qPCR: 98.5%; cELISA: 98.2%) while the diagnostic sensitivity of the RT-qPCR (99.5%) was superior to that of the cELISA (87.8%). The assumption of RT-qPCR as standard of comparison during the blue-tongue virus (BTV) epidemic proved valid based on the results of the Bayesian analysis. A ROC analysis of the cELISA, using RT-qPCR as standard of comparison, showed that the cut-off point with the highest accuracy occurred at a percentage negativity of 66, which is markedly higher than the cut-off proposed by the manufacturer. The analysis of the results was further extended to serological and molecular profiling and the possible use of profiling as a rapid epidemiological marker of the BTV in-field situation was assessed. A comparison of the serological profiles obtained before, during and at the end of the Belgian epidemic clearly showed the existence of an intermediate zone which appears soon after BTV (re)enters the population. The appearance or disappearance of this intermediate zone is correlated with virus circulation and provides valuable information, which would be entirely overlooked if only positive and negative results were considered. (C) 2007 Elsevier B.V. All rights reserved.",2008
7519,"Bluetongue virus","CATTLE - Cattle (Bos taurus)","Real-Time PCR (qualitative or quantitative)"," Frank Vandenbussche, et al. 2008."," Frank Vandenbussche, Tine Vanbinst, Bart Verheyden, Wesley Van Dessel, Lien Derneestere, Philippe Houdart, Guido Bertels, Nicolas Praet, Dirk Berkvens, Koen Mintiens, Nesya Goris, Kris De Clercq (2008).  Evaluation of antibody-ELISA and real-time RT-PCR for the diagnosis and profiling of bluetongue virus serotype 8 during the epidemic in Belgium in 2006 Veterinary Microbiology, 129(#issue#),  15-27"," Frank Vandenbussche, Tine Vanbinst, Bart Verheyden, Wesley Van Dessel, Lien Derneestere, Philippe Houdart, Guido Bertels, Nicolas Praet, Dirk Berkvens, Koen Mintiens, Nesya Goris, Kris De Clercq","Evaluation of antibody-ELISA and real-time RT-PCR for the diagnosis and profiling of bluetongue virus serotype 8 during the epidemic in Belgium in 2006","In 2006 bluetongue (BT) emerged for the first time in North-Western Europe. Reliable diagnostic tools are essential in controlling BT but data on the diagnostic sensitivity (Se) and specificity (Sp) are often missing. This paper aims to describe and analyse the results obtained with the diagnostics used in Belgium during the 2006 BT crisis. The diagnosis was based on a combination of antibody detection (competitive ELISA, cELISA) and viral RNA detection by real-time RT-PCR (RT-qPCR). The performance of the cELISA as a diagnostic tool was assessed on field results obtained during the epidemic and previous surveillance campaigns. As the infectious status of the animals is unknown during an epidemic, a Bayesian analysis was performed. Both assays were found to be equally specific (RT-qPCR: 98.5%; cELISA: 98.2%) while the diagnostic sensitivity of the RT-qPCR (99.5%) was superior to that of the cELISA (87.8%). The assumption of RT-qPCR as standard of comparison during the blue-tongue virus (BTV) epidemic proved valid based on the results of the Bayesian analysis. A ROC analysis of the cELISA, using RT-qPCR as standard of comparison, showed that the cut-off point with the highest accuracy occurred at a percentage negativity of 66, which is markedly higher than the cut-off proposed by the manufacturer. The analysis of the results was further extended to serological and molecular profiling and the possible use of profiling as a rapid epidemiological marker of the BTV in-field situation was assessed. A comparison of the serological profiles obtained before, during and at the end of the Belgian epidemic clearly showed the existence of an intermediate zone which appears soon after BTV (re)enters the population. The appearance or disappearance of this intermediate zone is correlated with virus circulation and provides valuable information, which would be entirely overlooked if only positive and negative results were considered. (C) 2007 Elsevier B.V. All rights reserved.",2008
7519,"Bluetongue virus","Sheep (Ovis aries)","ELISA, Competitive ELISA (C-ELISA)"," Frank Vandenbussche, et al. 2008."," Frank Vandenbussche, Tine Vanbinst, Bart Verheyden, Wesley Van Dessel, Lien Derneestere, Philippe Houdart, Guido Bertels, Nicolas Praet, Dirk Berkvens, Koen Mintiens, Nesya Goris, Kris De Clercq (2008).  Evaluation of antibody-ELISA and real-time RT-PCR for the diagnosis and profiling of bluetongue virus serotype 8 during the epidemic in Belgium in 2006 Veterinary Microbiology, 129(#issue#),  15-27"," Frank Vandenbussche, Tine Vanbinst, Bart Verheyden, Wesley Van Dessel, Lien Derneestere, Philippe Houdart, Guido Bertels, Nicolas Praet, Dirk Berkvens, Koen Mintiens, Nesya Goris, Kris De Clercq","Evaluation of antibody-ELISA and real-time RT-PCR for the diagnosis and profiling of bluetongue virus serotype 8 during the epidemic in Belgium in 2006","In 2006 bluetongue (BT) emerged for the first time in North-Western Europe. Reliable diagnostic tools are essential in controlling BT but data on the diagnostic sensitivity (Se) and specificity (Sp) are often missing. This paper aims to describe and analyse the results obtained with the diagnostics used in Belgium during the 2006 BT crisis. The diagnosis was based on a combination of antibody detection (competitive ELISA, cELISA) and viral RNA detection by real-time RT-PCR (RT-qPCR). The performance of the cELISA as a diagnostic tool was assessed on field results obtained during the epidemic and previous surveillance campaigns. As the infectious status of the animals is unknown during an epidemic, a Bayesian analysis was performed. Both assays were found to be equally specific (RT-qPCR: 98.5%; cELISA: 98.2%) while the diagnostic sensitivity of the RT-qPCR (99.5%) was superior to that of the cELISA (87.8%). The assumption of RT-qPCR as standard of comparison during the blue-tongue virus (BTV) epidemic proved valid based on the results of the Bayesian analysis. A ROC analysis of the cELISA, using RT-qPCR as standard of comparison, showed that the cut-off point with the highest accuracy occurred at a percentage negativity of 66, which is markedly higher than the cut-off proposed by the manufacturer. The analysis of the results was further extended to serological and molecular profiling and the possible use of profiling as a rapid epidemiological marker of the BTV in-field situation was assessed. A comparison of the serological profiles obtained before, during and at the end of the Belgian epidemic clearly showed the existence of an intermediate zone which appears soon after BTV (re)enters the population. The appearance or disappearance of this intermediate zone is correlated with virus circulation and provides valuable information, which would be entirely overlooked if only positive and negative results were considered. (C) 2007 Elsevier B.V. All rights reserved.",2008
7519,"Bluetongue virus","CATTLE - Cattle (Bos taurus)","ELISA, Competitive ELISA (C-ELISA)"," Frank Vandenbussche, et al. 2008."," Frank Vandenbussche, Tine Vanbinst, Bart Verheyden, Wesley Van Dessel, Lien Derneestere, Philippe Houdart, Guido Bertels, Nicolas Praet, Dirk Berkvens, Koen Mintiens, Nesya Goris, Kris De Clercq (2008).  Evaluation of antibody-ELISA and real-time RT-PCR for the diagnosis and profiling of bluetongue virus serotype 8 during the epidemic in Belgium in 2006 Veterinary Microbiology, 129(#issue#),  15-27"," Frank Vandenbussche, Tine Vanbinst, Bart Verheyden, Wesley Van Dessel, Lien Derneestere, Philippe Houdart, Guido Bertels, Nicolas Praet, Dirk Berkvens, Koen Mintiens, Nesya Goris, Kris De Clercq","Evaluation of antibody-ELISA and real-time RT-PCR for the diagnosis and profiling of bluetongue virus serotype 8 during the epidemic in Belgium in 2006","In 2006 bluetongue (BT) emerged for the first time in North-Western Europe. Reliable diagnostic tools are essential in controlling BT but data on the diagnostic sensitivity (Se) and specificity (Sp) are often missing. This paper aims to describe and analyse the results obtained with the diagnostics used in Belgium during the 2006 BT crisis. The diagnosis was based on a combination of antibody detection (competitive ELISA, cELISA) and viral RNA detection by real-time RT-PCR (RT-qPCR). The performance of the cELISA as a diagnostic tool was assessed on field results obtained during the epidemic and previous surveillance campaigns. As the infectious status of the animals is unknown during an epidemic, a Bayesian analysis was performed. Both assays were found to be equally specific (RT-qPCR: 98.5%; cELISA: 98.2%) while the diagnostic sensitivity of the RT-qPCR (99.5%) was superior to that of the cELISA (87.8%). The assumption of RT-qPCR as standard of comparison during the blue-tongue virus (BTV) epidemic proved valid based on the results of the Bayesian analysis. A ROC analysis of the cELISA, using RT-qPCR as standard of comparison, showed that the cut-off point with the highest accuracy occurred at a percentage negativity of 66, which is markedly higher than the cut-off proposed by the manufacturer. The analysis of the results was further extended to serological and molecular profiling and the possible use of profiling as a rapid epidemiological marker of the BTV in-field situation was assessed. A comparison of the serological profiles obtained before, during and at the end of the Belgian epidemic clearly showed the existence of an intermediate zone which appears soon after BTV (re)enters the population. The appearance or disappearance of this intermediate zone is correlated with virus circulation and provides valuable information, which would be entirely overlooked if only positive and negative results were considered. (C) 2007 Elsevier B.V. All rights reserved.",2008
7579,"Bluetongue virus","Sheep (Ovis aries)","ELISA, Competitive ELISA (C-ELISA)"," Bhanuprakash V, et al. 2007."," V. Bhanuprakash, M. Hosamani, Nem Singh, R. K. Singh (2007).  Comparative efficacy of indirect ELISA with competitive ELISA in the detection of bluetongue virus antibodies Indian Journal of Animal Sciences, 77(#issue#),  569-572"," V. Bhanuprakash, M. Hosamani, Nem Singh, R. K. Singh","Comparative efficacy of indirect ELISA with competitive ELISA in the detection of bluetongue virus antibodies","",2007
7579,"Bluetongue virus","Sheep (Ovis aries)","Indirect ELISA (I-ELISA)"," Bhanuprakash V, et al. 2007."," V. Bhanuprakash, M. Hosamani, Nem Singh, R. K. Singh (2007).  Comparative efficacy of indirect ELISA with competitive ELISA in the detection of bluetongue virus antibodies Indian Journal of Animal Sciences, 77(#issue#),  569-572"," V. Bhanuprakash, M. Hosamani, Nem Singh, R. K. Singh","Comparative efficacy of indirect ELISA with competitive ELISA in the detection of bluetongue virus antibodies","",2007
7621,"Bluetongue virus","Sheep (Ovis aries)","ELISA, Competitive ELISA (C-ELISA)"," Fabienne Biteau-Coroller, et al. 2006."," Fabienne Biteau-Coroller, Guillaume Gerbier, Katharina D. C. Staerk, Colette Grillet, Emmanuel Albina, Stephan Zientara, Francois Roger (2006).  Performance evaluation of a competitive ELISA test used for Bluetongue antibody detection in France, a recently infected area Veterinary Microbiology, 118(#issue#),  57-66"," Fabienne Biteau-Coroller, Guillaume Gerbier, Katharina D. C. Staerk, Colette Grillet, Emmanuel Albina, Stephan Zientara, Francois Roger","Performance evaluation of a competitive ELISA test used for Bluetongue antibody detection in France, a recently infected area","In 1998, bluetongue (BT) was introduced in northern Africa and then extended to northern latitudes including the French island of Corsica. Following the outbreaks in Corsica in 2000 and 2001, cross-sectional studies and surveillances have been set up in Corsica and also in the southern part of mainland France, a disease-free area but considered at high risk because of its proximity. The surveillance was based on regular blood sampling of susceptible species and antibody detection by a commercial competitive ELISA kit (cELISA). The performance of this cELISA was evaluated on both field results obtained during the 2001 surveillance campaigns and experimental results. ROC analyses were carried out using RT-PCR results as gold standard for determining the infection status of animals. From all these sets of data, cut-off values optimising the diagnostic accuracy of the test were computed. Their values ranged around the manufacturer's 50% threshold from 41% to 63%. The area under the ROC curve obtained from field data was 0.843 (95% CI: 0.762-0.923). In all our results, it appeared also that the specificity of the cELISA test was always perfect if the cut-off was at least at 80%. This cELISA test does not seem sufficient to diagnose BT disease in animals with BT-like symptoms. However, complementary data are needed to better estimate sensitivity and specificity values of this BT test for its use either as a diagnostic tool in infected areas or as a screening test in BT-free areas. The use and validity of RT-PCR results as gold standard are discussed. As the lack of suitable data strongly limited the applicable analyses, a discussion based on the OIE recommendations about test evaluation is initiated. (c) 2006 Elsevier B.V. All rights reserved.",2006
7629,"Bluetongue virus","CATTLE - Cattle (Bos taurus)","ELISA, Competitive ELISA (C-ELISA)"," Cagienard A, et al. 2006."," A. Cagienard, B. Thuer, C. Griot, C. Hamblin, K. D. C. Staerk (2006).  No evidence of bluetongue virus in Switzerland Veterinary Microbiology, 116(#issue#),  13-20"," A. Cagienard, B. Thuer, C. Griot, C. Hamblin, K. D. C. Staerk","No evidence of bluetongue virus in Switzerland","We report the results of the first survey for antibody against bluetongue virus (BTV) that was conducted in Switzerland in the year 2003. In a nationwide cross-sectional study with partial verification, 2437 cattle sera collected from 507 herds were analysed using competitive enzyme-linked immunosorbent assays (c-ELISA). To adjust for misclassification, 158 sera, including 86 that were recorded equivocal in Switzerland, were sent to the Office Internationale des Epizooties designated regional reference laboratory in the UK for confirmation. No BTV antibody was detected in any of these samples, confirming the absence of BTV from Switzerland in 2003. The specificity of the c-ELISA used in Switzerland for individual Swiss cattle was calculated to be 96.5%. The mean herd sensitivity achieved in our survey ranged from 78.9% to 98.8% depending on the with-in herd prevalence and test sensitivity used for the calculations. The cumulated confidence level achieved with the survey based on a minimal expected prevalence of 2%, was 99.99% and therefore it was concluded that there was no evidence of BTV circulation in Switzerland in 2003. (c) 2006 Elsevier B.V. All rights reserved.",2006
7648,"Bluetongue virus","Sheep (Ovis aries)","ELISA, Competitive ELISA (C-ELISA)"," Oya Bulut, et al. 2006."," Oya Bulut, Sibel Yavru, Orhan Yapkic, Atilla Simsek, Mehmet Kale, Oguzhan Avci (2006).  Serological investigation of bluetongue virus infection by serum neutralization test and ELISA in sheep and goats Bulletin of the Veterinary Institute in Pulawy, 50(#issue#),  305-307"," Oya Bulut, Sibel Yavru, Orhan Yapkic, Atilla Simsek, Mehmet Kale, Oguzhan Avci","Serological investigation of bluetongue virus infection by serum neutralization test and ELISA in sheep and goats","Altogether 562 sheep and goat blood serum samples were collected from livestock located in Konya, Burdur, and their environs in Turkey. The samples were tested for bluetongue virus antibodies by ELISA and serum neutralization test (SNT). Fifty-four (17.1%) out of 315 sheep serum samples from Konya and 1 (1.5%) out of 66 sheep serum samples from Burdur were detected as seropositive. Seventy-three (60%) out of 121 goat serum samples from Konya and 36 (60%) out of 60 goat serum sample from Burdur were found positive by ELISA. Fifty-three (16.8%) out of 315 sheep serum samples from Konya and none of 66 sheep serum samples from Burdur were detected to be seropositive. Sixty-five (53.7%) out of 121 goat serum samples from Konya and 32 (53.3%) out of 60 goat serum samples from Burdur were found as positive by SNT. The results demonstrate that ELISA is more sensitive than SNT.",2006
7648,"Bluetongue virus","Goat (Capra aegagrus hircus)","ELISA, Competitive ELISA (C-ELISA)"," Oya Bulut, et al. 2006."," Oya Bulut, Sibel Yavru, Orhan Yapkic, Atilla Simsek, Mehmet Kale, Oguzhan Avci (2006).  Serological investigation of bluetongue virus infection by serum neutralization test and ELISA in sheep and goats Bulletin of the Veterinary Institute in Pulawy, 50(#issue#),  305-307"," Oya Bulut, Sibel Yavru, Orhan Yapkic, Atilla Simsek, Mehmet Kale, Oguzhan Avci","Serological investigation of bluetongue virus infection by serum neutralization test and ELISA in sheep and goats","Altogether 562 sheep and goat blood serum samples were collected from livestock located in Konya, Burdur, and their environs in Turkey. The samples were tested for bluetongue virus antibodies by ELISA and serum neutralization test (SNT). Fifty-four (17.1%) out of 315 sheep serum samples from Konya and 1 (1.5%) out of 66 sheep serum samples from Burdur were detected as seropositive. Seventy-three (60%) out of 121 goat serum samples from Konya and 36 (60%) out of 60 goat serum sample from Burdur were found positive by ELISA. Fifty-three (16.8%) out of 315 sheep serum samples from Konya and none of 66 sheep serum samples from Burdur were detected to be seropositive. Sixty-five (53.7%) out of 121 goat serum samples from Konya and 32 (53.3%) out of 60 goat serum samples from Burdur were found as positive by SNT. The results demonstrate that ELISA is more sensitive than SNT.",2006
7648,"Bluetongue virus","Sheep (Ovis aries)","Seroneutralisation test"," Oya Bulut, et al. 2006."," Oya Bulut, Sibel Yavru, Orhan Yapkic, Atilla Simsek, Mehmet Kale, Oguzhan Avci (2006).  Serological investigation of bluetongue virus infection by serum neutralization test and ELISA in sheep and goats Bulletin of the Veterinary Institute in Pulawy, 50(#issue#),  305-307"," Oya Bulut, Sibel Yavru, Orhan Yapkic, Atilla Simsek, Mehmet Kale, Oguzhan Avci","Serological investigation of bluetongue virus infection by serum neutralization test and ELISA in sheep and goats","Altogether 562 sheep and goat blood serum samples were collected from livestock located in Konya, Burdur, and their environs in Turkey. The samples were tested for bluetongue virus antibodies by ELISA and serum neutralization test (SNT). Fifty-four (17.1%) out of 315 sheep serum samples from Konya and 1 (1.5%) out of 66 sheep serum samples from Burdur were detected as seropositive. Seventy-three (60%) out of 121 goat serum samples from Konya and 36 (60%) out of 60 goat serum sample from Burdur were found positive by ELISA. Fifty-three (16.8%) out of 315 sheep serum samples from Konya and none of 66 sheep serum samples from Burdur were detected to be seropositive. Sixty-five (53.7%) out of 121 goat serum samples from Konya and 32 (53.3%) out of 60 goat serum samples from Burdur were found as positive by SNT. The results demonstrate that ELISA is more sensitive than SNT.",2006
7648,"Bluetongue virus","Goat (Capra aegagrus hircus)","Seroneutralisation test"," Oya Bulut, et al. 2006."," Oya Bulut, Sibel Yavru, Orhan Yapkic, Atilla Simsek, Mehmet Kale, Oguzhan Avci (2006).  Serological investigation of bluetongue virus infection by serum neutralization test and ELISA in sheep and goats Bulletin of the Veterinary Institute in Pulawy, 50(#issue#),  305-307"," Oya Bulut, Sibel Yavru, Orhan Yapkic, Atilla Simsek, Mehmet Kale, Oguzhan Avci","Serological investigation of bluetongue virus infection by serum neutralization test and ELISA in sheep and goats","Altogether 562 sheep and goat blood serum samples were collected from livestock located in Konya, Burdur, and their environs in Turkey. The samples were tested for bluetongue virus antibodies by ELISA and serum neutralization test (SNT). Fifty-four (17.1%) out of 315 sheep serum samples from Konya and 1 (1.5%) out of 66 sheep serum samples from Burdur were detected as seropositive. Seventy-three (60%) out of 121 goat serum samples from Konya and 36 (60%) out of 60 goat serum sample from Burdur were found positive by ELISA. Fifty-three (16.8%) out of 315 sheep serum samples from Konya and none of 66 sheep serum samples from Burdur were detected to be seropositive. Sixty-five (53.7%) out of 121 goat serum samples from Konya and 32 (53.3%) out of 60 goat serum samples from Burdur were found as positive by SNT. The results demonstrate that ELISA is more sensitive than SNT.",2006
7689,"Bluetongue virus","Sheep (Ovis aries)","ELISA, Competitive ELISA (C-ELISA)"," Smriti Shringi, et al. 2005."," Smriti Shringi, B. N. Shringi (2005).  Comparative efficacy of standard AGID, CCIE and competitive ELISA for detecting bluetongue virus antibodies in indigenous breeds of sheep and goats in Rajasthan, India Journal of veterinary science, 6(#issue#),  77-9"," Smriti Shringi, B. N. Shringi","Comparative efficacy of standard AGID, CCIE and competitive ELISA for detecting bluetongue virus antibodies in indigenous breeds of sheep and goats in Rajasthan, India","The sero-prevalence of antibodies against blue tongue virus (BTV) in 408 local breeds of sheep in Rajasthan state in India was investigated using standard agar gel immunodiffusion (AGID) test. Maximum seropositivities of 11.3% (13/115), 10.7% (13/121), 7.1% (11/155) and 5.9% (1/17) were recorded in the Chokla, Magra, Nali and Pugal breeds, respectively. Out of 107 goat serum samples, 6 (5.6%) were AGID positive. The performance of the standard AGID, counter current immuno-electrophoresis (CCIE) and the competitive enzyme-linked immunosorbent assay (cELISA) for the detection of serum antibody against BTV in indigenous breeds of sheep were compared. Out of 178 sheep serum samples tested, 17 (9.5%), 22 (12.3%) and 54 (30.3%) were positive for group-specific bluetongue antibodies by AGID, CCIE and cELISA, respectively. There was appreciable difference in the seroprevalence detected by AGID, CCIE and cELISA in clinically healthy and diseased sheep with regard to relative sensitivities and specificities of the tests with cELISA being highly sensitive and specific followed by CCIE and AGID test. It was concluded that these indigenous breeds of sheep may be a potential reservoir of BTV infection and cELISA should be routinely used for the detection of antibodies against BTV in these local breeds of sheep.",2005
7689,"Bluetongue virus","Sheep (Ovis aries)","Agar gel immunodiffusion test (AGIDT)"," Smriti Shringi, et al. 2005."," Smriti Shringi, B. N. Shringi (2005).  Comparative efficacy of standard AGID, CCIE and competitive ELISA for detecting bluetongue virus antibodies in indigenous breeds of sheep and goats in Rajasthan, India Journal of veterinary science, 6(#issue#),  77-9"," Smriti Shringi, B. N. Shringi","Comparative efficacy of standard AGID, CCIE and competitive ELISA for detecting bluetongue virus antibodies in indigenous breeds of sheep and goats in Rajasthan, India","The sero-prevalence of antibodies against blue tongue virus (BTV) in 408 local breeds of sheep in Rajasthan state in India was investigated using standard agar gel immunodiffusion (AGID) test. Maximum seropositivities of 11.3% (13/115), 10.7% (13/121), 7.1% (11/155) and 5.9% (1/17) were recorded in the Chokla, Magra, Nali and Pugal breeds, respectively. Out of 107 goat serum samples, 6 (5.6%) were AGID positive. The performance of the standard AGID, counter current immuno-electrophoresis (CCIE) and the competitive enzyme-linked immunosorbent assay (cELISA) for the detection of serum antibody against BTV in indigenous breeds of sheep were compared. Out of 178 sheep serum samples tested, 17 (9.5%), 22 (12.3%) and 54 (30.3%) were positive for group-specific bluetongue antibodies by AGID, CCIE and cELISA, respectively. There was appreciable difference in the seroprevalence detected by AGID, CCIE and cELISA in clinically healthy and diseased sheep with regard to relative sensitivities and specificities of the tests with cELISA being highly sensitive and specific followed by CCIE and AGID test. It was concluded that these indigenous breeds of sheep may be a potential reservoir of BTV infection and cELISA should be routinely used for the detection of antibodies against BTV in these local breeds of sheep.",2005
7714,"Bluetongue virus","Sheep (Ovis aries)","ELISA, Competitive ELISA (C-ELISA)"," Prabhakar TG, et al. 2005."," T. G. Prabhakar, T. V. Meenambigai, R. Govindarajan, N. D. J. Chandran, A. Koteeswaran (2005).  Comparative efficacy of competitive Elisa over agid for detection of bluetongue virus antibodies Indian Journal of Comparative Microbiology, Immunology and Infectious Diseases, 26(#issue#),  40-41"," T. G. Prabhakar, T. V. Meenambigai, R. Govindarajan, N. D. J. Chandran, A. Koteeswaran","Comparative efficacy of competitive Elisa over agid for detection of bluetongue virus antibodies","",2005
