Refid;Bibliography;Author;Title;Abstract;Accession Number;Article Number;Author Address;Book Title;Custom 3;custom 7;Database;Database Provider;Date;distiller_reference_created_date;distiller_reference_upload_date;DOI;Editor;electronic resource number;End Page;EP;Epub Date;File Attachment;http;id;ISBN;ISSN;Issue;Journal;Keywords;Language;Notes;Number;Number of Pages;Pages;PMID;Publisher;Reference Type;secondary author;Series Editor;Series Title;Short Title;tertiary title;Translated Author;Translated Title;Type;Type of Work;upload id;URL;Volume;Year;User;Level;"agent
Causative agent of vector borne diseases"
513;M. K. Rostal, A. L. Evans, R. Sang, S. Gikundi, L. Wakhule, P. Munyua, J. Macharia, D. R. Feikin, R. F. Breiman and M. K. Njenga (2010).  Identification of potential vectors of and detection of antibodies against Rift Valley fever virus in livestock during interepizootic periods American Journal of Veterinary Research, 71(5),  522-526;M. K. Rostal, A. L. Evans, R. Sang, S. Gikundi, L. Wakhule, P. Munyua, J. Macharia, D. R. Feikin, R. F. Breiman and M. K. Njenga;Identification of potential vectors of and detection of antibodies against Rift Valley fever virus in livestock during interepizootic periods;"Objective To evaluate the prevalence of Rift Valley fever virus (RVFV) antibodies in livestock and presence of competent mosquito vectors of RVFV during an interepizootic period (IEP) in Kenya. Animals-208 sheep and 84 goats ranging in age from 4 months to 15 years, from 2 breeding herds. Procedures-Blood specimens were collected from the sheep and goats during the 19992006 IEP in Rift Valley Province, and serum was harvested. Serum specimens were tested for IgG and IgM antibodies against RVFV by use of an ELISA. In addition, 7134 mosquitoes were trapped in Naivasha, Nairobi, and Northeastern Province, and speciation was performed. Results-No animals were seropositive for IgM against RVFV. Of the animals born after the 1997-1998 epizootic, 18% (34/188) of sheep were seropositive for IgG against RVFV, compared with 3% (2/75) of goats. Seventy percent (8,144/11,678) of the mosquitoes collected were of the Culex subgenera; 18% (2,102/11,678) were Aedes spp. Conclusions and Clinical Relevance-Detection of IgG in the sera of sheep and goats born after the 1997-1998 epizootic and before the 2006 epizootic indicated that virus activity existed during the IEP. Detection of Aedes mosquitoes, which are competent vectors of RVFV, suggested that a cryptic vector-to-vertebrate cycle may exist during IEPs. (Am J Vet Res 2010;71:522-526)";WOS:000277053700004;;;;;;;;May;;;;;;;;;;;;;0002-9645;5;American Journal of Veterinary Research;;;"Times Cited: 9; 2
; 10";;;522-526;;;Journal Article;;;;Identification of potential vectors of and detection of antibodies against Rift Valley fever virus in livestock during interepizootic periods;;;;;;;<Go to ISI>://WOS:000277053700004;71;2010;sofie.dhollander;3;Rift Valley fever virus
530;A. G. Al-Qabati and A. I. Al-Afaleq (2010).  Cross-Sectional, Longitudinal and Prospective Epidemiological Studies of Rift Valley Fever in Al-Hasa Oasis, Saudi Arabia Journal of Animal and Veterinary Advances, 9(2),  258-265;A. G. Al-Qabati and A. I. Al-Afaleq;Cross-Sectional, Longitudinal and Prospective Epidemiological Studies of Rift Valley Fever in Al-Hasa Oasis, Saudi Arabia;A cross-sectional and longitudinal serological study was conducted on domestic ruminants in Al-Hasa Oasis to clarify the presence, prevalence and distribution of Rift Valley Fever (RVF). A total of 598 serum samples were collected from sheep, goats, cattle and camel during the year 2007. Enzyme Linked Immuno-Sorbent Assay (ELISA) was used to detect the presence of anti-RVF IgG and IgM antibodies in sheep, goats and cattle sera. Camel sera were tested by isotype-nonspecific inhibition ELISA. Two out of 225 sheep sera were IgG, but not IgM, seropositive, other sera were IgG and IgM seronegative. In a single sentinel herd of 40 sheep, which was established in the oasis, no seroconversion was detected during the period from July 2005 to May 2008. The low intra-herd prevalence, the scattered distribution of the two seropositives, the absence anti-RVF IgM antibody and the absence of RVF-incidence in the sentinel herd, all suggest that the seropositive animals were introduced from outside of the oasis rather than infected inside the oasis. The prospective study shows that readiness of the region to RVF outbreak is possible.;WOS:000275982600009;;;;;;;;2010;;;;;;;;;;;;;1680-5593;2;Journal of Animal and Veterinary Advances;;;"Times Cited: 3; 0
; 3";;;258-265;;;Journal Article;;;;Cross-Sectional, Longitudinal and Prospective Epidemiological Studies of Rift Valley Fever in Al-Hasa Oasis, Saudi Arabia;;;;;;;<Go to ISI>://WOS:000275982600009;9;2010;sofie.dhollander;3;Rift Valley fever virus
541;V. Chevalier, Y. Thiongane and R. Lancelot (2009).  Endemic Transmission of Rift Valley Fever in Senegal Transboundary and Emerging Diseases, 56(9-10),  372-374;V. Chevalier, Y. Thiongane and R. Lancelot;Endemic Transmission of Rift Valley Fever in Senegal;P>Rift Valley fever (RVF) is an expanding zoonotic disease transmitted from ruminant to ruminant by Culicidae mosquitoes. In 2004, a longitudinal serological survey was performed on small ruminants in the Ferlo are (Senegal) to study RVF transmission and compared the results with those obtained from the same study in 2003. The results confirm that the disease is endemic and that the spatial transmission of RVF is highly heterogeneous. The virus could be maintained during dry season by transovarian transmission in Aedes vexans. Further studies are needed to improve the understanding of the epidemiological cycle of RVF in this region to implement adapted surveillance measures.;WOS:000271642700005;;;;;;;;Dec;;;10.1111/j.1865-1682.2009.01083.x;;;;;;;;;;1865-1674;10-Sep;Transboundary and Emerging Diseases;;;"Times Cited: 11; 1
; 11";;;372-374;;;Journal Article;;;;Endemic Transmission of Rift Valley Fever in Senegal;;;;;;;<Go to ISI>://WOS:000271642700005;56;2009;sofie.dhollander;3;Rift Valley fever virus
542;E. S. Swai and L. Schoonman (2009).  Prevalence of Rift Valley Fever Immunoglobulin G Antibody in Various Occupational Groups Before the 2007 Outbreak in Tanzania Vector-Borne and Zoonotic Diseases, 9(6),  579-582;E. S. Swai and L. Schoonman;Prevalence of Rift Valley Fever Immunoglobulin G Antibody in Various Occupational Groups Before the 2007 Outbreak in Tanzania;A cross-sectional sero survey of 199 apparently healthy persons from various occupations was carried out in Tanga, Tanzania in November 2004 to investigate exposure to Rift Valley fever (RVF) virus. Sera were tested for the presence of antibodies to RVF virus by the inhibition enzyme-linked immunosorbent assay (ELISA) for detecting immunoglobulin G (IgG). All reactive sera were further tested by the capture ELISA test and specific RVF immunoglobulin M (IgM) assay. Eight (4.0%) tested positive for IgG and none of the samples tested positive for IgM. Among the occupational groups examined, the seroprevalence was 7.3%, 1.5%, and 9.5% in the abattoir workers, livestock keepers, and others categories, respectively. Seropositivity was higher in men (5.3%) than women (1.5%) and increased markedly in men aged between 20 to 40 years, with no significant differences among the age groups and sexes. The results indicate that a small proportion of people in Tanga municipality were exposed to RVF virus infection prior to 2007 disease outbreak in Tanzania. These findings need to be taken into consideration when future disease control programs are implemented.;WOS:000272576300002;;;;;;;;Dec;;;10.1089/vbz.2008.0108;;;;;;;;;;1530-3667;6;Vector-Borne and Zoonotic Diseases;;;"Times Cited: 8; 1
; 8";;;579-582;;;Journal Article;;;;Prevalence of Rift Valley Fever Immunoglobulin G Antibody in Various Occupational Groups Before the 2007 Outbreak in Tanzania;;;;;;;<Go to ISI>://WOS:000272576300002;9;2009;Paul.Gale;3;Rift Valley fever virus
557;D. Sissoko, C. Giry, P. Gabrie, A. Tarantola, F. Pettinelli, L. Collet, E. D'Ortenzio, P. Renault and V. Pierre (2009).  Rift Valley Fever, Mayotte, 2007-2008 Emerging Infectious Diseases, 15(4),  568-570;D. Sissoko, C. Giry, P. Gabrie, A. Tarantola, F. Pettinelli, L. Collet, E. D'Ortenzio, P. Renault and V. Pierre;Rift Valley Fever, Mayotte, 2007-2008;After the 2006-2007 epidemic wave of Rift Valley fever (RVF) in East Africa and its circulation in the Comoros, laboratory case-finding of RVF was conducted in Mayotte from September 2007 through May 2008. Ten recent human RVF cases were detected, which confirms the indigenous transmission of RFV virus in Mayotte.;WOS:000264644900008;;;;;;;;Apr;;;10.3201/eid1504.081045;;;;;;;;;;1080-6040;4;Emerging Infectious Diseases;;;"Times Cited: 51; Sissoko, Daouda/L-9193-2013; Tarantola, Arnaud/D-2149-2015
; Sissoko, Daouda/0000-0002-8890-7170; Tarantola, Arnaud/0000-0002-6946-7958
; 0
; 52";;;568-570;;;Journal Article;;;;Rift Valley Fever, Mayotte, 2007-2008;;;;;;;<Go to ISI>://WOS:000264644900008;15;2009;sofie.dhollander;3;Rift Valley fever virus
576;B. Z. Youssef (2009).  The potential role of pigs in the enzootic cycle of rift valley Fever at alexandria governorate, egyp The Journal of the Egyptian Public Health Association, 84(3-4),  331-44;B. Z. Youssef;The potential role of pigs in the enzootic cycle of rift valley Fever at alexandria governorate, egyp;This study was carried out to clarify the possible role of pigs as intermediate host for Rift Valley Fever (RVF) virus through detection of antibodies to RVF in the sera of pigs and human contacts. Two hundreds and forty five of pig blood samples and forty three blood samples of human contacts to the pigs (Veterinarian and their assistants, butchers and Abattoir workers) were collected from pigs' abattoir at Alexandria governorate, Egypt. Blood samples were subjected to the detection of RVF antibodies by both ELISA and HAI techniques. The detection rate of RVF antibodies in pig sera by ELISA was 37 positive (15.1%) out of 245 tested sera samples. The highest detection rate of positive samples was in winter season (12 out of 58, (20.69%) and the lowest detection rate was at summer season (7 out of 70, (10.0%), while it was 9 (15.79%) and 9 (15.0%) positive out of 57 and 60 tested sera samples in spring and autumn seasons respectively with no significant differences between them. When HAI technique was applied to detect the RVF antibodies in pig sera, it gave only 20 positive samples out of 245 (8.16%) with highest detection rate was also in winter 7 (12.07%) while it was only 1 (1.43%) in summer season with significant differences between the results obtained in the summer season and those of autumn and winter seasons. History was taken from all of human contacts to exclude the possibilities of taking neither vaccination nor infection from other sources. The detection rates of antibodies against RVF virus in human contacts were 6 (13.95%) and 3 (6.98%) by ELISA and HAI techniques respectively. Our study does not exclude that, pigs act as a possible intermediate host in the maintenance cycle of RVF virus.;MEDLINE:19889359;;;;;;;;2009;;;;;;;;;;;;;0013-2446;04-Mar;The Journal of the Egyptian Public Health Association;;;"Times Cited: 3; 0
; 3";;;331-44;;;Journal Article;;;;The potential role of pigs in the enzootic cycle of rift valley Fever at alexandria governorate, egyp;;;;;;;<Go to ISI>://MEDLINE:19889359;84;2009;sofie.dhollander;3;Rift Valley fever virus
581;U. Wernery, R. Thomas, R. Raghavan, G. Syriac, S. Joseph and N. Georgy (2008).  SEROEPIDEMIOLOGICAL STUDIES FOR THE DETECTION OF ANTIBODIES AGAINST 8 INFECTIOUS DISEASES IN DAIRY DROMEDARIES OF THE UNITED ARAB EMIRATES USING MODERN LABORATORY TECHNIQUES-PART II Journal of Camel Practice and Research, 15(2),  139-145;U. Wernery, R. Thomas, R. Raghavan, G. Syriac, S. Joseph and N. Georgy;SEROEPIDEMIOLOGICAL STUDIES FOR THE DETECTION OF ANTIBODIES AGAINST 8 INFECTIOUS DISEASES IN DAIRY DROMEDARIES OF THE UNITED ARAB EMIRATES USING MODERN LABORATORY TECHNIQUES-PART II;A total of 1119 dromedary sera (578 dams, 541 calves) were tested for 8 different infectious diseases using commercially available cELISAs or other tests. No antibodies were detected for Enzootic Bovine Leukosis. Antibodies were detected to Rift Valley Fever (0.35%), Bluetongue (21%), U.C. Equine Rhinitis A (5.7%), Camelpox (66%), Bovine Viral Diarrhoea (1.6%), Leptospirosis (12%) and Neosporosis (13.7%).;WOS:000265464900001;;;;;;;;Dec;;;;;;;;;;;;;0971-6777;2;Journal of Camel Practice and Research;;;"Times Cited: 6; 0
; 6";;;139-145;;;Journal Article;;;;SEROEPIDEMIOLOGICAL STUDIES FOR THE DETECTION OF ANTIBODIES AGAINST 8 INFECTIOUS DISEASES IN DAIRY DROMEDARIES OF THE UNITED ARAB EMIRATES USING MODERN LABORATORY TECHNIQUES-PART II;;;;;;;<Go to ISI>://WOS:000265464900001;15;2008;sofie.dhollander;3;Rift Valley fever virus
581;U. Wernery, R. Thomas, R. Raghavan, G. Syriac, S. Joseph and N. Georgy (2008).  SEROEPIDEMIOLOGICAL STUDIES FOR THE DETECTION OF ANTIBODIES AGAINST 8 INFECTIOUS DISEASES IN DAIRY DROMEDARIES OF THE UNITED ARAB EMIRATES USING MODERN LABORATORY TECHNIQUES-PART II Journal of Camel Practice and Research, 15(2),  139-145;U. Wernery, R. Thomas, R. Raghavan, G. Syriac, S. Joseph and N. Georgy;SEROEPIDEMIOLOGICAL STUDIES FOR THE DETECTION OF ANTIBODIES AGAINST 8 INFECTIOUS DISEASES IN DAIRY DROMEDARIES OF THE UNITED ARAB EMIRATES USING MODERN LABORATORY TECHNIQUES-PART II;A total of 1119 dromedary sera (578 dams, 541 calves) were tested for 8 different infectious diseases using commercially available cELISAs or other tests. No antibodies were detected for Enzootic Bovine Leukosis. Antibodies were detected to Rift Valley Fever (0.35%), Bluetongue (21%), U.C. Equine Rhinitis A (5.7%), Camelpox (66%), Bovine Viral Diarrhoea (1.6%), Leptospirosis (12%) and Neosporosis (13.7%).;WOS:000265464900001;;;;;;;;Dec;;;;;;;;;;;;;0971-6777;2;Journal of Camel Practice and Research;;;"Times Cited: 6; 0
; 6";;;139-145;;;Journal Article;;;;SEROEPIDEMIOLOGICAL STUDIES FOR THE DETECTION OF ANTIBODIES AGAINST 8 INFECTIOUS DISEASES IN DAIRY DROMEDARIES OF THE UNITED ARAB EMIRATES USING MODERN LABORATORY TECHNIQUES-PART II;;;;;;;<Go to ISI>://WOS:000265464900001;15;2008;sofie.dhollander;3;Bluetongue virus
581;U. Wernery, R. Thomas, R. Raghavan, G. Syriac, S. Joseph and N. Georgy (2008).  SEROEPIDEMIOLOGICAL STUDIES FOR THE DETECTION OF ANTIBODIES AGAINST 8 INFECTIOUS DISEASES IN DAIRY DROMEDARIES OF THE UNITED ARAB EMIRATES USING MODERN LABORATORY TECHNIQUES-PART II Journal of Camel Practice and Research, 15(2),  139-145;U. Wernery, R. Thomas, R. Raghavan, G. Syriac, S. Joseph and N. Georgy;SEROEPIDEMIOLOGICAL STUDIES FOR THE DETECTION OF ANTIBODIES AGAINST 8 INFECTIOUS DISEASES IN DAIRY DROMEDARIES OF THE UNITED ARAB EMIRATES USING MODERN LABORATORY TECHNIQUES-PART II;A total of 1119 dromedary sera (578 dams, 541 calves) were tested for 8 different infectious diseases using commercially available cELISAs or other tests. No antibodies were detected for Enzootic Bovine Leukosis. Antibodies were detected to Rift Valley Fever (0.35%), Bluetongue (21%), U.C. Equine Rhinitis A (5.7%), Camelpox (66%), Bovine Viral Diarrhoea (1.6%), Leptospirosis (12%) and Neosporosis (13.7%).;WOS:000265464900001;;;;;;;;Dec;;;;;;;;;;;;;0971-6777;2;Journal of Camel Practice and Research;;;"Times Cited: 6; 0
; 6";;;139-145;;;Journal Article;;;;SEROEPIDEMIOLOGICAL STUDIES FOR THE DETECTION OF ANTIBODIES AGAINST 8 INFECTIOUS DISEASES IN DAIRY DROMEDARIES OF THE UNITED ARAB EMIRATES USING MODERN LABORATORY TECHNIQUES-PART II;;;;;;;<Go to ISI>://WOS:000265464900001;15;2008;sofie.dhollander;3;West Nile virus
585;B. H. Bird, J. W. K. Githinji, J. M. Macharia, J. L. Kasiiti, R. M. Muriithi, S. G. Gacheru, J. O. Musaa, J. S. Towner, S. A. Reeder, J. B. Oliver, T. L. Stevens, B. R. Erickson, L. T. Morgan, M. L. Khristova, A. L. Hartman, J. A. Comer, P. E. Rollin, T. G. Ksiazek and S. T. Nichol (2008).  Multiple Virus Lineages Sharing Recent Common Ancestry Were Associated with a Large Rift Valley Fever Outbreak among Livestock in Kenya during 2006-2007 Journal of Virology, 82(22),  11152-11166;B. H. Bird, J. W. K. Githinji, J. M. Macharia, J. L. Kasiiti, R. M. Muriithi, S. G. Gacheru, J. O. Musaa, J. S. Towner, S. A. Reeder, J. B. Oliver, T. L. Stevens, B. R. Erickson, L. T. Morgan, M. L. Khristova, A. L. Hartman, J. A. Comer, P. E. Rollin, T. G. Ksiazek and S. T. Nichol;Multiple Virus Lineages Sharing Recent Common Ancestry Were Associated with a Large Rift Valley Fever Outbreak among Livestock in Kenya during 2006-2007;Rift Valley fever (RVF) virus historically has caused widespread and extensive outbreaks of severe human and livestock disease throughout Africa, Madagascar, and the Arabian Peninsula. Following unusually heavy rainfall during the late autumn of 2006, reports of human and animal illness consistent with RVF virus infection emerged across semiarid regions of the Garissa District of northeastern Kenya and southern Somalia. Following initial RVF virus laboratory confirmation, a high-throughput RVF diagnostic facility was established at the Kenyan Central Veterinary Laboratories in Kabete, Kenya, to support the real-time identification of infected livestock and to facilitate outbreak response and control activities. A total of 3,250 specimens from a variety of animal species, including domesticated livestock (cattle, sheep, goats, and camels) and wildlife collected from a total of 55 of 71 Kenyan administrative districts, were tested by molecular and serologic assays. Evidence of RVF infection was found in 9.2% of animals tested and across 23 districts of Kenya, reflecting the large number of affected livestock and the geographic extent of the outbreak. The complete S, M, and/or L genome segment sequence was obtained from a total of 31 RVF virus specimens spanning the entire known outbreak period (December-May) and geographic areas affected by RVF virus activity. Extensive genomic analyses demonstrated the concurrent circulation of multiple virus lineages, gene segment reassortment, and the common ancestry of the 2006/2007 outbreak viruses with those from the 1997-1998 east African RVF outbreak. Evidence of recent increases in genomic diversity and effective population size 2 to 4 years prior to the 2006-2007 outbreak also was found, indicating ongoing RVF virus activity and evolution during the interepizootic/epidemic period. These findings have implications for further studies of basic RVF virus ecology and the design of future surveillance/diagnostic activities, and they highlight the critical need for safe and effective vaccines and antiviral compounds to combat this significant veterinary and public health threat.;WOS:000260368000018;;;;;;;;15-Nov;;;10.1128/jvi.01519-08;;;;;;;;;;0022-538X;22;Journal of Virology;;;"Times Cited: 57; 1
; 57";;;11152-11166;;;Journal Article;;;;Multiple Virus Lineages Sharing Recent Common Ancestry Were Associated with a Large Rift Valley Fever Outbreak among Livestock in Kenya during 2006-2007;;;;;;;<Go to ISI>://WOS:000260368000018;82;2008;sofie.dhollander;3;Rift Valley fever virus
