"Refid","Bibliography","User","Ris Code","Level","Pathogen survival _k","studyID
Unique ID to link all observations from the same study or experiment","studyGroupID","agent
Causative agent of vector borne diseases","agentSubtypeType
What type of further detailed information is given regarding the agent.Select here, and type below. ","agentSubtypeType
What type of further detailed information is given regarding the agent.Select here, and type below. _comment","agentDetails
strain and any other further information","agentSubtype
(question from DACRAH1, no need to answer)","studyTargetSpecies
Species used in study","studyTargetSpecies
Species used in study_comment","sampUnitSize
Number of samples tested in the study
(enter -1 if not reported, -2 if not relevant)","sampledMatrix
Matrix sampled","sampledMatrix
Matrix sampled_comment","sampled Matrix Text
matrix as given in the paper/ any further details about the sample matrix","temperature
Degrees Celcius","Further details about temperature
Describe any variations. If the temperature was not constant, explain it here, and add the MAXIMUM temperature in the temperature box.","humidity
Humidity conditions (%)","Further details about the process/methods/survival conditions
Use this box to add any further details, in particular whether a specific survival condition was evaluated, for instance composting. ","anMethCode
Laboratory test used to analyse for virus, antibodies or antigens associated with the VBD","anMatText
Target of laboratory test","maxDetect
Maximum number of days post inoculation to observe pathogen, antibody or nucleic acid","Truncated
Is the value of MaxDetect truncated ? In other words: was the study finished before samples were negative. That is, is the reported  “MaxDetect” equal to the last experiment day ?","Half-life in days","LCI 95% Half-life
Value in days for the lower limite of the confidence interval for half-life","UCI 95% Half-life
Value in days for the upper limit of the confidence interval for half-life","Study design STRENGTHS
Add notes on the strengths of the study design.","Study design WEAKNESSESAdd any notes on the study design weaknesses - lack of proper controls, lack of proper analyses methods, flaws in the way data were reported, etc. What is the impact of these flaws on the use of the data collected?"
45351,"Niederwerder, M.C., Dee, S., Diel, D.G., Stoian, A.M.M., Constance, L.A., Olcha, M., Petrovan, V., Patterson, G., Cino-Ozuna, A.G., Rowland, R.R.R. (2020).  Mitigating the risk of African swine fever virus in feed with anti-viral chemical additives Transboundary and Emerging Diseases, #volume#(#issue#),  #Pages#",mariana.avelinodesouzasantos,,4,,45351,6,"African swine fever virus",strain,,"Georgia 2007",,"Other matrices, not animal: specify","Feed ingredients",8,"FEED (Animal feed)",,,12.3,"Temperature fluctuated every 6 hours (mean ± SD, 12.3 ± 4.7°C)  for 30 days. Humidity values fluctuated every 6 hours (mean ± SD, 74.1 ± 19.2%)",74.1,"These are positive control groups of an inactivation experiment, in which feed ingredients were tested under a transoceanic shipment model. All samples from all groups were inoculated with  100 µl of ASFV at day 0  (corresponding to a final concentration of 10^5 TCID50/sample).

Temperature and humidity values fluctuated every 6 hours based on historical meteorological data from 5 April 2011 to 4 May 2011 to model a 30-day shipment from Warsaw, Poland to Des Moines, IA, USA.","Polymerase chain reaction (PCR)","Nucleic acid",30,yes,,,,,
45351,"Niederwerder, M.C., Dee, S., Diel, D.G., Stoian, A.M.M., Constance, L.A., Olcha, M., Petrovan, V., Patterson, G., Cino-Ozuna, A.G., Rowland, R.R.R. (2020).  Mitigating the risk of African swine fever virus in feed with anti-viral chemical additives Transboundary and Emerging Diseases, #volume#(#issue#),  #Pages#",mariana.avelinodesouzasantos,,4,,45351,2,"African swine fever virus",strain,,"Georgia 2007",,"Other matrices, not animal: specify","Feed ingredients",8,"FEED (Animal feed)",,"Organic soybean meal",12.3,"Temperature fluctuated every 6 hours (mean ± SD, 12.3 ± 4.7°C)  for 30 days. Humidity values fluctuated every 6 hours (mean ± SD, 74.1 ± 19.2%)",74.1,"These are positive control groups of an inactivation experiment, in which feed ingredients were tested under a transoceanic shipment model. All samples from all groups were inoculated with  100 µl of ASFV at day 0  (corresponding to a final concentration of 10^5 TCID50/sample).

Temperature and humidity values fluctuated every 6 hours based on historical meteorological data from 5 April 2011 to 4 May 2011 to model a 30-day shipment from Warsaw, Poland to Des Moines, IA, USA.","Polymerase chain reaction (PCR)","Nucleic acid",30,yes,,,,,
45351,"Niederwerder, M.C., Dee, S., Diel, D.G., Stoian, A.M.M., Constance, L.A., Olcha, M., Petrovan, V., Patterson, G., Cino-Ozuna, A.G., Rowland, R.R.R. (2020).  Mitigating the risk of African swine fever virus in feed with anti-viral chemical additives Transboundary and Emerging Diseases, #volume#(#issue#),  #Pages#",mariana.avelinodesouzasantos,,4,,45351,2,"African swine fever virus",strain,,"Georgia 2007",,"Other matrices, not animal: specify","Feed ingredients",8,"FEED (Animal feed)",,"Organic soybean meal",12.3,"Temperature fluctuated every 6 hours (mean ± SD, 12.3 ± 4.7°C)  for 30 days. Humidity values fluctuated every 6 hours (mean ± SD, 74.1 ± 19.2%)",74.1,"These are positive control groups of an inactivation experiment, in which feed ingredients were tested under a transoceanic shipment model. All samples from all groups were inoculated with  100 µl of ASFV at day 0  (corresponding to a final concentration of 10^5 TCID50/sample).

Temperature and humidity values fluctuated every 6 hours based on historical meteorological data from 5 April 2011 to 4 May 2011 to model a 30-day shipment from Warsaw, Poland to Des Moines, IA, USA.","Virus Isolation (VI)",Virus,30,yes,,,,,
45351,"Niederwerder, M.C., Dee, S., Diel, D.G., Stoian, A.M.M., Constance, L.A., Olcha, M., Petrovan, V., Patterson, G., Cino-Ozuna, A.G., Rowland, R.R.R. (2020).  Mitigating the risk of African swine fever virus in feed with anti-viral chemical additives Transboundary and Emerging Diseases, #volume#(#issue#),  #Pages#",mariana.avelinodesouzasantos,,4,,45351,8,"African swine fever virus",strain,,"Georgia 2007",,"Other matrices, not animal: specify","Feed ingredients",8,Casings,,"Pork sausage casing",12.3,"Temperature fluctuated every 6 hours (mean ± SD, 12.3 ± 4.7°C)  for 30 days. Humidity values fluctuated every 6 hours (mean ± SD, 74.1 ± 19.2%)",74.1,"These are positive control groups of an inactivation experiment, in which feed ingredients were tested under a transoceanic shipment model. All samples from all groups were inoculated with  100 µl of ASFV at day 0  (corresponding to a final concentration of 10^5 TCID50/sample).

Temperature and humidity values fluctuated every 6 hours based on historical meteorological data from 5 April 2011 to 4 May 2011 to model a 30-day shipment from Warsaw, Poland to Des Moines, IA, USA.","Polymerase chain reaction (PCR)","Nucleic acid",30,yes,,,,,
45351,"Niederwerder, M.C., Dee, S., Diel, D.G., Stoian, A.M.M., Constance, L.A., Olcha, M., Petrovan, V., Patterson, G., Cino-Ozuna, A.G., Rowland, R.R.R. (2020).  Mitigating the risk of African swine fever virus in feed with anti-viral chemical additives Transboundary and Emerging Diseases, #volume#(#issue#),  #Pages#",mariana.avelinodesouzasantos,,4,,45351,8,"African swine fever virus",strain,,"Georgia 2007",,"Other matrices, not animal: specify","Feed ingredients",8,Casings,,"Pork sausage casing",12.3,"Temperature fluctuated every 6 hours (mean ± SD, 12.3 ± 4.7°C)  for 30 days. Humidity values fluctuated every 6 hours (mean ± SD, 74.1 ± 19.2%)",74.1,"These are positive control groups of an inactivation experiment, in which feed ingredients were tested under a transoceanic shipment model. All samples from all groups were inoculated with  100 µl of ASFV at day 0  (corresponding to a final concentration of 10^5 TCID50/sample).

Temperature and humidity values fluctuated every 6 hours based on historical meteorological data from 5 April 2011 to 4 May 2011 to model a 30-day shipment from Warsaw, Poland to Des Moines, IA, USA.","Virus Isolation (VI)",Virus,30,yes,,,,,
45351,"Niederwerder, M.C., Dee, S., Diel, D.G., Stoian, A.M.M., Constance, L.A., Olcha, M., Petrovan, V., Patterson, G., Cino-Ozuna, A.G., Rowland, R.R.R. (2020).  Mitigating the risk of African swine fever virus in feed with anti-viral chemical additives Transboundary and Emerging Diseases, #volume#(#issue#),  #Pages#",mariana.avelinodesouzasantos,,4,,45351,3,"African swine fever virus",strain,,"Georgia 2007",,"Other matrices, not animal: specify","Feed ingredients",8,"FEED (Animal feed)",,,12.3,"Temperature fluctuated every 6 hours (mean ± SD, 12.3 ± 4.7°C)  for 30 days. Humidity values fluctuated every 6 hours (mean ± SD, 74.1 ± 19.2%)",74.1,"These are positive control groups of an inactivation experiment, in which feed ingredients were tested under a transoceanic shipment model. All samples from all groups were inoculated with  100 µl of ASFV at day 0  (corresponding to a final concentration of 10^5 TCID50/sample).

Temperature and humidity values fluctuated every 6 hours based on historical meteorological data from 5 April 2011 to 4 May 2011 to model a 30-day shipment from Warsaw, Poland to Des Moines, IA, USA.","Polymerase chain reaction (PCR)","Nucleic acid",30,yes,,,,,
45351,"Niederwerder, M.C., Dee, S., Diel, D.G., Stoian, A.M.M., Constance, L.A., Olcha, M., Petrovan, V., Patterson, G., Cino-Ozuna, A.G., Rowland, R.R.R. (2020).  Mitigating the risk of African swine fever virus in feed with anti-viral chemical additives Transboundary and Emerging Diseases, #volume#(#issue#),  #Pages#",mariana.avelinodesouzasantos,,4,,45351,3,"African swine fever virus",strain,,"Georgia 2007",,"Other matrices, not animal: specify","Feed ingredients",8,"FEED (Animal feed)",,,12.3,"Temperature fluctuated every 6 hours (mean ± SD, 12.3 ± 4.7°C)  for 30 days. Humidity values fluctuated every 6 hours (mean ± SD, 74.1 ± 19.2%)",74.1,"These are positive control groups of an inactivation experiment, in which feed ingredients were tested under a transoceanic shipment model. All samples from all groups were inoculated with  100 µl of ASFV at day 0  (corresponding to a final concentration of 10^5 TCID50/sample).

Temperature and humidity values fluctuated every 6 hours based on historical meteorological data from 5 April 2011 to 4 May 2011 to model a 30-day shipment from Warsaw, Poland to Des Moines, IA, USA.","Virus Isolation (VI)",Virus,30,yes,,,,,
45351,"Niederwerder, M.C., Dee, S., Diel, D.G., Stoian, A.M.M., Constance, L.A., Olcha, M., Petrovan, V., Patterson, G., Cino-Ozuna, A.G., Rowland, R.R.R. (2020).  Mitigating the risk of African swine fever virus in feed with anti-viral chemical additives Transboundary and Emerging Diseases, #volume#(#issue#),  #Pages#",mariana.avelinodesouzasantos,,4,,45351,1,"African swine fever virus",strain,,"Georgia 2007",,"Other matrices, not animal: specify","Feed ingredients",8,"FEED (Animal feed)",,,12.3,"Temperature fluctuated every 6 hours (mean ± SD, 12.3 ± 4.7°C)  for 30 days. Humidity values fluctuated every 6 hours (mean ± SD, 74.1 ± 19.2%)",74.1,"These are positive control groups of an inactivation experiment, in which feed ingredients were tested under a transoceanic shipment model. All samples from all groups were inoculated with  100 µl of ASFV at day 0  (corresponding to a final concentration of 10^5 TCID50/sample).

Temperature and humidity values fluctuated every 6 hours based on historical meteorological data from 5 April 2011 to 4 May 2011 to model a 30-day shipment from Warsaw, Poland to Des Moines, IA, USA.","Polymerase chain reaction (PCR)","Nucleic acid",30,yes,,,,,
45351,"Niederwerder, M.C., Dee, S., Diel, D.G., Stoian, A.M.M., Constance, L.A., Olcha, M., Petrovan, V., Patterson, G., Cino-Ozuna, A.G., Rowland, R.R.R. (2020).  Mitigating the risk of African swine fever virus in feed with anti-viral chemical additives Transboundary and Emerging Diseases, #volume#(#issue#),  #Pages#",mariana.avelinodesouzasantos,,4,,45351,1,"African swine fever virus",strain,,"Georgia 2007",,"Other matrices, not animal: specify","Feed ingredients",8,"FEED (Animal feed)",,,12.3,"Temperature fluctuated every 6 hours (mean ± SD, 12.3 ± 4.7°C)  for 30 days. Humidity values fluctuated every 6 hours (mean ± SD, 74.1 ± 19.2%)",74.1,"These are positive control groups of an inactivation experiment, in which feed ingredients were tested under a transoceanic shipment model. All samples from all groups were inoculated with  100 µl of ASFV at day 0  (corresponding to a final concentration of 10^5 TCID50/sample).

Temperature and humidity values fluctuated every 6 hours based on historical meteorological data from 5 April 2011 to 4 May 2011 to model a 30-day shipment from Warsaw, Poland to Des Moines, IA, USA.","Virus Isolation (VI)",Virus,30,yes,,,,,
45351,"Niederwerder, M.C., Dee, S., Diel, D.G., Stoian, A.M.M., Constance, L.A., Olcha, M., Petrovan, V., Patterson, G., Cino-Ozuna, A.G., Rowland, R.R.R. (2020).  Mitigating the risk of African swine fever virus in feed with anti-viral chemical additives Transboundary and Emerging Diseases, #volume#(#issue#),  #Pages#",mariana.avelinodesouzasantos,,4,,45351,7,"African swine fever virus",strain,,"Georgia 2007",,"Other matrices, not animal: specify","Feed ingredients",8,"FEED (Animal feed)",,,12.3,"Temperature fluctuated every 6 hours (mean ± SD, 12.3 ± 4.7°C)  for 30 days. Humidity values fluctuated every 6 hours (mean ± SD, 74.1 ± 19.2%)",74.1,"These are positive control groups of an inactivation experiment, in which feed ingredients were tested under a transoceanic shipment model. All samples from all groups were inoculated with  100 µl of ASFV at day 0  (corresponding to a final concentration of 10^5 TCID50/sample).

Temperature and humidity values fluctuated every 6 hours based on historical meteorological data from 5 April 2011 to 4 May 2011 to model a 30-day shipment from Warsaw, Poland to Des Moines, IA, USA.","Polymerase chain reaction (PCR)","Nucleic acid",30,yes,,,,,
45409,"Stoian, A.M.M., Zimmerman, J., Ji, J., Hefley, T.J., Dee, S., Diel, D.G., Rowland, R.R.R., Niederwerder, M.C. (2019).  Half-life of African swine fever virus in shipped feed Emerging Infectious Diseases, 25(12),  2261",mariana.avelinodesouzasantos,,4,,45409,1,"African swine fever virus",isolate,,"Georgia 2007/1",,"Not applicable",,16,"FEED (Animal feed)",,"Soybean meal (conventional) - 5 g of each gamma-irradiated feed ingredient was added to 50-mL conical tubes before inoculating them with 100 µL of 105 50% tissue culture infective dose (TCID50) of ASFV.",12.3,"Mean + SD temperature of 12.3 ± 4.7°C (range 0–26°C).   Mean + SD humidity of 74.1% ± 19.2% (range 20%–100%).",74.1,"An environmental chamber was programmed with the environmental conditions of humidity and temperature, which fluctuated every 6 hours, over a 30-day simulated trans-Atlantic shipment.","Virus Isolation (VI)",Virus,30,yes,9.6,8.7,10.4,,
45409,"Stoian, A.M.M., Zimmerman, J., Ji, J., Hefley, T.J., Dee, S., Diel, D.G., Rowland, R.R.R., Niederwerder, M.C. (2019).  Half-life of African swine fever virus in shipped feed Emerging Infectious Diseases, 25(12),  2261",mariana.avelinodesouzasantos,,4,,45409,2,"African swine fever virus",isolate,,"Georgia 2007/1",,"Not applicable",,16,"FEED (Animal feed)",,"Soybean meal (organic) - 5 g of each gamma-irradiated feed ingredient was added to 50-mL conical tubes before inoculating them with 100 µL of 105 50% tissue culture infective dose (TCID50) of ASFV.",12.3,"Mean + SD temperature of 12.3 ± 4.7°C (range 0–26°C).   Mean + SD humidity of 74.1% ± 19.2% (range 20%–100%).",74.1,"An environmental chamber was programmed with the environmental conditions of humidity and temperature, which fluctuated every 6 hours, over a 30-day simulated trans-Atlantic shipment.","Virus Isolation (VI)",Virus,30,yes,12.9,11.5,14.3,,
45409,"Stoian, A.M.M., Zimmerman, J., Ji, J., Hefley, T.J., Dee, S., Diel, D.G., Rowland, R.R.R., Niederwerder, M.C. (2019).  Half-life of African swine fever virus in shipped feed Emerging Infectious Diseases, 25(12),  2261",mariana.avelinodesouzasantos,,4,,45409,3,"African swine fever virus",isolate,,"Georgia 2007/1",,"Not applicable",,16,"FEED (Animal feed)",,"Soy oil cake - 5 g of each gamma-irradiated feed ingredient was added to 50-mL conical tubes before inoculating them with 100 µL of 105 50% tissue culture infective dose (TCID50) of ASFV.",12.3,"Mean + SD temperature of 12.3 ± 4.7°C (range 0–26°C).   Mean + SD humidity of 74.1% ± 19.2% (range 20%–100%).",74.1,"An environmental chamber was programmed with the environmental conditions of humidity and temperature, which fluctuated every 6 hours, over a 30-day simulated trans-Atlantic shipment.","Virus Isolation (VI)",Virus,30,yes,12.4,10.4,14.3,,
45409,"Stoian, A.M.M., Zimmerman, J., Ji, J., Hefley, T.J., Dee, S., Diel, D.G., Rowland, R.R.R., Niederwerder, M.C. (2019).  Half-life of African swine fever virus in shipped feed Emerging Infectious Diseases, 25(12),  2261",mariana.avelinodesouzasantos,,4,,45409,4,"African swine fever virus",isolate,,"Georgia 2007/1",,"Not applicable",,16,"FEED (Animal feed)",,"Choline - 5 g of each gamma-irradiated feed ingredient was added to 50-mL conical tubes before inoculating them with 100 µL of 105 50% tissue culture infective dose (TCID50) of ASFV.",12.3,"Mean + SD temperature of 12.3 ± 4.7°C (range 0–26°C).   Mean + SD humidity of 74.1% ± 19.2% (range 20%–100%).",74.1,"An environmental chamber was programmed with the environmental conditions of humidity and temperature, which fluctuated every 6 hours, over a 30-day simulated trans-Atlantic shipment.","Virus Isolation (VI)",Virus,30,yes,11.9,10.9,12.9,,
45409,"Stoian, A.M.M., Zimmerman, J., Ji, J., Hefley, T.J., Dee, S., Diel, D.G., Rowland, R.R.R., Niederwerder, M.C. (2019).  Half-life of African swine fever virus in shipped feed Emerging Infectious Diseases, 25(12),  2261",mariana.avelinodesouzasantos,,4,,45409,5,"African swine fever virus",isolate,,"Georgia 2007/1",,"Not applicable",,16,"FEED (Animal feed)",,"Moist cat food - 5 g of each gamma-irradiated feed ingredient was added to 50-mL conical tubes before inoculating them with 100 µL of 105 50% tissue culture infective dose (TCID50) of ASFV.",12.3,"Mean + SD temperature of 12.3 ± 4.7°C (range 0–26°C).   Mean + SD humidity of 74.1% ± 19.2% (range 20%–100%).",74.1,"An environmental chamber was programmed with the environmental conditions of humidity and temperature, which fluctuated every 6 hours, over a 30-day simulated trans-Atlantic shipment.","Virus Isolation (VI)",Virus,30,yes,10.6,9.5,11.7,,
45409,"Stoian, A.M.M., Zimmerman, J., Ji, J., Hefley, T.J., Dee, S., Diel, D.G., Rowland, R.R.R., Niederwerder, M.C. (2019).  Half-life of African swine fever virus in shipped feed Emerging Infectious Diseases, 25(12),  2261",mariana.avelinodesouzasantos,,4,,45409,6,"African swine fever virus",isolate,,"Georgia 2007/1",,"Not applicable",,16,"FEED (Animal feed)",,"Moist dog food - 5 g of each gamma-irradiated feed ingredient was added to 50-mL conical tubes before inoculating them with 100 µL of 105 50% tissue culture infective dose (TCID50) of ASFV.",12.3,"Mean + SD temperature of 12.3 ± 4.7°C (range 0–26°C).   Mean + SD humidity of 74.1% ± 19.2% (range 20%–100%).",74.1,"An environmental chamber was programmed with the environmental conditions of humidity and temperature, which fluctuated every 6 hours, over a 30-day simulated trans-Atlantic shipment.","Virus Isolation (VI)",Virus,30,yes,11.7,10.8,12.6,,
45409,"Stoian, A.M.M., Zimmerman, J., Ji, J., Hefley, T.J., Dee, S., Diel, D.G., Rowland, R.R.R., Niederwerder, M.C. (2019).  Half-life of African swine fever virus in shipped feed Emerging Infectious Diseases, 25(12),  2261",mariana.avelinodesouzasantos,,4,,45409,7,"African swine fever virus",isolate,,"Georgia 2007/1",,"Not applicable",,16,"FEED (Animal feed)",,"Dry dog food - 5 g of each gamma-irradiated feed ingredient was added to 50-mL conical tubes before inoculating them with 100 µL of 105 50% tissue culture infective dose (TCID50) of ASFV.",12.3,"Mean + SD temperature of 12.3 ± 4.7°C (range 0–26°C).   Mean + SD humidity of 74.1% ± 19.2% (range 20%–100%).",74.1,"An environmental chamber was programmed with the environmental conditions of humidity and temperature, which fluctuated every 6 hours, over a 30-day simulated trans-Atlantic shipment.","Virus Isolation (VI)",Virus,30,yes,13.1,12.3,14,,
45409,"Stoian, A.M.M., Zimmerman, J., Ji, J., Hefley, T.J., Dee, S., Diel, D.G., Rowland, R.R.R., Niederwerder, M.C. (2019).  Half-life of African swine fever virus in shipped feed Emerging Infectious Diseases, 25(12),  2261",mariana.avelinodesouzasantos,,4,,45409,8,"African swine fever virus",isolate,,"Georgia 2007/1",,"Not applicable",,16,"FEED (Animal feed)",,"Pork sausage casings - 5 g of each gamma-irradiated feed ingredient was added to 50-mL conical tubes before inoculating them with 100 µL of 105 50% tissue culture infective dose (TCID50) of ASFV.",12.3,"Mean + SD temperature of 12.3 ± 4.7°C (range 0–26°C).   Mean + SD humidity of 74.1% ± 19.2% (range 20%–100%).",74.1,"An environmental chamber was programmed with the environmental conditions of humidity and temperature, which fluctuated every 6 hours, over a 30-day simulated trans-Atlantic shipment.","Virus Isolation (VI)",Virus,30,yes,13.1,11.6,14.6,,
45409,"Stoian, A.M.M., Zimmerman, J., Ji, J., Hefley, T.J., Dee, S., Diel, D.G., Rowland, R.R.R., Niederwerder, M.C. (2019).  Half-life of African swine fever virus in shipped feed Emerging Infectious Diseases, 25(12),  2261",mariana.avelinodesouzasantos,,4,,45409,9,"African swine fever virus",isolate,,"Georgia 2007/1",,"Not applicable",,16,"FEED (Animal feed)",,"Complete feed - 5 g of each gamma-irradiated feed ingredient was added to 50-mL conical tubes before inoculating them with 100 µL of 105 50% tissue culture infective dose (TCID50) of ASFV.",12.3,"Mean + SD temperature of 12.3 ± 4.7°C (range 0–26°C).   Mean + SD humidity of 74.1% ± 19.2% (range 20%–100%).",74.1,"An environmental chamber was programmed with the environmental conditions of humidity and temperature, which fluctuated every 6 hours, over a 30-day simulated trans-Atlantic shipment.","Virus Isolation (VI)",Virus,30,yes,14.2,12.4,15.9,,
45416,"Petrini, S., Feliziani, F., Casciari, C., Giammarioli, M., Torresi, C., De Mia, G.M. (2019).  Survival of African swine fever virus (ASFV) in various traditional Italian dry-cured meat products Preventive Veterinary Medicine, 162(#issue#),  126",mariana.avelinodesouzasantos,,4,,45416,1,"African swine fever virus",isolate,,"Sardinia 49/04",,"Pig (Sus scrofa domesticus) ",,44,"Cured seasoned pork meat",,Salami,16,"All pork products were placed in cold room at 6 °C for 12 h, and then hung in separate environmental chambers for the drying stage at a decreasing temperature from 22 °C to 18 °C and 70–99% relative humidity for the first 3 days, and from 16 °C to 12°C and 71–76% relative humidity for the following 3 days. After drying, the products underwent a maturing stage at 10–12 °C and 75–80% relative humidity. Therefore, temperature ranged between 10°C-22°C (average = 16°C); and relative humidity varied from 70-99% (average ~ 85%).",85,"Authors report the effect of the dry curing process on inactivation of ASFV in three different products: salami, pork belly, and loin.
Salamis originated by experimentally infected pigs were prepared by mincing 70% (w/w) red meat and 30% (w/w). The ground meat and fat were added to various ingredients (salt, spices, aromas, lactose, sucrose, milk powder, antioxidants, preservatives, and starter cultures of Lactobacillus), thoroughly mixed in a blender and the resulting mixtures were packed into non-edible casings. 
Pork bellies and loins were spread with a mixture containing salt, black pepper, antioxidant, and preservatives.","Virus Isolation (VI)",Virus,18,no,,,,,
45416,"Petrini, S., Feliziani, F., Casciari, C., Giammarioli, M., Torresi, C., De Mia, G.M. (2019).  Survival of African swine fever virus (ASFV) in various traditional Italian dry-cured meat products Preventive Veterinary Medicine, 162(#issue#),  126",mariana.avelinodesouzasantos,,4,,45416,2,"African swine fever virus",isolate,,"Sardinia 49/04",,"Pig (Sus scrofa domesticus) ",,88,"Cured seasoned pork meat",,"Pork belly",16,"All pork products were placed in cold room at 6 °C for 12 h, and then hung in separate environmental chambers for the drying stage at a decreasing temperature from 22 °C to 18 °C and 70–99% relative humidity for the first 3 days, and from 16 °C to 12°C and 71–76% relative humidity for the following 3 days. After drying, the products underwent a maturing stage at 10–12 °C and 75–80% relative humidity. Therefore, temperature ranged between 10°C-22°C (average = 16°C); and relative humidity varied from 70-99% (average ~ 85%).",85,"Authors report the effect of the dry curing process on inactivation of ASFV in three different products: salami, pork belly, and loin.
Salamis originated by experimentally infected pigs were prepared by mincing 70% (w/w) red meat and 30% (w/w). The ground meat and fat were added to various ingredients (salt, spices, aromas, lactose, sucrose, milk powder, antioxidants, preservatives, and starter cultures of Lactobacillus), thoroughly mixed in a blender and the resulting mixtures were packed into non-edible casings. 
Pork bellies and loins were spread with a mixture containing salt, black pepper, antioxidant, and preservatives.","Virus Isolation (VI)",Virus,39,no,,,,,
45416,"Petrini, S., Feliziani, F., Casciari, C., Giammarioli, M., Torresi, C., De Mia, G.M. (2019).  Survival of African swine fever virus (ASFV) in various traditional Italian dry-cured meat products Preventive Veterinary Medicine, 162(#issue#),  126",mariana.avelinodesouzasantos,,4,,45416,3,"African swine fever virus",isolate,,"Sardinia 49/04",,"Pig (Sus scrofa domesticus) ",,88,"Cured seasoned pork meat",,Loin,16,"All pork products were placed in cold room at 6 °C for 12 h, and then hung in separate environmental chambers for the drying stage at a decreasing temperature from 22 °C to 18 °C and 70–99% relative humidity for the first 3 days, and from 16 °C to 12°C and 71–76% relative humidity for the following 3 days. After drying, the products underwent a maturing stage at 10–12 °C and 75–80% relative humidity. Therefore, temperature ranged between 10°C-22°C (average = 16°C); and relative humidity varied from 70-99% (average ~ 85%).",85,"Authors report the effect of the dry curing process on inactivation of ASFV in three different products: salami, pork belly, and loin.
Salamis originated by experimentally infected pigs were prepared by mincing 70% (w/w) red meat and 30% (w/w). The ground meat and fat were added to various ingredients (salt, spices, aromas, lactose, sucrose, milk powder, antioxidants, preservatives, and starter cultures of Lactobacillus), thoroughly mixed in a blender and the resulting mixtures were packed into non-edible casings. 
Pork bellies and loins were spread with a mixture containing salt, black pepper, antioxidant, and preservatives.","Virus Isolation (VI)",Virus,47,no,,,,,
46693,"Wafula, J.S., Mirangi, P.K., Ireri, R.G., Mbugua, N. (1986).  Development and stability of rinderpest virus antigens in cattle tears and lymph nodes Tropical Animal Health and Production, 18(1),  26",manon.swanenburg,,4,,46693,01,Rinderpest,strain,,"Kabete ""O""",,"Cattle (Bos taurus)",,-1,Secreta,,"ocular secretion",22,,-1,,"Agar gel immunodiffusion test (AGIDT)",Antigen,1.5,no,,,,,
46693,"Wafula, J.S., Mirangi, P.K., Ireri, R.G., Mbugua, N. (1986).  Development and stability of rinderpest virus antigens in cattle tears and lymph nodes Tropical Animal Health and Production, 18(1),  26",manon.swanenburg,,4,,46693,02,Rinderpest,strain,,"Kabete ""O""",,"Cattle (Bos taurus)",,-1,Secreta,,"ocular secretion",4,,-1,,"Agar gel immunodiffusion test (AGIDT)",Antigen,7,no,,,,,
46693,"Wafula, J.S., Mirangi, P.K., Ireri, R.G., Mbugua, N. (1986).  Development and stability of rinderpest virus antigens in cattle tears and lymph nodes Tropical Animal Health and Production, 18(1),  26",manon.swanenburg,,4,,46693,03,Rinderpest,strain,,"Kabete ""O""",,"Cattle (Bos taurus)",,-1,"Lymph node",,"lymph node",22,,-1,,"Agar gel immunodiffusion test (AGIDT)",Antigen,2,no,,,,,
46693,"Wafula, J.S., Mirangi, P.K., Ireri, R.G., Mbugua, N. (1986).  Development and stability of rinderpest virus antigens in cattle tears and lymph nodes Tropical Animal Health and Production, 18(1),  26",manon.swanenburg,,4,,46693,04,Rinderpest,strain,,"Kabete ""O""",,"Cattle (Bos taurus)",,-1,"Lymph node",,"lymph node",4,,-1,,"Agar gel immunodiffusion test (AGIDT)",Antigen,9,no,,,,,
46828,"Böhm, H.O. (1984).  The effect of aerobic-thermophilic treatment on pig liquid manure containing different viruses Agricultural Wastes, 10(1),  47",manon.swanenburg,,4,,46828,01,"FMD - Foot and Mouth Disease",strain,,"O1 Kaufbeuren 1966",,"Pig (Sus scrofa domesticus) ",,-1,litter/slurry,,"Undiluted faces/urine slurry",50,"Aerobic-thermophilic inactivation of virus. The temperature of manure having a starting temperature of 12-16 °C rose to 30-40 °C after 24 h and finally reached 50 °C after 48 hours.",-1,,"Virus Isolation (VI)",Virus,2,no,,,,,
46828,"Böhm, H.O. (1984).  The effect of aerobic-thermophilic treatment on pig liquid manure containing different viruses Agricultural Wastes, 10(1),  47",manon.swanenburg,,4,,46828,02,"FMD - Foot and Mouth Disease",strain,,"O1 Kaufbeuren 1966",,"Pig (Sus scrofa domesticus) ",,-1,litter/slurry,,"Undiluted faces/urine slurry with molasses added",50,"Aerobic-thermophilic inactivation of virus. The temperature of manure having a starting temperature of 12-16 °C. The addition of 5 kg of molasses led to a rise in temperature of 66 °C within 40 h.",-1,,"Virus Isolation (VI)",Virus,1,no,,,,,
46883,"Gilbert, J.P., Wooley, R.E., Shotts Jr., E.B., Dickens, J.A. (1983).  Viricidal effects of Lactobacillus and yeast fermentation Applied and Environmental Microbiology, 46(2),  452",manon.swanenburg,,4,,46883,05,"Newcastle disease",strain,,Kansas-Manhattan,,"Other matrices, not animal: specify",,-1,Other:specify,"Edible food waste","Food waste fermented with Lactobacillus, liquid sample",30,"Food waste was fermented with Lactobacillus and kept in a water bath at 30C",-1,"Food waste was fermented with Lactobacillus and kept in a water bath at 30C.","Haemagglutination inhibition test (HIT)",Antigen,2,no,,,,,
