"Refid","Bibliography","User","Ris Code","Level","test_k","sampCountry
Country where study was performed","sampY
Year the study was conducted
(-1 if not reported)","agent *
Causative agent of the disease","agentSubtypeType
What type of further detailed information is given regarding the agent. Select here, and type below. Give the highest subtype information available - for instance serotype if available, instead of strain. ","agentSubtypeType
What type of further detailed information is given regarding the agent. Select here, and type below. Give the highest subtype information available - for instance serotype if available, instead of strain. _comment","agentDetails
The further information given regarding the sutype type given above. ","studyID *
Unique ID to link all observations from the same study, experiment, or time point evaluations.","studyTargetSpecies *
Species used in study","studyTargetSpecies *
Species used in study_comment","ageMonths
Age of animals in months
(-1 if not reported)","sampUnit *
Type of unit sampled in the study and reported in sampUnitSize","sampUnit *
Type of unit sampled in the study and reported in sampUnitSize_comment","sampUnitSize *
Number of units in the group (the number of units listed above (e.g. herds))","Animal status","Animal status_comment","testsubstance
select the vaccine used","testsubstance
select the vaccine used_comment","Type of vaccine","Type of vaccine_comment","route
Method of application or treatment regime or administration method of vaccine","route
Method of application or treatment regime or administration method of vaccine_comment","Day dose 1
The day, from the start of the experiment (day 0), when the first vaccine dose was given.","Vaccine dose 1
Dose of vaccine given for the first time (dose 1).","Day dose 2
The day, from the start of the experiment (day 0), when the second vaccine dose was given. Leave empty if not second dose was administered.","Vaccine Dose 2
Dose of vaccine given for the second time (dose 2). Leave empty if no second dose was administered.","Day dose 3
IF a third dose was given, enter the number of days since the start of the experiment (day 0), when it was administered. Leave empty otherwise","Vaccine Dose 3
IF a third dose was given (dose 3), enter the dose of vaccine given. Leave empty if no third dose was administered.","Challenge type","route
Method of application of the challenge","route
Method of application of the challenge_comment","Challenge substance","Challenge dose
Plese describe (free-text) the dosage information given","Challenge day
From the beginning of the experiment","deadUnits
Number of dead animals ","mortalityTime minimum
If provided in the paper, please report the time between application of the treatment and first recorded mortality. Use this question for the numerical value and the next for the unit.","mortalityTimeUnits_min
The units for the first reported time to mortality.","mortalityTime maximum
If provided in the paper, please report the time between application of the treatment and last recorded mortality. Use this question for the numerical value and the next for the unit.","mortalityTimeUnits_max
The units for the last reported time to mortality.","efficacy
1-RR. Report as given in the paper.
If not reported, leave it empty.","coverage
Coverage in %","Direct vaccine costs
Decsribe DIRECT vaccine costs, if given. ","Indirect vaccine costs
Decsribe any indirect vaccine costs reported in the paper, for instance loss of productivity, food conversion, etc.","Withdrawal period (in days)
Minimum number of days since last vaccine dose before animals can be sent to slaughter.
 ","vaccine storage
Does the vaccine need to be kept cold or in any other specific conditions? please report any details about logistical constraints given in the paper.","TIME POINT
Indicate time point in days from the start of the study to which the reported parameters below correspond","STAGE of experiment
At which step of the experiment do the information to be reported relate to.","LAB TEST *
Laboratory test used to detect agent, antibdies, or antigens associated with the disease","LAB TEST details
Description of laboratory method (where relevant include method of calculation of cut-offs)","Target of laboratory test","Target of laboratory test_comment","Tissue sampled for testing
(Note: as part-nature = the tissue has not been processed)","Tissue sampled for testing
(Note: as part-nature = the tissue has not been processed)_comment","Number of samples tested","Number of samples positive","testValue
The reported value for the test, for instance titers of SNT, IP for ELISA test, CQ/CT for a PCR, or a clinical score. GROUP AVERAGE, for the POSITIVE animals only.","UNITS
the units for the value reported to the left.","UNITS
the units for the value reported to the left._comment","Scale MIN
If a scale is needed in order to understand the test value (for instance the maximum score in a clinical score scale), then report the minimum here","Scale MAX
If a scale is needed in order to understand the test value (for instance the maximum score in a clinical score scale), then report the maximum here","QUALITY check If you have noted any significant weakness in the study design, or details worth of note which could not be captured in the current form, please enter comments here. All papers with comments in this section will be reviewed by a second reviewer. "
50265,"El-Shall, N.A., Awad, A.M., Sedeik, M.E. (2021).  Examination of the protective efficacy of two avian influenza H5 vaccines against clade 2.3.4.4b H5N8 highly pathogenic avian influenza virus in commercial broilers Research in Veterinary Science, 140(#issue#),  125",e.royall,,4,,Egypt,2021,"HPAI - Highly Pathogenic Avian Influenza","Other: specify",clade,"A/chicken/Egypt/ Alex-2/2017 H5N8 clade 2.3.4.4b",2,"Chickens (Gallus)",,0.3,animal,,10,commercial,,"Vectormune AI (rHVT-H5)",,"Other (specify):","Marek’s Disease vaccine of serotype 3 (turkey Herpesvirus or HVT) expressing Avian Influenza key protective antigens",SUBCUTANEOUS,,0,,,,,,"Challenged with the pathogen","OTHER: specify","eye drop and intranasal routes (50 μl/each route)",A/chicken/Egypt/Alex-2/2017,"10^6.3 EID50/100 μl",28,5,5,days,,,,,,,,,35,"After challenge","Haemagglutination inhibition test (HIT)","using AI H5N8 antigen",Antibody,,"Animal blood",,-1,-1,"6.2 ± 0.37","Other: specify","log base 2 geometric mean titre",,,"Values estimated from graphical presentation of results. These commercial chicks had maternal derived antibodies (MDA) against H5 AI mentioned in results section. All chicken groups additionally received inactivated ND vaccine (Intervet International B. V., Boxmeer, The Netherlands) intramuscularly and MA5 + Clone30 (Intervet International B.V., Boxmeer, The Netherlands) and Bursine plus (Zoetis Inc., Kalamazoo, USA) vaccines via eye drops."
50265,"El-Shall, N.A., Awad, A.M., Sedeik, M.E. (2021).  Examination of the protective efficacy of two avian influenza H5 vaccines against clade 2.3.4.4b H5N8 highly pathogenic avian influenza virus in commercial broilers Research in Veterinary Science, 140(#issue#),  125",e.royall,,4,,Egypt,2021,"HPAI - Highly Pathogenic Avian Influenza","Other: specify",clade,"A/chicken/Egypt/ Alex-2/2017 H5N8 clade 2.3.4.4b",2,"Chickens (Gallus)",,0.3,animal,,10,commercial,,"Vectormune AI (rHVT-H5)",,"Other (specify):","Marek’s Disease vaccine of serotype 3 (turkey Herpesvirus or HVT) expressing Avian Influenza key protective antigens",SUBCUTANEOUS,,0,,,,,,"Challenged with the pathogen","OTHER: specify","eye drop and intranasal routes (50 μl/each route)",A/chicken/Egypt/Alex-2/2017,"10^6.3 EID50/100 μl",28,5,5,days,,,,,,,,,35,"After challenge","Haemagglutination inhibition test (HIT)","using AI H5N1 antigen",Antibody,,"Animal blood",,-1,-1,"5.6 ± 0.4","Other: specify","log base 2 geometric mean titre",,,"Values estimated from graphical presentation of results. These commercial chicks had maternal derived antibodies (MDA) against H5 AI mentioned in results section. All chicken groups additionally received inactivated ND vaccine (Intervet International B. V., Boxmeer, The Netherlands) intramuscularly and MA5 + Clone30 (Intervet International B.V., Boxmeer, The Netherlands) and Bursine plus (Zoetis Inc., Kalamazoo, USA) vaccines via eye drops."
50265,"El-Shall, N.A., Awad, A.M., Sedeik, M.E. (2021).  Examination of the protective efficacy of two avian influenza H5 vaccines against clade 2.3.4.4b H5N8 highly pathogenic avian influenza virus in commercial broilers Research in Veterinary Science, 140(#issue#),  125",e.royall,,4,,Egypt,2021,"HPAI - Highly Pathogenic Avian Influenza","Other: specify",clade,"A/chicken/Egypt/ Alex-2/2017 H5N8 clade 2.3.4.4b",4,"Chickens (Gallus)",,0.3,animal,,10,commercial,,"Vectormune AI (rHVT-H5)",,"Other (specify):","Marek’s Disease vaccine of serotype 3 (turkey Herpesvirus or HVT) expressing Avian Influenza key protective antigens",SUBCUTANEOUS,,0,,,,,,"Challenged with the pathogen","OTHER: specify","eye drop and intranasal routes (50 μl/each route)",A/chicken/Egypt/Alex-2/2017,"10^6.3 EID50/100 μl",35,2,3,days,,,,,,,,,38,"After challenge","Real-Time PCR (qualitative or quantitative)",,"Nucleic acid",,"Other (specify)","tracheal swab",10,3,10^1.2,titer,,,,"Values estimated from graphical presentation of results. These commercial chicks had maternal derived antibodies (MDA) against H5 AI mentioned in results section. All chicken groups additionally received inactivated ND vaccine (Intervet International B. V., Boxmeer, The Netherlands) intramuscularly and MA5 + Clone30 (Intervet International B.V., Boxmeer, The Netherlands) and Bursine plus (Zoetis Inc., Kalamazoo, USA) vaccines via eye drops."
50265,"El-Shall, N.A., Awad, A.M., Sedeik, M.E. (2021).  Examination of the protective efficacy of two avian influenza H5 vaccines against clade 2.3.4.4b H5N8 highly pathogenic avian influenza virus in commercial broilers Research in Veterinary Science, 140(#issue#),  125",e.royall,,4,,Egypt,2021,"HPAI - Highly Pathogenic Avian Influenza","Other: specify",clade,"A/chicken/Egypt/ Alex-2/2017 H5N8 clade 2.3.4.4b",4,"Chickens (Gallus)",,0.3,animal,,10,commercial,,"Vectormune AI (rHVT-H5)",,"Other (specify):","Marek’s Disease vaccine of serotype 3 (turkey Herpesvirus or HVT) expressing Avian Influenza key protective antigens",SUBCUTANEOUS,,0,,,,,,"Challenged with the pathogen","OTHER: specify","eye drop and intranasal routes (50 μl/each route)",A/chicken/Egypt/Alex-2/2017,"10^6.3 EID50/100 μl",35,2,3,days,,,,,,,,,42,"After challenge","Haemagglutination inhibition test (HIT)","using AI H5N8 antigen",Antibody,,"Animal blood",,-1,-1,"8.75 ± 0.16","Other: specify","log base 2 geometric mean titre",,,"Values estimated from graphical presentation of results. These commercial chicks had maternal derived antibodies (MDA) against H5 AI mentioned in results section. All chicken groups additionally received inactivated ND vaccine (Intervet International B. V., Boxmeer, The Netherlands) intramuscularly and MA5 + Clone30 (Intervet International B.V., Boxmeer, The Netherlands) and Bursine plus (Zoetis Inc., Kalamazoo, USA) vaccines via eye drops."
50268,"Hegazy, A.M.E., Yehia, N., Hassan, A.F.I., El-Saadony, M.T., Aboelenin, S.M., Soliman, M.M., Tolba, H.M.N. (2021).  The potency of newly development H5N8 and H9N2 avian influenza vaccines against the isolated strains in laying hens from Egypt during 2019 Saudi Journal of Biological Sciences, 28(9),  5310",e.royall,,4,,Egypt,2019,"HPAI - Highly Pathogenic Avian Influenza","Other: specify","clade 2.3.4.4","Influenza virus A/ chicken/ Egypt/ AB1/ 2018 (H5N8)",1,"Chickens (Gallus)",,3.3,animal,,10,SPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Real-Time PCR (qualitative or quantitative)",,"Nucleic acid",,"Other (specify)","oropharyngeal swab",-1,-1,7.206 X 10^4,titer,,,,"Values were given as means so it wasn't possible to determine whether all or only some of the birds in a cohort tested positive"
50270,"El-Moeid, A.A., EL-Deeb, A.H., Elsaied, M.F., Soliman, R.A., EL-Safty, M.M., Hussein, H.A. (2021).  Discrepancies in the efficacy of H5 inactivated avian influenza vaccines in specific-pathogen-free chickens against challenge with the Egyptian H5N8 clade 2.3.4.4 Group B virus isolated in 2018 Veterinary World, 14(8),  2131",e.royall,,4,,Egypt,,"HPAI - Highly Pathogenic Avian Influenza","Other: specify",clade,"H5N8 clade 2.3.4.4 A/duck/Egypt/ F13666A/2017(H5N8)",1,"Chickens (Gallus)",,0.33,animal,,13,SPF,,"H5N1 Re-5",,"Other (specify):","commercial inactivated",SUBCUTANEOUS,,0,,,,,,"Challenged with the pathogen","OTHER: specify",oronasal,"H5N8 2017","0.1 ml of virus titre 10^6 EID50/0.1 mL",15,-1,9,days,,,,85,,,,,29,"After challenge","Haemagglutination inhibition test (HIT)","Hemagglutination inhibition (HI) test using the universal reference H5 antigen (GD-Netherland) as a heterologous antigen in addition to two local homologous antigens prepared from the two challenge viruses. The HI assay was carried out according to the protocol of the World Organization for Animal Health (OIE)",Antibody,,"Blood serum (as part-nature)",,-1,-1,"5.2 log base 2",titer,,,,"Data for individual animals not given. Survival of group as whole given as percentage (coverage). Titres taken as visual approximations from graphical results."
50270,"El-Moeid, A.A., EL-Deeb, A.H., Elsaied, M.F., Soliman, R.A., EL-Safty, M.M., Hussein, H.A. (2021).  Discrepancies in the efficacy of H5 inactivated avian influenza vaccines in specific-pathogen-free chickens against challenge with the Egyptian H5N8 clade 2.3.4.4 Group B virus isolated in 2018 Veterinary World, 14(8),  2131",e.royall,,4,,Egypt,,"HPAI - Highly Pathogenic Avian Influenza","Other: specify",clade,"H5N8 clade 2.3.4.4 A/duck/Egypt/ F13666A/2017(H5N8)",1,"Chickens (Gallus)",,0.33,animal,,13,SPF,,"H5N1 Re-5",,"Other (specify):","commercial inactivated",SUBCUTANEOUS,,0,,,,,,"Challenged with the pathogen","OTHER: specify",oronasal,"H5N8 2017","0.1 ml of virus titre 10^6 EID50/0.1 mL",15,-1,9,days,,,,85,,,,,18,"After challenge","Virus Isolation (VI)","procedures performed according to Dufour-Zavala, L. (2008) A Laboratory Manual for the Isolation, Identification, and Characterization of Avian Pathogens. American Association of Avian Pathologists, United States. p129-224.]. Virus shedding titers calculated following method of Spearman–Karber.  Results reported as EID50/0.1 mL equivalents, with lower limit of detection being <1 log10 EID50/0.1 mL.",Virus,,"Other (specify)","tracheal swab",-1,-1,"1.2 EID50/0.1 mL equivalents",titer,,,,"Data for individual animals not given. Survival of group as whole given as percentage (coverage). Titres taken as visual approximations from graphical results.  Vaccine dose as per manufacturer's instructions."
50270,"El-Moeid, A.A., EL-Deeb, A.H., Elsaied, M.F., Soliman, R.A., EL-Safty, M.M., Hussein, H.A. (2021).  Discrepancies in the efficacy of H5 inactivated avian influenza vaccines in specific-pathogen-free chickens against challenge with the Egyptian H5N8 clade 2.3.4.4 Group B virus isolated in 2018 Veterinary World, 14(8),  2131",e.royall,,4,,Egypt,,"HPAI - Highly Pathogenic Avian Influenza","Other: specify",clade,"H5N8 clade 2.3.4.4 A/duck/Egypt/ F13666A/2017(H5N8)",1,"Chickens (Gallus)",,0.33,animal,,13,SPF,,"H5N1 Re-5",,"Other (specify):","commercial inactivated",SUBCUTANEOUS,,0,,,,,,"Challenged with the pathogen","OTHER: specify",oronasal,"H5N8 2017","0.1 ml of virus titre 10^6 EID50/0.1 mL",15,-1,9,days,,,,85,,,,,20,"After challenge","Virus Isolation (VI)","procedures performed according to Dufour-Zavala, L. (2008) A Laboratory Manual for the Isolation, Identification, and Characterization of Avian Pathogens. American Association of Avian Pathologists, United States. p129-224.]. Virus shedding titers calculated following method of Spearman–Karber.  Results reported as EID50/0.1 mL equivalents, with lower limit of detection being <1 log10 EID50/0.1 mL.",Virus,,"Other (specify)","tracheal swab",-1,-1,"2.0 EID50/0.1 mL equivalents",titer,,,,"Data for individual animals not given. Survival of group as whole given as percentage (coverage). Titres taken as visual approximations from graphical results.  Vaccine dose as per manufacturer's instructions."
50270,"El-Moeid, A.A., EL-Deeb, A.H., Elsaied, M.F., Soliman, R.A., EL-Safty, M.M., Hussein, H.A. (2021).  Discrepancies in the efficacy of H5 inactivated avian influenza vaccines in specific-pathogen-free chickens against challenge with the Egyptian H5N8 clade 2.3.4.4 Group B virus isolated in 2018 Veterinary World, 14(8),  2131",e.royall,,4,,Egypt,,"HPAI - Highly Pathogenic Avian Influenza","Other: specify",clade,"H5N8 clade 2.3.4.4 A/duck/Egypt/ F13666A/2017(H5N8)",1,"Chickens (Gallus)",,0.33,animal,,13,SPF,,"H5N1 Re-5",,"Other (specify):","commercial inactivated",SUBCUTANEOUS,,0,,,,,,"Challenged with the pathogen","OTHER: specify",oronasal,"H5N8 2017","0.1 ml of virus titre 10^6 EID50/0.1 mL",15,-1,9,days,,,,85,,,,,22,"After challenge","Virus Isolation (VI)","procedures performed according to Dufour-Zavala, L. (2008) A Laboratory Manual for the Isolation, Identification, and Characterization of Avian Pathogens. American Association of Avian Pathologists, United States. p129-224.]. Virus shedding titers calculated following method of Spearman–Karber.  Results reported as EID50/0.1 mL equivalents, with lower limit of detection being <1 log10 EID50/0.1 mL.",Virus,,"Other (specify)","tracheal swab",-1,-1,"2.4 EID50/0.1 mL equivalents",titer,,,,"Data for individual animals not given. Survival of group as whole given as percentage (coverage). Titres taken as visual approximations from graphical results.  Vaccine dose as per manufacturer's instructions."
50270,"El-Moeid, A.A., EL-Deeb, A.H., Elsaied, M.F., Soliman, R.A., EL-Safty, M.M., Hussein, H.A. (2021).  Discrepancies in the efficacy of H5 inactivated avian influenza vaccines in specific-pathogen-free chickens against challenge with the Egyptian H5N8 clade 2.3.4.4 Group B virus isolated in 2018 Veterinary World, 14(8),  2131",e.royall,,4,,Egypt,,"HPAI - Highly Pathogenic Avian Influenza","Other: specify",clade,"H5N8 clade 2.3.4.4 A/duck/Egypt/ F13666A/2017(H5N8)",1,"Chickens (Gallus)",,0.33,animal,,13,SPF,,"H5N1 Re-5",,"Other (specify):","commercial inactivated",SUBCUTANEOUS,,0,,,,,,"Challenged with the pathogen","OTHER: specify",oronasal,"H5N8 2017","0.1 ml of virus titre 10^6 EID50/0.1 mL",15,-1,9,days,,,,85,,,,,25,"After challenge","Virus Isolation (VI)","procedures performed according to Dufour-Zavala, L. (2008) A Laboratory Manual for the Isolation, Identification, and Characterization of Avian Pathogens. American Association of Avian Pathologists, United States. p129-224.]. Virus shedding titers calculated following method of Spearman–Karber.  Results reported as EID50/0.1 mL equivalents, with lower limit of detection being <1 log10 EID50/0.1 mL.",Virus,,"Other (specify)","tracheal swab",-1,-1,"1.2 EID50/0.1 mL equivalents",titer,,,,"Data for individual animals not given. Survival of group as whole given as percentage (coverage). Titres taken as visual approximations from graphical results.  Vaccine dose as per manufacturer's instructions."
50270,"El-Moeid, A.A., EL-Deeb, A.H., Elsaied, M.F., Soliman, R.A., EL-Safty, M.M., Hussein, H.A. (2021).  Discrepancies in the efficacy of H5 inactivated avian influenza vaccines in specific-pathogen-free chickens against challenge with the Egyptian H5N8 clade 2.3.4.4 Group B virus isolated in 2018 Veterinary World, 14(8),  2131",e.royall,,4,,Egypt,,"HPAI - Highly Pathogenic Avian Influenza","Other: specify",clade,"H5N8 clade 2.3.4.4 A/duck/Egypt/ F13666A/2017(H5N8) GenBank accession No. (MH498622.1)",3,"Chickens (Gallus)",,0.33,animal,,13,SPF,,"H5N1 Re-5",,"Other (specify):","commercial inactivated",SUBCUTANEOUS,,0,,,,,,"Challenged with the pathogen","OTHER: specify",oronasal,"H5N8 2017","0.1 ml of virus titre 10^6 EID50/0.1 mL",21,-1,,days,,,,100,,,,,42,"After challenge","Haemagglutination inhibition test (HIT)","hemagglutination inhibition (HI) test using the universal reference H5 antigen (GD-Netherland) as a heterologous antigen in addition to two local homologous antigens prepared from the two challenge viruses. The HI assay was carried out according to the protocol of the World Organization for Animal Health (OIE)",Antibody,,"Blood serum (as part-nature)",,-1,-1,"4.8 log base 2",titer,,,,"Data for individual animals not given. Survival of group as whole given as percentage (coverage). Titres taken as visual approximations from graphical results.  Vaccine dose as per manufacturer's instructions."
50270,"El-Moeid, A.A., EL-Deeb, A.H., Elsaied, M.F., Soliman, R.A., EL-Safty, M.M., Hussein, H.A. (2021).  Discrepancies in the efficacy of H5 inactivated avian influenza vaccines in specific-pathogen-free chickens against challenge with the Egyptian H5N8 clade 2.3.4.4 Group B virus isolated in 2018 Veterinary World, 14(8),  2131",e.royall,,4,,Egypt,,"HPAI - Highly Pathogenic Avian Influenza","Other: specify",clade,"H5N8 clade 2.3.4.4 A/duck/Egypt/ F13666A/2017(H5N8) GenBank accession No. (MH498622.1)",3,"Chickens (Gallus)",,0.33,animal,,13,SPF,,"H5N1 Re-5",,"Other (specify):","commercial inactivated",SUBCUTANEOUS,,0,,,,,,"Challenged with the pathogen","OTHER: specify",oronasal,"H5N8 2017","0.1 ml of virus titre 10^6 EID50/0.1 mL",21,-1,,days,,,,100,,,,,24,"After challenge","Virus Isolation (VI)","procedures performed according to Dufour-Zavala, L. (2008) A Laboratory Manual for the Isolation, Identification, and Characterization of Avian Pathogens. American Association of Avian Pathologists, United States. p129-224.]. Virus shedding titers calculated following method of Spearman–Karber.  Results reported as EID50/0.1 mL equivalents, with lower limit of detection being <1 log10 EID50/0.1 mL.",Virus,,"Other (specify)","tracheal swab",-1,-1,"1.3 log 10 EID50/ml",titer,,,,"Data for individual animals not given. Survival of group as whole given as percentage (coverage). Titres taken as visual approximations from graphical results.  Vaccine dose as per manufacturer's instructions."
50270,"El-Moeid, A.A., EL-Deeb, A.H., Elsaied, M.F., Soliman, R.A., EL-Safty, M.M., Hussein, H.A. (2021).  Discrepancies in the efficacy of H5 inactivated avian influenza vaccines in specific-pathogen-free chickens against challenge with the Egyptian H5N8 clade 2.3.4.4 Group B virus isolated in 2018 Veterinary World, 14(8),  2131",e.royall,,4,,Egypt,,"HPAI - Highly Pathogenic Avian Influenza","Other: specify",clade,"H5N8 clade 2.3.4.4 A/duck/Egypt/ F13666A/2017(H5N8) GenBank accession No. (MH498622.1)",3,"Chickens (Gallus)",,0.33,animal,,13,SPF,,"H5N1 Re-5",,"Other (specify):","commercial inactivated",SUBCUTANEOUS,,0,,,,,,"Challenged with the pathogen","OTHER: specify",oronasal,"H5N8 2017","0.1 ml of virus titre 10^6 EID50/0.1 mL",21,-1,,days,,,,100,,,,,26,"After challenge","Virus Isolation (VI)","procedures performed according to Dufour-Zavala, L. (2008) A Laboratory Manual for the Isolation, Identification, and Characterization of Avian Pathogens. American Association of Avian Pathologists, United States. p129-224.]. Virus shedding titers calculated following method of Spearman–Karber.  Results reported as EID50/0.1 mL equivalents, with lower limit of detection being <1 log10 EID50/0.1 mL.",Virus,,"Other (specify)","tracheal swab",-1,-1,"1.5 log 10 EID50/ml",titer,,,,"Data for individual animals not given. Survival of group as whole given as percentage (coverage). Titres taken as visual approximations from graphical results.  Vaccine dose as per manufacturer's instructions."
50270,"El-Moeid, A.A., EL-Deeb, A.H., Elsaied, M.F., Soliman, R.A., EL-Safty, M.M., Hussein, H.A. (2021).  Discrepancies in the efficacy of H5 inactivated avian influenza vaccines in specific-pathogen-free chickens against challenge with the Egyptian H5N8 clade 2.3.4.4 Group B virus isolated in 2018 Veterinary World, 14(8),  2131",e.royall,,4,,Egypt,,"HPAI - Highly Pathogenic Avian Influenza","Other: specify",clade,"H5N8 clade 2.3.4.4 A/duck/Egypt/ F13666A/2017(H5N8) GenBank accession No. (MH498622.1)",3,"Chickens (Gallus)",,0.33,animal,,13,SPF,,"H5N1 Re-5",,"Other (specify):","commercial inactivated",SUBCUTANEOUS,,0,,,,,,"Challenged with the pathogen","OTHER: specify",oronasal,"H5N8 2017","0.1 ml of virus titre 10^6 EID50/0.1 mL",21,-1,,days,,,,100,,,,,28,"After challenge","Virus Isolation (VI)","procedures performed according to Dufour-Zavala, L. (2008) A Laboratory Manual for the Isolation, Identification, and Characterization of Avian Pathogens. American Association of Avian Pathologists, United States. p129-224.]. Virus shedding titers calculated following method of Spearman–Karber.  Results reported as EID50/0.1 mL equivalents, with lower limit of detection being <1 log10 EID50/0.1 mL.",Virus,,"Other (specify)","tracheal swab",-1,-1,"1.6 log 10 EID50/ml",titer,,,,"Data for individual animals not given. Survival of group as whole given as percentage (coverage). Titres taken as visual approximations from graphical results.  Vaccine dose as per manufacturer's instructions."
50270,"El-Moeid, A.A., EL-Deeb, A.H., Elsaied, M.F., Soliman, R.A., EL-Safty, M.M., Hussein, H.A. (2021).  Discrepancies in the efficacy of H5 inactivated avian influenza vaccines in specific-pathogen-free chickens against challenge with the Egyptian H5N8 clade 2.3.4.4 Group B virus isolated in 2018 Veterinary World, 14(8),  2131",e.royall,,4,,Egypt,,"HPAI - Highly Pathogenic Avian Influenza","Other: specify",clade,"H5N8 clade 2.3.4.4 A/duck/Egypt/ F13666A/2017(H5N8) GenBank accession No. (MH498622.1)",3,"Chickens (Gallus)",,0.33,animal,,13,SPF,,"H5N1 Re-5",,"Other (specify):","commercial inactivated",SUBCUTANEOUS,,0,,,,,,"Challenged with the pathogen","OTHER: specify",oronasal,"H5N8 2017","0.1 ml of virus titre 10^6 EID50/0.1 mL",21,-1,,days,,,,100,,,,,31,"After challenge","Virus Isolation (VI)","procedures performed according to Dufour-Zavala, L. (2008) A Laboratory Manual for the Isolation, Identification, and Characterization of Avian Pathogens. American Association of Avian Pathologists, United States. p129-224.]. Virus shedding titers calculated following method of Spearman–Karber.  Results reported as EID50/0.1 mL equivalents, with lower limit of detection being <1 log10 EID50/0.1 mL.",Virus,,"Other (specify)","tracheal swab",-1,-1,"1.4 log 10 EID50/ml",titer,,,,"Data for individual animals not given. Survival of group as whole given as percentage (coverage). Titres taken as visual approximations from graphical results.  Vaccine dose as per manufacturer's instructions."
50270,"El-Moeid, A.A., EL-Deeb, A.H., Elsaied, M.F., Soliman, R.A., EL-Safty, M.M., Hussein, H.A. (2021).  Discrepancies in the efficacy of H5 inactivated avian influenza vaccines in specific-pathogen-free chickens against challenge with the Egyptian H5N8 clade 2.3.4.4 Group B virus isolated in 2018 Veterinary World, 14(8),  2131",e.royall,,4,,Egypt,,"HPAI - Highly Pathogenic Avian Influenza","Other: specify",clade,"H5N8 clade 2.3.4.4 A/chicken/Egypt/18FL6/2018(H5N8) GenBank accession No. (MH986133.1)",4,"Chickens (Gallus)",,0.33,animal,,13,SPF,,"H5N1 Re-5",,"Other (specify):","commercial inactivated",SUBCUTANEOUS,,0,,,,,,"Challenged with the pathogen","OTHER: specify",oronasal,"HPAIV 2018","0.1 ml of virus titre 10^6 EID50/0.1 mL",21,-1,8,days,,,,92,,,,,42,"After challenge","Haemagglutination inhibition test (HIT)","hemagglutination inhibition (HI) test using the universal reference H5 antigen (GD-Netherland) as a heterologous antigen in addition to two local homologous antigens prepared from the two challenge viruses. The HI assay was carried out according to the protocol of the World Organization for Animal Health (OIE)",Antibody,,"Blood serum (as part-nature)",,-1,-1,"5.2 log base 2",titer,,,,"Data for individual animals not given. Survival of group as whole given as percentage (coverage). Titres taken as visual approximations from graphical results.  Vaccine dose as per manufacturer's instructions."
50270,"El-Moeid, A.A., EL-Deeb, A.H., Elsaied, M.F., Soliman, R.A., EL-Safty, M.M., Hussein, H.A. (2021).  Discrepancies in the efficacy of H5 inactivated avian influenza vaccines in specific-pathogen-free chickens against challenge with the Egyptian H5N8 clade 2.3.4.4 Group B virus isolated in 2018 Veterinary World, 14(8),  2131",e.royall,,4,,Egypt,,"HPAI - Highly Pathogenic Avian Influenza","Other: specify",clade,"H5N8 clade 2.3.4.4 A/chicken/Egypt/18FL6/2018(H5N8) GenBank accession No. (MH986133.1)",4,"Chickens (Gallus)",,0.33,animal,,13,SPF,,"H5N1 Re-5",,"Other (specify):","commercial inactivated",SUBCUTANEOUS,,0,,,,,,"Challenged with the pathogen","OTHER: specify",oronasal,"HPAIV 2018","0.1 ml of virus titre 10^6 EID50/0.1 mL",21,-1,8,days,,,,92,,,,,24,"After challenge","Virus Isolation (VI)","virus titration in embryonated chicken eggs",Virus,,"Other (specify)","tracheal swab",-1,-1,"3.2 log 10 EID50/ml",titer,,,,"Data for individual animals not given. Survival of group as whole given as percentage (coverage). Titres taken as visual approximations from graphical results.  Vaccine dose as per manufacturer's instructions."
50270,"El-Moeid, A.A., EL-Deeb, A.H., Elsaied, M.F., Soliman, R.A., EL-Safty, M.M., Hussein, H.A. (2021).  Discrepancies in the efficacy of H5 inactivated avian influenza vaccines in specific-pathogen-free chickens against challenge with the Egyptian H5N8 clade 2.3.4.4 Group B virus isolated in 2018 Veterinary World, 14(8),  2131",e.royall,,4,,Egypt,,"HPAI - Highly Pathogenic Avian Influenza","Other: specify",clade,"H5N8 clade 2.3.4.4 A/chicken/Egypt/18FL6/2018(H5N8) GenBank accession No. (MH986133.1)",4,"Chickens (Gallus)",,0.33,animal,,13,SPF,,"H5N1 Re-5",,"Other (specify):","commercial inactivated",SUBCUTANEOUS,,0,,,,,,"Challenged with the pathogen","OTHER: specify",oronasal,"HPAIV 2018","0.1 ml of virus titre 10^6 EID50/0.1 mL",21,-1,8,days,,,,92,,,,,26,"After challenge","Virus Isolation (VI)","virus titration in embryonated chicken eggs",Virus,,"Other (specify)","tracheal swab",-1,-1,"2.8 log 10 EID50/ml",titer,,,,"Data for individual animals not given. Survival of group as whole given as percentage (coverage). Titres taken as visual approximations from graphical results.  Vaccine dose as per manufacturer's instructions."
