"Refid","Bibliography","User","Ris Code","Level","DE_DACRAH_OB4_Covetlab_k","studyID
Unique ID to link all observations from the same study or experiment","studyIDNumerical","sampCountry
Country where study was performed","sampY
Year the study was conducted
(-1 if not reported)","agent
Causative agent of vector borne diseases","agentSubtype
DACRAH1 - no need to answer","agentSubtypeTypeWhat type of further detailed information is given regarding the agent.Select here, and type below.","agentSubtypeTypeWhat type of further detailed information is given regarding the agent.Select here, and type below._comment","agentDetails
The further information given regarding the sutype type given above. ","studyTargetHOST
Species target of the study. If not mentioned (for instance vector studies not mentioning any particular host species), then please leave it as ""NOT HOST SPECIFIC""","studyTargetHOST
Species target of the study. If not mentioned (for instance vector studies not mentioning any particular host species), then please leave it as ""NOT HOST SPECIFIC""_comment","studyTargetVector
Please select the specific vector.","sampUnit
Type of unit sampled in the study and reported in sampUnitSize
 ","sampUnit
Type of unit sampled in the study and reported in sampUnitSize
 _comment","sampUnitSize
Number of units in the group (the number of units listed above (e.g. herds))
(-1 if not reported, -2 if not relevant)","route
Method of application or treatment regime or administration method of vaccine","route
Method of application or treatment regime or administration method of vaccine_comment","intervention
Intervention or treatment","intervention
Intervention or treatment_comment","testsubstance
Insecticide or pharmaceutical substance","testsubstance2
Insecticide or pharmaceutical substance","test substance CATEGORICAL","test substance2 CATEGORICAL","formulation %
The concentration given for the preparation, if given (p.e. 5%)","formulation2 %
The concentration given for the preparation, if given (p.e. 5%)","dose
quantity of vaccine/insecticide/pharmaceutical given - value reported in the study","dose2
quantity of vaccine/insecticide/pharmaceutical given - value reported in the study","doseUnits
Units of measurement for the reported parameter value","doseUnits
Units of measurement for the reported parameter value_comment","doseUnits2
Units of measurement for the reported parameter value","doseUnits2
Units of measurement for the reported parameter value_comment","dosageFreq
Dosage frequency: number of doses (=how many times is the dose aministred?)","dosageFreq2
Dosage frequency: number of doses (=how many times is the dose aministred?)","dosageInterval
Dosage - interval at which the dose is given (days) (how many days are in between the administration of 2 doses)","dosageInterval2
Dosage - interval at which the dose is given (days) (how many days are in between the administration of 2 doses)","Exposure time","Exposure time units","SubstanceDoseComments
Add any other comments about dosage and the test substance.
Please try as much as possible to enter some quantitiative data
in the fields above (for instance the most frequent dosage regimen,
or the start regimen), and then add any additional details here.
Please also try to leave the testSubstance name as clean as possible","sampledMatrix
Tissue sampled for testing","sampledMatrix
Tissue sampled for testing_comment","anMethCode
Laboratory test used to analyse for virus, antibodies or antigens associated with the VBD","anMethCode
Laboratory test used to analyse for virus, antibodies or antigens associated with the VBD_comment","anMethText
Description of laboratory method (where relevant include method of calculation of cut-offs)","anMatText
Target of laboratory test","anMatText
Target of laboratory test_comment","timePoint
Indicate time point in days from the start of the study to which the following parameters (dead, clinical and tested) correspond","dead (or mortality)
Number of dead vectors (if reported as percentage, please provide percentage -e.g. 20 for 20% - and change the units in the following question).","dead (or mortality) Units
Units of measurement of the reported dead/mortality","mortalityLCI
Lower confidence interval limit for mortality reported as percentage (use 20 for 20%, for example)","mortalityUCI
Upper confidence interval limit for mortality reported as percentage (use 20 for 20%, for example)","mortalityTime
If provided in the paper, please report the time between application of the treatment and recorded mortality. Use this question for the numerical value and the next for the unit.","mortalityTimeUnits
The units for the reported time to mortality.","efficacy
1-RR","LCI_EF
Lower Confidence interval limit - Efficacy","UCI_EF
Upper Confidence interval limit - Efficacy
 ","Outcome type","Number given
numerical part of the outcome","Units
 ","nTested
Number of samples tested","nNegative
Number of samples negative","nPositive
Number of samples positive","OUTCOMESOtherComments
Please give any details that could not be reported in the format above.
Please first make sure to report as many results as possible in a quantitative format above, and leave any additional comments here.","Study design STRENGTHSAdd notes on the strengths of the study design.","Study design WEAKNESSESAdd any notes on the study design weaknesses - lack of proper controls, lack of proper analyses methods, flaws in the way data were reported, etc. What is the impact of these flaws on the use of the data collected?"
70077," L.A. Messenger, J. Shililu, S.R. Irish, G.Y. Anshebo, A.G. Tesfaye, Y. Ye-Ebiyo, S. Chibsa, D. Dengela, G. Dissanayake, E. Kebede, E. Zemene, A. Asale, M. Yohannes, H.S. Taffese, K. George, C. Fornadel, A. Seyoum, R.A. Wirtz, D. Yewhalaw (2017).  Insecticide resistance in Anopheles arabiensis from Ethiopia (2012-2016): A nationwide study for insecticide resistance monitoring Malaria Journal, 16(1),  #Pages#",Fernanda.dorea,,4,,14,,Ethiopia,2015,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,100,"Vector directly exposed",,"Insecticide treatment",,Bendiocarb,,bendiocarb,,,,0.1,,percentage,,,,1,,,,1,hours,"WHO susceptibility tests - adult mosquitoes exposed to test substance for 1 hour, mosquitoes from Chewaka",Vector,,,,"% mortality calculated 24 hours after 1 hour exposure to test substance",,,1,100,percentage,,,24,hours,,,,,,,,,,,,"Control results not reported"
70077," L.A. Messenger, J. Shililu, S.R. Irish, G.Y. Anshebo, A.G. Tesfaye, Y. Ye-Ebiyo, S. Chibsa, D. Dengela, G. Dissanayake, E. Kebede, E. Zemene, A. Asale, M. Yohannes, H.S. Taffese, K. George, C. Fornadel, A. Seyoum, R.A. Wirtz, D. Yewhalaw (2017).  Insecticide resistance in Anopheles arabiensis from Ethiopia (2012-2016): A nationwide study for insecticide resistance monitoring Malaria Journal, 16(1),  #Pages#",Fernanda.dorea,,4,,13,,Ethiopia,2014,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,100,"Vector directly exposed",,"Insecticide treatment",,Bendiocarb,,bendiocarb,,,,0.1,,percentage,,,,1,,,,1,hours,"WHO susceptibility tests - adult mosquitoes exposed to test substance for 1 hour, mosquitoes from Chewaka",Vector,,,,"% mortality calculated 24 hours after 1 hour exposure to test substance",,,1,100,percentage,,,24,hours,,,,,,,,,,,,"Control results not reported"
70077," L.A. Messenger, J. Shililu, S.R. Irish, G.Y. Anshebo, A.G. Tesfaye, Y. Ye-Ebiyo, S. Chibsa, D. Dengela, G. Dissanayake, E. Kebede, E. Zemene, A. Asale, M. Yohannes, H.S. Taffese, K. George, C. Fornadel, A. Seyoum, R.A. Wirtz, D. Yewhalaw (2017).  Insecticide resistance in Anopheles arabiensis from Ethiopia (2012-2016): A nationwide study for insecticide resistance monitoring Malaria Journal, 16(1),  #Pages#",Fernanda.dorea,,4,,12,,Ethiopia,2013,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,100,"Vector directly exposed",,"Insecticide treatment",,Bendiocarb,,bendiocarb,,,,0.1,,percentage,,,,1,,,,1,hours,"WHO susceptibility tests - adult mosquitoes exposed to test substance for 1 hour, mosquitoes from Chewaka",Vector,,,,"% mortality calculated 24 hours after 1 hour exposure to test substance",,,1,100,percentage,,,24,hours,,,,,,,,,,,,"Control results not reported"
70077," L.A. Messenger, J. Shililu, S.R. Irish, G.Y. Anshebo, A.G. Tesfaye, Y. Ye-Ebiyo, S. Chibsa, D. Dengela, G. Dissanayake, E. Kebede, E. Zemene, A. Asale, M. Yohannes, H.S. Taffese, K. George, C. Fornadel, A. Seyoum, R.A. Wirtz, D. Yewhalaw (2017).  Insecticide resistance in Anopheles arabiensis from Ethiopia (2012-2016): A nationwide study for insecticide resistance monitoring Malaria Journal, 16(1),  #Pages#",Fernanda.dorea,,4,,11,,Ethiopia,2012,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,100,"Vector directly exposed",,"Insecticide treatment",,Bendiocarb,,bendiocarb,,,,0.1,,percentage,,,,1,,,,1,hours,"WHO susceptibility tests - adult mosquitoes exposed to test substance for 1 hour, mosquitoes from Chewaka",Vector,,,,"% mortality calculated 24 hours after 1 hour exposure to test substance",,,1,90,percentage,,,24,hours,,,,,,,,,,,,"Control results not reported"
70077," L.A. Messenger, J. Shililu, S.R. Irish, G.Y. Anshebo, A.G. Tesfaye, Y. Ye-Ebiyo, S. Chibsa, D. Dengela, G. Dissanayake, E. Kebede, E. Zemene, A. Asale, M. Yohannes, H.S. Taffese, K. George, C. Fornadel, A. Seyoum, R.A. Wirtz, D. Yewhalaw (2017).  Insecticide resistance in Anopheles arabiensis from Ethiopia (2012-2016): A nationwide study for insecticide resistance monitoring Malaria Journal, 16(1),  #Pages#",Fernanda.dorea,,4,,10,,Ethiopia,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,100,"Vector directly exposed",,"Insecticide treatment",,Bendiocarb,,bendiocarb,,,,0.1,,percentage,,,,1,,,,1,hours,"WHO susceptibility tests - adult mosquitoes exposed to test substance for 1 hour, mosquitoes from Ziway-Dugda",Vector,,,,"% mortality calculated 24 hours after 1 hour exposure to test substance",,,1,100,percentage,,,24,hours,,,,,,,,,,,,"Control results not reported"
70077," L.A. Messenger, J. Shililu, S.R. Irish, G.Y. Anshebo, A.G. Tesfaye, Y. Ye-Ebiyo, S. Chibsa, D. Dengela, G. Dissanayake, E. Kebede, E. Zemene, A. Asale, M. Yohannes, H.S. Taffese, K. George, C. Fornadel, A. Seyoum, R.A. Wirtz, D. Yewhalaw (2017).  Insecticide resistance in Anopheles arabiensis from Ethiopia (2012-2016): A nationwide study for insecticide resistance monitoring Malaria Journal, 16(1),  #Pages#",Fernanda.dorea,,4,,9,,Ethiopia,2015,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,100,"Vector directly exposed",,"Insecticide treatment",,Bendiocarb,,bendiocarb,,,,0.1,,percentage,,,,1,,,,1,hours,"WHO susceptibility tests - adult mosquitoes exposed to test substance for 1 hour, mosquitoes from Ziway-Dugda",Vector,,,,"% mortality calculated 24 hours after 1 hour exposure to test substance",,,1,100,percentage,,,24,hours,,,,,,,,,,,,"Control results not reported"
70077," L.A. Messenger, J. Shililu, S.R. Irish, G.Y. Anshebo, A.G. Tesfaye, Y. Ye-Ebiyo, S. Chibsa, D. Dengela, G. Dissanayake, E. Kebede, E. Zemene, A. Asale, M. Yohannes, H.S. Taffese, K. George, C. Fornadel, A. Seyoum, R.A. Wirtz, D. Yewhalaw (2017).  Insecticide resistance in Anopheles arabiensis from Ethiopia (2012-2016): A nationwide study for insecticide resistance monitoring Malaria Journal, 16(1),  #Pages#",Fernanda.dorea,,4,,8,,Ethiopia,2014,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,101,"Vector directly exposed",,"Insecticide treatment",,Bendiocarb,,bendiocarb,,,,0.1,,percentage,,,,1,,,,1,hours,"WHO susceptibility tests - adult mosquitoes exposed to test substance for 1 hour, mosquitoes from Ziway-Dugda",Vector,,,,"% mortality calculated 24 hours after 1 hour exposure to test substance",,,1,100,percentage,,,24,hours,,,,,,,,,,,,"Control results not reported"
70077," L.A. Messenger, J. Shililu, S.R. Irish, G.Y. Anshebo, A.G. Tesfaye, Y. Ye-Ebiyo, S. Chibsa, D. Dengela, G. Dissanayake, E. Kebede, E. Zemene, A. Asale, M. Yohannes, H.S. Taffese, K. George, C. Fornadel, A. Seyoum, R.A. Wirtz, D. Yewhalaw (2017).  Insecticide resistance in Anopheles arabiensis from Ethiopia (2012-2016): A nationwide study for insecticide resistance monitoring Malaria Journal, 16(1),  #Pages#",Fernanda.dorea,,4,,7,,Ethiopia,2013,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,100,"Vector directly exposed",,"Insecticide treatment",,Bendiocarb,,bendiocarb,,,,0.1,,percentage,,,,1,,,,1,hours,"WHO susceptibility tests - adult mosquitoes exposed to test substance for 1 hour, mosquitoes from Ziway-Dugda",Vector,,,,"% mortality calculated 24 hours after 1 hour exposure to test substance",,,1,100,percentage,,,24,hours,,,,,,,,,,,,"Control results not reported"
70077," L.A. Messenger, J. Shililu, S.R. Irish, G.Y. Anshebo, A.G. Tesfaye, Y. Ye-Ebiyo, S. Chibsa, D. Dengela, G. Dissanayake, E. Kebede, E. Zemene, A. Asale, M. Yohannes, H.S. Taffese, K. George, C. Fornadel, A. Seyoum, R.A. Wirtz, D. Yewhalaw (2017).  Insecticide resistance in Anopheles arabiensis from Ethiopia (2012-2016): A nationwide study for insecticide resistance monitoring Malaria Journal, 16(1),  #Pages#",Fernanda.dorea,,4,,6,,Ethiopia,2012,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,100,"Vector directly exposed",,"Insecticide treatment",,Bendiocarb,,bendiocarb,,,,0.1,,percentage,,,,1,,,,1,hours,"WHO susceptibility tests - adult mosquitoes exposed to test substance for 1 hour, mosquitoes from Ziway-Dugda",Vector,,,,"% mortality calculated 24 hours after 1 hour exposure to test substance",,,1,100,percentage,,,24,hours,,,,,,,,,,,,"Control results not reported"
70077," L.A. Messenger, J. Shililu, S.R. Irish, G.Y. Anshebo, A.G. Tesfaye, Y. Ye-Ebiyo, S. Chibsa, D. Dengela, G. Dissanayake, E. Kebede, E. Zemene, A. Asale, M. Yohannes, H.S. Taffese, K. George, C. Fornadel, A. Seyoum, R.A. Wirtz, D. Yewhalaw (2017).  Insecticide resistance in Anopheles arabiensis from Ethiopia (2012-2016): A nationwide study for insecticide resistance monitoring Malaria Journal, 16(1),  #Pages#",Fernanda.dorea,,4,,2,,Ethiopia,2013,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,100,"Vector directly exposed",,"Insecticide treatment",,Bendiocarb,,bendiocarb,,,,0.1,,percentage,,,,1,,,,1,hours,"WHO susceptibility tests - adult mosquitoes exposed to test substance for 1 hour, mosquitoes from Asendabo",Vector,,,,"% mortality calculated 24 hours after 1 hour exposure to test substance",,,1,92,percentage,,,24,hours,,,,,,,,,,,,"Control results not reported"
70077," L.A. Messenger, J. Shililu, S.R. Irish, G.Y. Anshebo, A.G. Tesfaye, Y. Ye-Ebiyo, S. Chibsa, D. Dengela, G. Dissanayake, E. Kebede, E. Zemene, A. Asale, M. Yohannes, H.S. Taffese, K. George, C. Fornadel, A. Seyoum, R.A. Wirtz, D. Yewhalaw (2017).  Insecticide resistance in Anopheles arabiensis from Ethiopia (2012-2016): A nationwide study for insecticide resistance monitoring Malaria Journal, 16(1),  #Pages#",Fernanda.dorea,,4,,3,,Ethiopia,2014,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,88,"Vector directly exposed",,"Insecticide treatment",,Bendiocarb,,bendiocarb,,,,0.1,,percentage,,,,1,,,,1,hours,"WHO susceptibility tests - adult mosquitoes exposed to test substance for 1 hour, mosquitoes from Asendabo",Vector,,,,"% mortality calculated 24 hours after 1 hour exposure to test substance",,,1,86,percentage,,,24,hours,,,,,,,,,,,,"Control results not reported"
70077," L.A. Messenger, J. Shililu, S.R. Irish, G.Y. Anshebo, A.G. Tesfaye, Y. Ye-Ebiyo, S. Chibsa, D. Dengela, G. Dissanayake, E. Kebede, E. Zemene, A. Asale, M. Yohannes, H.S. Taffese, K. George, C. Fornadel, A. Seyoum, R.A. Wirtz, D. Yewhalaw (2017).  Insecticide resistance in Anopheles arabiensis from Ethiopia (2012-2016): A nationwide study for insecticide resistance monitoring Malaria Journal, 16(1),  #Pages#",Fernanda.dorea,,4,,4,,Ethiopia,2015,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,100,"Vector directly exposed",,"Insecticide treatment",,Bendiocarb,,bendiocarb,,,,0.1,,percentage,,,,1,,,,1,hours,"WHO susceptibility tests - adult mosquitoes exposed to test substance for 1 hour, mosquitoes from Asendabo",Vector,,,,"% mortality calculated 24 hours after 1 hour exposure to test substance",,,1,95,percentage,,,24,hours,,,,,,,,,,,,"Control results not reported"
70077," L.A. Messenger, J. Shililu, S.R. Irish, G.Y. Anshebo, A.G. Tesfaye, Y. Ye-Ebiyo, S. Chibsa, D. Dengela, G. Dissanayake, E. Kebede, E. Zemene, A. Asale, M. Yohannes, H.S. Taffese, K. George, C. Fornadel, A. Seyoum, R.A. Wirtz, D. Yewhalaw (2017).  Insecticide resistance in Anopheles arabiensis from Ethiopia (2012-2016): A nationwide study for insecticide resistance monitoring Malaria Journal, 16(1),  #Pages#",Fernanda.dorea,,4,,5,,Ethiopia,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,100,"Vector directly exposed",,"Insecticide treatment",,Bendiocarb,,bendiocarb,,,,0.1,,percentage,,,,1,,,,1,hours,"WHO susceptibility tests - adult mosquitoes exposed to test substance for 1 hour, mosquitoes from Asendabo",Vector,,,,"% mortality calculated 24 hours after 1 hour exposure to test substance",,,1,80,percentage,,,24,hours,,,,,,,,,,,,"Control results not reported"
70077," L.A. Messenger, J. Shililu, S.R. Irish, G.Y. Anshebo, A.G. Tesfaye, Y. Ye-Ebiyo, S. Chibsa, D. Dengela, G. Dissanayake, E. Kebede, E. Zemene, A. Asale, M. Yohannes, H.S. Taffese, K. George, C. Fornadel, A. Seyoum, R.A. Wirtz, D. Yewhalaw (2017).  Insecticide resistance in Anopheles arabiensis from Ethiopia (2012-2016): A nationwide study for insecticide resistance monitoring Malaria Journal, 16(1),  #Pages#",Fernanda.dorea,,4,,15,,Ethiopia,2012,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,100,"Vector directly exposed",,"Insecticide treatment",,Bendiocarb,,bendiocarb,,,,0.1,,percentage,,,,1,,,,1,hours,"WHO susceptibility tests - adult mosquitoes exposed to test substance for 1 hour, mosquitoes from Bahir Dar",Vector,,,,"% mortality calculated 24 hours after 1 hour exposure to test substance",,,1,87,percentage,,,24,hours,,,,,,,,,,,,"Control results not reported"
70077," L.A. Messenger, J. Shililu, S.R. Irish, G.Y. Anshebo, A.G. Tesfaye, Y. Ye-Ebiyo, S. Chibsa, D. Dengela, G. Dissanayake, E. Kebede, E. Zemene, A. Asale, M. Yohannes, H.S. Taffese, K. George, C. Fornadel, A. Seyoum, R.A. Wirtz, D. Yewhalaw (2017).  Insecticide resistance in Anopheles arabiensis from Ethiopia (2012-2016): A nationwide study for insecticide resistance monitoring Malaria Journal, 16(1),  #Pages#",Fernanda.dorea,,4,,16,,Ethiopia,2013,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,100,"Vector directly exposed",,"Insecticide treatment",,Bendiocarb,,bendiocarb,,,,0.1,,percentage,,,,1,,,,1,hours,"WHO susceptibility tests - adult mosquitoes exposed to test substance for 1 hour, mosquitoes from Bahir Dar",Vector,,,,"% mortality calculated 24 hours after 1 hour exposure to test substance",,,1,75,percentage,,,24,hours,,,,,,,,,,,,"Control results not reported"
70077," L.A. Messenger, J. Shililu, S.R. Irish, G.Y. Anshebo, A.G. Tesfaye, Y. Ye-Ebiyo, S. Chibsa, D. Dengela, G. Dissanayake, E. Kebede, E. Zemene, A. Asale, M. Yohannes, H.S. Taffese, K. George, C. Fornadel, A. Seyoum, R.A. Wirtz, D. Yewhalaw (2017).  Insecticide resistance in Anopheles arabiensis from Ethiopia (2012-2016): A nationwide study for insecticide resistance monitoring Malaria Journal, 16(1),  #Pages#",Fernanda.dorea,,4,,18,,Ethiopia,2015,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,100,"Vector directly exposed",,"Insecticide treatment",,Bendiocarb,,bendiocarb,,,,0.1,,percentage,,,,1,,,,1,hours,"WHO susceptibility tests - adult mosquitoes exposed to test substance for 1 hour, mosquitoes from Bahir Dar",Vector,,,,"% mortality calculated 24 hours after 1 hour exposure to test substance",,,1,87,percentage,,,24,hours,,,,,,,,,,,,"Control results not reported"
70077," L.A. Messenger, J. Shililu, S.R. Irish, G.Y. Anshebo, A.G. Tesfaye, Y. Ye-Ebiyo, S. Chibsa, D. Dengela, G. Dissanayake, E. Kebede, E. Zemene, A. Asale, M. Yohannes, H.S. Taffese, K. George, C. Fornadel, A. Seyoum, R.A. Wirtz, D. Yewhalaw (2017).  Insecticide resistance in Anopheles arabiensis from Ethiopia (2012-2016): A nationwide study for insecticide resistance monitoring Malaria Journal, 16(1),  #Pages#",Fernanda.dorea,,4,,17,,Ethiopia,2014,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,100,"Vector directly exposed",,"Insecticide treatment",,Bendiocarb,,bendiocarb,,,,0.1,,percentage,,,,1,,,,1,hours,"WHO susceptibility tests - adult mosquitoes exposed to test substance for 1 hour, mosquitoes from Bahir Dar",Vector,,,,"% mortality calculated 24 hours after 1 hour exposure to test substance",,,1,87,percentage,,,24,hours,,,,,,,,,,,,"Control results not reported"
70077," L.A. Messenger, J. Shililu, S.R. Irish, G.Y. Anshebo, A.G. Tesfaye, Y. Ye-Ebiyo, S. Chibsa, D. Dengela, G. Dissanayake, E. Kebede, E. Zemene, A. Asale, M. Yohannes, H.S. Taffese, K. George, C. Fornadel, A. Seyoum, R.A. Wirtz, D. Yewhalaw (2017).  Insecticide resistance in Anopheles arabiensis from Ethiopia (2012-2016): A nationwide study for insecticide resistance monitoring Malaria Journal, 16(1),  #Pages#",Fernanda.dorea,,4,,19,,Ethiopia,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,75,"Vector directly exposed",,"Insecticide treatment",,Bendiocarb,,bendiocarb,,,,0.1,,percentage,,,,1,,,,1,hours,"WHO susceptibility tests - adult mosquitoes exposed to test substance for 1 hour, mosquitoes from Bahir Dar",Vector,,,,"% mortality calculated 24 hours after 1 hour exposure to test substance",,,1,100,percentage,,,24,hours,,,,,,,,,,,,"Control results not reported"
70077," L.A. Messenger, J. Shililu, S.R. Irish, G.Y. Anshebo, A.G. Tesfaye, Y. Ye-Ebiyo, S. Chibsa, D. Dengela, G. Dissanayake, E. Kebede, E. Zemene, A. Asale, M. Yohannes, H.S. Taffese, K. George, C. Fornadel, A. Seyoum, R.A. Wirtz, D. Yewhalaw (2017).  Insecticide resistance in Anopheles arabiensis from Ethiopia (2012-2016): A nationwide study for insecticide resistance monitoring Malaria Journal, 16(1),  #Pages#",Fernanda.dorea,,4,,20,,Ethiopia,2012,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,100,"Vector directly exposed",,"Insecticide treatment",,Bendiocarb,,bendiocarb,,,,0.1,,percentage,,,,1,,,,1,hours,"WHO susceptibility tests - adult mosquitoes exposed to test substance for 1 hour, mosquitoes from Halaba",Vector,,,,"% mortality calculated 24 hours after 1 hour exposure to test substance",,,1,98,percentage,,,24,hours,,,,,,,,,,,,"Control results not reported"
70077," L.A. Messenger, J. Shililu, S.R. Irish, G.Y. Anshebo, A.G. Tesfaye, Y. Ye-Ebiyo, S. Chibsa, D. Dengela, G. Dissanayake, E. Kebede, E. Zemene, A. Asale, M. Yohannes, H.S. Taffese, K. George, C. Fornadel, A. Seyoum, R.A. Wirtz, D. Yewhalaw (2017).  Insecticide resistance in Anopheles arabiensis from Ethiopia (2012-2016): A nationwide study for insecticide resistance monitoring Malaria Journal, 16(1),  #Pages#",Fernanda.dorea,,4,,22,,Ethiopia,2014,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,100,"Vector directly exposed",,"Insecticide treatment",,Bendiocarb,,bendiocarb,,,,0.1,,percentage,,,,1,,,,1,hours,"WHO susceptibility tests - adult mosquitoes exposed to test substance for 1 hour, mosquitoes from Alamata",Vector,,,,"% mortality calculated 24 hours after 1 hour exposure to test substance",,,1,96,percentage,,,24,hours,,,,,,,,,,,,"Control results not reported"
70077," L.A. Messenger, J. Shililu, S.R. Irish, G.Y. Anshebo, A.G. Tesfaye, Y. Ye-Ebiyo, S. Chibsa, D. Dengela, G. Dissanayake, E. Kebede, E. Zemene, A. Asale, M. Yohannes, H.S. Taffese, K. George, C. Fornadel, A. Seyoum, R.A. Wirtz, D. Yewhalaw (2017).  Insecticide resistance in Anopheles arabiensis from Ethiopia (2012-2016): A nationwide study for insecticide resistance monitoring Malaria Journal, 16(1),  #Pages#",Fernanda.dorea,,4,,23,,Ethiopia,2015,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,100,"Vector directly exposed",,"Insecticide treatment",,Bendiocarb,,bendiocarb,,,,0.1,,percentage,,,,1,,,,1,hours,"WHO susceptibility tests - adult mosquitoes exposed to test substance for 1 hour, mosquitoes from Alamata",Vector,,,,"% mortality calculated 24 hours after 1 hour exposure to test substance",,,1,100,percentage,,,24,hours,,,,,,,,,,,,"Control results not reported"
70077," L.A. Messenger, J. Shililu, S.R. Irish, G.Y. Anshebo, A.G. Tesfaye, Y. Ye-Ebiyo, S. Chibsa, D. Dengela, G. Dissanayake, E. Kebede, E. Zemene, A. Asale, M. Yohannes, H.S. Taffese, K. George, C. Fornadel, A. Seyoum, R.A. Wirtz, D. Yewhalaw (2017).  Insecticide resistance in Anopheles arabiensis from Ethiopia (2012-2016): A nationwide study for insecticide resistance monitoring Malaria Journal, 16(1),  #Pages#",Fernanda.dorea,,4,,24,,Ethiopia,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,75,"Vector directly exposed",,"Insecticide treatment",,Bendiocarb,,bendiocarb,,,,0.1,,percentage,,,,1,,,,1,hours,"WHO susceptibility tests - adult mosquitoes exposed to test substance for 1 hour, mosquitoes from Alamata",Vector,,,,"% mortality calculated 24 hours after 1 hour exposure to test substance",,,1,97,percentage,,,24,hours,,,,,,,,,,,,"Control results not reported"
70077," L.A. Messenger, J. Shililu, S.R. Irish, G.Y. Anshebo, A.G. Tesfaye, Y. Ye-Ebiyo, S. Chibsa, D. Dengela, G. Dissanayake, E. Kebede, E. Zemene, A. Asale, M. Yohannes, H.S. Taffese, K. George, C. Fornadel, A. Seyoum, R.A. Wirtz, D. Yewhalaw (2017).  Insecticide resistance in Anopheles arabiensis from Ethiopia (2012-2016): A nationwide study for insecticide resistance monitoring Malaria Journal, 16(1),  #Pages#",Fernanda.dorea,,4,,26,,Ethiopia,2015,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,100,"Vector directly exposed",,"Insecticide treatment",,Bendiocarb,,bendiocarb,,,,0.1,,percentage,,,,1,,,,1,hours,"WHO susceptibility tests - adult mosquitoes exposed to test substance for 1 hour, mosquitoes from Lare",Vector,,,,"% mortality calculated 24 hours after 1 hour exposure to test substance",,,1,100,percentage,,,24,hours,,,,,,,,,,,,"Control results not reported"
70077," L.A. Messenger, J. Shililu, S.R. Irish, G.Y. Anshebo, A.G. Tesfaye, Y. Ye-Ebiyo, S. Chibsa, D. Dengela, G. Dissanayake, E. Kebede, E. Zemene, A. Asale, M. Yohannes, H.S. Taffese, K. George, C. Fornadel, A. Seyoum, R.A. Wirtz, D. Yewhalaw (2017).  Insecticide resistance in Anopheles arabiensis from Ethiopia (2012-2016): A nationwide study for insecticide resistance monitoring Malaria Journal, 16(1),  #Pages#",Fernanda.dorea,,4,,25,,Ethiopia,2014,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,88,"Vector directly exposed",,"Insecticide treatment",,Bendiocarb,,bendiocarb,,,,0.1,,percentage,,,,1,,,,1,hours,"WHO susceptibility tests - adult mosquitoes exposed to test substance for 1 hour, mosquitoes from Lare",Vector,,,,"% mortality calculated 24 hours after 1 hour exposure to test substance",,,1,92,percentage,,,24,hours,,,,,,,,,,,,"Control results not reported"
