"Refid","Bibliography","Author","Title","Abstract","Year","User","Level","agent
Causative agent of vector borne diseases","sampCountry
Country where study was performed","sampCountry
Country where study was performed_comment","studyTargetSpecies
Description of the sample. Where result relates to environmental samples this field can be left blank but sampledMatrix should be completed","studyTargetSpecies
Description of the sample. Where result relates to environmental samples this field can be left blank but sampledMatrix should be completed_comment"
12370777,"Ksiazek, et al. 1989. ","Ksiazek, T. G., Jouan, A., Meegan, J. M., Le Guenno, B., Wilson, M. L., Peters, C. J., Digoutte, J. P., Guillaud, M., Merzoug, N. O., Touray, E. M.","Rift valley fever among domestic animals in the recent west African outbreak","Severe haemorrhagic disease among the human population of the Senegal River Basin brought the Rift Valley fever virus (RVFV) outbreak of 1987 to the attention of science. As in previous RVFV outbreaks, local herdsmen reported a high incidence of abortion and disease in their livestock. Serum samples were obtained from domestic animal populations from areas near Rosso, the best studied focus of human infection, as well as other areas distant from known human disease. Among animals from the area of high incidence of human disease, antibody prevalence was as high as 85 %, with approximately 80 % of the sera positive for both RVFV IgG- and viral-specific IgM antibodies. In contrast, human populations in the same area had lower RVFV antibody prevalences, 40 % or less, with 90 % also being IgM-positive. Sera from livestock in coastal areas 280 km south of the epidemic area were negative for RVFV antibodies. Thus, the detection of RVFV specific IgG and IgM antibodies provided evidence of recent disease activity without the requirement to establish pre-disease antibody levels in populations or individuals and without viral isolation. Subsequently, detection of modest levels of IgG and IgM in the Ferlo region, 130 km south of the Senegal River flood plain, established that RVFV transmission also occurred in another area of the basin. Similar serological testing of domestic ungulates in The Gambia, 340 km south of Rosso, demonstrated antibody prevalence consistent with a lower level of recent transmission of RVFV, i.e., 24 % IgG-positive with 6 % of the positive sera also having RVFV-specific IgM. © 1989 Elsevier.",1989,seungeun.han,3,"Rift Valley fever virus",Senegal,,"Sheep (Ovis aries)",
12370777,"Ksiazek, et al. 1989. ","Ksiazek, T. G., Jouan, A., Meegan, J. M., Le Guenno, B., Wilson, M. L., Peters, C. J., Digoutte, J. P., Guillaud, M., Merzoug, N. O., Touray, E. M.","Rift valley fever among domestic animals in the recent west African outbreak","Severe haemorrhagic disease among the human population of the Senegal River Basin brought the Rift Valley fever virus (RVFV) outbreak of 1987 to the attention of science. As in previous RVFV outbreaks, local herdsmen reported a high incidence of abortion and disease in their livestock. Serum samples were obtained from domestic animal populations from areas near Rosso, the best studied focus of human infection, as well as other areas distant from known human disease. Among animals from the area of high incidence of human disease, antibody prevalence was as high as 85 %, with approximately 80 % of the sera positive for both RVFV IgG- and viral-specific IgM antibodies. In contrast, human populations in the same area had lower RVFV antibody prevalences, 40 % or less, with 90 % also being IgM-positive. Sera from livestock in coastal areas 280 km south of the epidemic area were negative for RVFV antibodies. Thus, the detection of RVFV specific IgG and IgM antibodies provided evidence of recent disease activity without the requirement to establish pre-disease antibody levels in populations or individuals and without viral isolation. Subsequently, detection of modest levels of IgG and IgM in the Ferlo region, 130 km south of the Senegal River flood plain, established that RVFV transmission also occurred in another area of the basin. Similar serological testing of domestic ungulates in The Gambia, 340 km south of Rosso, demonstrated antibody prevalence consistent with a lower level of recent transmission of RVFV, i.e., 24 % IgG-positive with 6 % of the positive sera also having RVFV-specific IgM. © 1989 Elsevier.",1989,seungeun.han,3,"Rift Valley fever virus",Senegal,,"Goat (Capra aegagrus hircus)",
12370779,"Hassan-Kadle, et al. 2021. ","Hassan-Kadle, A. A., Osman, A. M., Shair, M. A., Abdi, O. M., Yusuf, A. A., Ibrahim, A. M., Vieira, R. F. C.","Rift Valley fever and Brucella spp. in ruminants, Somalia","Background: Fourteen-years after the last Rift Valley fever (RVF) virus (RVFV) outbreak, Somalia still suffers from preventable transboundary diseases. The tradition of unheated milk consumption and handling of aborted materials poses a public health risk for zoonotic diseases. Limited data are available on RVF and Brucella spp. in Somali people and their animals. Hence, this study has evaluated the occurrence of RVFV and Brucella spp. antibodies in cattle, goats and sheep sera from Afgoye and Jowhar districts of Somalia. Methods: Serum samples from 609 ruminants (201 cattle, 203 goats and 205 sheep), were serologically screened for RVF by a commercial cELISA, and Brucella species by modified Rose Bengal Plate Test (mRBPT) and a commercial iELISA. Results: Two out of 609 (0.3 %; 95 %CI: 0.04–1.2 %) ruminants were RVF seropositive, both were female cattle from both districts. Anti-Brucella spp. antibodies were detected in 64/609 (10.5 %; 95 %CI: 8.2–13.2 %) ruminants by mRBPT, which were 39/201 (19.4 %) cattle, 16/203 (7.9 %) goats and 9/205 (4.4 %) sheep. Cattle were 5.2 and 2.8 times more likely to be Brucella-seropositive than sheep (p = 0.000003) and goats (p = 0.001), respectively. When mRBPT-positive samples were tested by iELISA, 29/64 (45.3 %; 95 %CI: 32.8–58.3 %) ruminant sera were positive for Brucella spp. Only 23/39 (58.9 %) cattle sera and 6/16 (37.5 %) goat sera were positive to Brucella spp. by iELISA. Conclusions: The present study showed the serological evidence of RVF and brucellosis in ruminants from Afgoye and Jowhar districts of Somalia. Considering the negligence of the zoonotic diseases at the human-animal interface in Somali communities, a One Health approach is needed to protect public health. © 2021, The Author(s).",2021,dan.evans,3,"Rift Valley fever virus",Somalia,,"Cattle (Bos taurus)",
12370779,"Hassan-Kadle, et al. 2021. ","Hassan-Kadle, A. A., Osman, A. M., Shair, M. A., Abdi, O. M., Yusuf, A. A., Ibrahim, A. M., Vieira, R. F. C.","Rift Valley fever and Brucella spp. in ruminants, Somalia","Background: Fourteen-years after the last Rift Valley fever (RVF) virus (RVFV) outbreak, Somalia still suffers from preventable transboundary diseases. The tradition of unheated milk consumption and handling of aborted materials poses a public health risk for zoonotic diseases. Limited data are available on RVF and Brucella spp. in Somali people and their animals. Hence, this study has evaluated the occurrence of RVFV and Brucella spp. antibodies in cattle, goats and sheep sera from Afgoye and Jowhar districts of Somalia. Methods: Serum samples from 609 ruminants (201 cattle, 203 goats and 205 sheep), were serologically screened for RVF by a commercial cELISA, and Brucella species by modified Rose Bengal Plate Test (mRBPT) and a commercial iELISA. Results: Two out of 609 (0.3 %; 95 %CI: 0.04–1.2 %) ruminants were RVF seropositive, both were female cattle from both districts. Anti-Brucella spp. antibodies were detected in 64/609 (10.5 %; 95 %CI: 8.2–13.2 %) ruminants by mRBPT, which were 39/201 (19.4 %) cattle, 16/203 (7.9 %) goats and 9/205 (4.4 %) sheep. Cattle were 5.2 and 2.8 times more likely to be Brucella-seropositive than sheep (p = 0.000003) and goats (p = 0.001), respectively. When mRBPT-positive samples were tested by iELISA, 29/64 (45.3 %; 95 %CI: 32.8–58.3 %) ruminant sera were positive for Brucella spp. Only 23/39 (58.9 %) cattle sera and 6/16 (37.5 %) goat sera were positive to Brucella spp. by iELISA. Conclusions: The present study showed the serological evidence of RVF and brucellosis in ruminants from Afgoye and Jowhar districts of Somalia. Considering the negligence of the zoonotic diseases at the human-animal interface in Somali communities, a One Health approach is needed to protect public health. © 2021, The Author(s).",2021,dan.evans,3,"Rift Valley fever virus",Somalia,,"Goat (Capra aegagrus hircus)",
12370779,"Hassan-Kadle, et al. 2021. ","Hassan-Kadle, A. A., Osman, A. M., Shair, M. A., Abdi, O. M., Yusuf, A. A., Ibrahim, A. M., Vieira, R. F. C.","Rift Valley fever and Brucella spp. in ruminants, Somalia","Background: Fourteen-years after the last Rift Valley fever (RVF) virus (RVFV) outbreak, Somalia still suffers from preventable transboundary diseases. The tradition of unheated milk consumption and handling of aborted materials poses a public health risk for zoonotic diseases. Limited data are available on RVF and Brucella spp. in Somali people and their animals. Hence, this study has evaluated the occurrence of RVFV and Brucella spp. antibodies in cattle, goats and sheep sera from Afgoye and Jowhar districts of Somalia. Methods: Serum samples from 609 ruminants (201 cattle, 203 goats and 205 sheep), were serologically screened for RVF by a commercial cELISA, and Brucella species by modified Rose Bengal Plate Test (mRBPT) and a commercial iELISA. Results: Two out of 609 (0.3 %; 95 %CI: 0.04–1.2 %) ruminants were RVF seropositive, both were female cattle from both districts. Anti-Brucella spp. antibodies were detected in 64/609 (10.5 %; 95 %CI: 8.2–13.2 %) ruminants by mRBPT, which were 39/201 (19.4 %) cattle, 16/203 (7.9 %) goats and 9/205 (4.4 %) sheep. Cattle were 5.2 and 2.8 times more likely to be Brucella-seropositive than sheep (p = 0.000003) and goats (p = 0.001), respectively. When mRBPT-positive samples were tested by iELISA, 29/64 (45.3 %; 95 %CI: 32.8–58.3 %) ruminant sera were positive for Brucella spp. Only 23/39 (58.9 %) cattle sera and 6/16 (37.5 %) goat sera were positive to Brucella spp. by iELISA. Conclusions: The present study showed the serological evidence of RVF and brucellosis in ruminants from Afgoye and Jowhar districts of Somalia. Considering the negligence of the zoonotic diseases at the human-animal interface in Somali communities, a One Health approach is needed to protect public health. © 2021, The Author(s).",2021,dan.evans,3,"Rift Valley fever virus",Somalia,,"Sheep (Ovis aries)",
12370780,"Obaidat, et al. 2021. ","Obaidat, M. M., Graziano, J. C., Morales-Betoulle, M., Brown, S. M., Chiang, C. F., Klena, J. D.","Rift valley fever and crimean-congo hemorrhagic fever viruses in Ruminants, Jordan","The epidemiology of Rift Valley fever virus (RVFV) and Crimean-Congo hemorrhagic fever virus (CCHFV) in Jordan is unknown. Our investigation showed 3% of 989 tested dairy cattle, sheep, and goats were RVFV seropositive and 14% were CCHFV seropositive. Ongoing surveillance is needed to assess risk to humans and protect public health. © 2021 Centers for Disease Control and Prevention (CDC). All rights reserved.",2021,dan.evans,3,"Rift Valley fever virus",Jordan,,"Sheep (Ovis aries)",
12370780,"Obaidat, et al. 2021. ","Obaidat, M. M., Graziano, J. C., Morales-Betoulle, M., Brown, S. M., Chiang, C. F., Klena, J. D.","Rift valley fever and crimean-congo hemorrhagic fever viruses in Ruminants, Jordan","The epidemiology of Rift Valley fever virus (RVFV) and Crimean-Congo hemorrhagic fever virus (CCHFV) in Jordan is unknown. Our investigation showed 3% of 989 tested dairy cattle, sheep, and goats were RVFV seropositive and 14% were CCHFV seropositive. Ongoing surveillance is needed to assess risk to humans and protect public health. © 2021 Centers for Disease Control and Prevention (CDC). All rights reserved.",2021,dan.evans,3,"Rift Valley fever virus",Jordan,,"Goat (Capra aegagrus hircus)",
12370780,"Obaidat, et al. 2021. ","Obaidat, M. M., Graziano, J. C., Morales-Betoulle, M., Brown, S. M., Chiang, C. F., Klena, J. D.","Rift valley fever and crimean-congo hemorrhagic fever viruses in Ruminants, Jordan","The epidemiology of Rift Valley fever virus (RVFV) and Crimean-Congo hemorrhagic fever virus (CCHFV) in Jordan is unknown. Our investigation showed 3% of 989 tested dairy cattle, sheep, and goats were RVFV seropositive and 14% were CCHFV seropositive. Ongoing surveillance is needed to assess risk to humans and protect public health. © 2021 Centers for Disease Control and Prevention (CDC). All rights reserved.",2021,dan.evans,3,"Rift Valley fever virus",Jordan,,"Cattle (Bos taurus)",
12370784,"Zeller, et al. 1995. ","Zeller, H. G., Bessin, R., Thiongane, Y., Bapetel, I., Teou, K., Ala, M. G., Atse, A. N., Sylla, R., Digoutte, J. P., Akakpo, J. A.","Rift Valley fever antibody prevalence in domestic ungulates in Cameroon and several West African countries (1989-1992) following the 1987 Mauritanian outbreak",,1995,dan.evans,3,"Rift Valley fever virus","OTHER, specify","West Africa","Sheep (Ovis aries)",
12370784,"Zeller, et al. 1995. ","Zeller, H. G., Bessin, R., Thiongane, Y., Bapetel, I., Teou, K., Ala, M. G., Atse, A. N., Sylla, R., Digoutte, J. P., Akakpo, J. A.","Rift Valley fever antibody prevalence in domestic ungulates in Cameroon and several West African countries (1989-1992) following the 1987 Mauritanian outbreak",,1995,dan.evans,3,"Rift Valley fever virus","OTHER, specify","West Africa","Cattle (Bos taurus)",
12370789,"Hoogstraal, et al. 1979. ","Hoogstraal, H., Meegan, J. M., Khalil, G. M., Adham, F. K.","The rift valley fever epizootic in Egypt 1977-78. 2. Ecological and entomological studies","Epidemiological factors related to the introduction. spread and maintenance of Rift Valley fever (RVF) virus were studied during the 1977-78 epizootic in Egypt. Culex pipiens is the most ubiquitous and prevalent mosquito species in the Nile Valley and Delta. Isolation of RVF virus from unengorged C. pipiens, and demonstration of laboratory transmission of the virus by this species, strongly implicate it as the chief vector in Egypt. Virus transmission to man also occurs by contamination when handling infected meat and by inhaling natural virus aerosols. Wild rodents apparently do not serve as RVF virus reservoirs. Domestic sheep, cattle, buffaloes, camels, goats, donkeys and dogs act as amplifying hosts. Over 30% of the camels sampled at the southern border of Egypt were serologically positive for antibodies to RVF virus and it appears likely that the virus was introduced into Egypt, either by these animals or by other vehicles from the south. © 1979 Oxford University Press.",1979,dan.evans,3,"Rift Valley fever virus",Egypt,,"Sheep (Ovis aries)",
12370789,"Hoogstraal, et al. 1979. ","Hoogstraal, H., Meegan, J. M., Khalil, G. M., Adham, F. K.","The rift valley fever epizootic in Egypt 1977-78. 2. Ecological and entomological studies","Epidemiological factors related to the introduction. spread and maintenance of Rift Valley fever (RVF) virus were studied during the 1977-78 epizootic in Egypt. Culex pipiens is the most ubiquitous and prevalent mosquito species in the Nile Valley and Delta. Isolation of RVF virus from unengorged C. pipiens, and demonstration of laboratory transmission of the virus by this species, strongly implicate it as the chief vector in Egypt. Virus transmission to man also occurs by contamination when handling infected meat and by inhaling natural virus aerosols. Wild rodents apparently do not serve as RVF virus reservoirs. Domestic sheep, cattle, buffaloes, camels, goats, donkeys and dogs act as amplifying hosts. Over 30% of the camels sampled at the southern border of Egypt were serologically positive for antibodies to RVF virus and it appears likely that the virus was introduced into Egypt, either by these animals or by other vehicles from the south. © 1979 Oxford University Press.",1979,dan.evans,3,"Rift Valley fever virus",Egypt,,"Goat (Capra aegagrus hircus)",
12370789,"Hoogstraal, et al. 1979. ","Hoogstraal, H., Meegan, J. M., Khalil, G. M., Adham, F. K.","The rift valley fever epizootic in Egypt 1977-78. 2. Ecological and entomological studies","Epidemiological factors related to the introduction. spread and maintenance of Rift Valley fever (RVF) virus were studied during the 1977-78 epizootic in Egypt. Culex pipiens is the most ubiquitous and prevalent mosquito species in the Nile Valley and Delta. Isolation of RVF virus from unengorged C. pipiens, and demonstration of laboratory transmission of the virus by this species, strongly implicate it as the chief vector in Egypt. Virus transmission to man also occurs by contamination when handling infected meat and by inhaling natural virus aerosols. Wild rodents apparently do not serve as RVF virus reservoirs. Domestic sheep, cattle, buffaloes, camels, goats, donkeys and dogs act as amplifying hosts. Over 30% of the camels sampled at the southern border of Egypt were serologically positive for antibodies to RVF virus and it appears likely that the virus was introduced into Egypt, either by these animals or by other vehicles from the south. © 1979 Oxford University Press.",1979,dan.evans,3,"Rift Valley fever virus",Egypt,,"African Buffalo (Syncerus caffer)",
12370789,"Hoogstraal, et al. 1979. ","Hoogstraal, H., Meegan, J. M., Khalil, G. M., Adham, F. K.","The rift valley fever epizootic in Egypt 1977-78. 2. Ecological and entomological studies","Epidemiological factors related to the introduction. spread and maintenance of Rift Valley fever (RVF) virus were studied during the 1977-78 epizootic in Egypt. Culex pipiens is the most ubiquitous and prevalent mosquito species in the Nile Valley and Delta. Isolation of RVF virus from unengorged C. pipiens, and demonstration of laboratory transmission of the virus by this species, strongly implicate it as the chief vector in Egypt. Virus transmission to man also occurs by contamination when handling infected meat and by inhaling natural virus aerosols. Wild rodents apparently do not serve as RVF virus reservoirs. Domestic sheep, cattle, buffaloes, camels, goats, donkeys and dogs act as amplifying hosts. Over 30% of the camels sampled at the southern border of Egypt were serologically positive for antibodies to RVF virus and it appears likely that the virus was introduced into Egypt, either by these animals or by other vehicles from the south. © 1979 Oxford University Press.",1979,dan.evans,3,"Rift Valley fever virus",Egypt,,"Cattle (Bos taurus)",
12370789,"Hoogstraal, et al. 1979. ","Hoogstraal, H., Meegan, J. M., Khalil, G. M., Adham, F. K.","The rift valley fever epizootic in Egypt 1977-78. 2. Ecological and entomological studies","Epidemiological factors related to the introduction. spread and maintenance of Rift Valley fever (RVF) virus were studied during the 1977-78 epizootic in Egypt. Culex pipiens is the most ubiquitous and prevalent mosquito species in the Nile Valley and Delta. Isolation of RVF virus from unengorged C. pipiens, and demonstration of laboratory transmission of the virus by this species, strongly implicate it as the chief vector in Egypt. Virus transmission to man also occurs by contamination when handling infected meat and by inhaling natural virus aerosols. Wild rodents apparently do not serve as RVF virus reservoirs. Domestic sheep, cattle, buffaloes, camels, goats, donkeys and dogs act as amplifying hosts. Over 30% of the camels sampled at the southern border of Egypt were serologically positive for antibodies to RVF virus and it appears likely that the virus was introduced into Egypt, either by these animals or by other vehicles from the south. © 1979 Oxford University Press.",1979,dan.evans,3,"Rift Valley fever virus",Egypt,,"Dromedary (Camelus dromedarius)",
12370790,"Meegan, et al. 1979. ","Meegan, J. M.","The Rift Valley fever epizootic in Egypt 1977-1978 1. Description of the epizootic and virological studies","From October to December 1977, an extensive epizootic occurred in Egypt resulting in abortions and increased mortality in domestic animals, and severe clinical disease with fatalities in man. Rift Valley Fever (RVF) virus was isolated and identified as the causative agent. In humans, acute febrile, encephalitic, ocular and fatal haemorrhagic diseases were documented as resulting from RVF virus infection. A retrospective serological survey indicated RVF was recently introduced into the area. The 1977 epizootic extensively involved five Governorates. In the summer and autumn of 1978, epizootic RVF reappeared in Egypt and spread to previously uninfected areas. Virological, serological and epidemiological studies, and factors related to the spread of RVF are discussed. © 1979.",1979,dan.evans,3,"Rift Valley fever virus",Egypt,,"Sheep (Ovis aries)",
12370790,"Meegan, et al. 1979. ","Meegan, J. M.","The Rift Valley fever epizootic in Egypt 1977-1978 1. Description of the epizootic and virological studies","From October to December 1977, an extensive epizootic occurred in Egypt resulting in abortions and increased mortality in domestic animals, and severe clinical disease with fatalities in man. Rift Valley Fever (RVF) virus was isolated and identified as the causative agent. In humans, acute febrile, encephalitic, ocular and fatal haemorrhagic diseases were documented as resulting from RVF virus infection. A retrospective serological survey indicated RVF was recently introduced into the area. The 1977 epizootic extensively involved five Governorates. In the summer and autumn of 1978, epizootic RVF reappeared in Egypt and spread to previously uninfected areas. Virological, serological and epidemiological studies, and factors related to the spread of RVF are discussed. © 1979.",1979,dan.evans,3,"Rift Valley fever virus",Egypt,,"Cattle (Bos taurus)",
12370792,"Morvan, et al. 1992. ","Morvan, J., Rollin, P. E., Laventure, S., Rakotoarivony, I., Roux, J.","Rift Valley fever epizootic in the central highlands of Madagascar","Between February and April 1991, unusual numbers of bovine abortion around Antananarivo (central highlands, Madagascar) were reported by official veterinary services. Rift Valley fever (RVF) virus isolations were made from sixteen aborted foetuses and one dead calf in different foci. Using monoclonal antibodies, the isolated viruses were found to be different from the 1979 RVF strains isolated in Madagascar from mosquitoes and human laboratory infection, and closer to African RVF strains. In a bovine population - previously characterized by a negative or very low RVF antibody prevalence - a high prevalence of IgM antibodies (264/994: 26.5 % positive) was revealed; the IgM prevalence in recently aborting females varied from 40 to 91 %. Among 994 human sera tested by IgG-IFA (immunofluorescent antibody assay) and IgM ELISA, 8.2 % and 4.5 %, respectively, proved positive. A total of 11,371 mosquitoes (61 % Culex antennatus) were collected in the epizootic areas and tested without any virus isolation. Extensive studies were conducted to determine the geographical extension and the impact of this epidemic on the highly susceptible livestock and human populations. © 1992 Éditions Scientifiques Elsevier, Paris.",1992,seungeun.han,3,"Rift Valley fever virus",Madagascar,,"Cattle (Bos taurus)",
12370797,"Ringot, et al. 2004. ","Ringot, D., Durand, J. P., Tolou, H., Boutin, J. P., Davoust, B.","Rift Valley Fever in Chad","To evaluate the importance of human exposure to Rift Valley fever virus in Chad, investigations were carried out to determine specific antibody prevalence in domestic ruminants during the 2002 rainy season. Results highlighted recent, substantial, active transmission of this virus.",2004,dan.evans,3,"Rift Valley fever virus",Chad,,"Sheep (Ovis aries)",
12370797,"Ringot, et al. 2004. ","Ringot, D., Durand, J. P., Tolou, H., Boutin, J. P., Davoust, B.","Rift Valley Fever in Chad","To evaluate the importance of human exposure to Rift Valley fever virus in Chad, investigations were carried out to determine specific antibody prevalence in domestic ruminants during the 2002 rainy season. Results highlighted recent, substantial, active transmission of this virus.",2004,dan.evans,3,"Rift Valley fever virus",Chad,,"Goat (Capra aegagrus hircus)",
12370797,"Ringot, et al. 2004. ","Ringot, D., Durand, J. P., Tolou, H., Boutin, J. P., Davoust, B.","Rift Valley Fever in Chad","To evaluate the importance of human exposure to Rift Valley fever virus in Chad, investigations were carried out to determine specific antibody prevalence in domestic ruminants during the 2002 rainy season. Results highlighted recent, substantial, active transmission of this virus.",2004,dan.evans,3,"Rift Valley fever virus",Chad,,"Cattle (Bos taurus)",
12370799,"Botros, et al. 1988. ","Botros, B. A. M., Ksiazek, T. G., Morrill, J. C., Salib, A. W., Soliman, A. K., Scott, R. M., Barakat, A.","Rift Valley fever in Egypt 1986. Surveillance of sheep flocks grazing in the northeast Nile Delta","From October 1985 through November 1986, 1714 presumably unvaccinated sheep in 13 nomadic flocks located in four provinces in Dakahliya Governorate, in the northeast Nile Delta, were ear tagged and monitored for acquisition of Rift Valley fever virus (RVFV) antibodies. Sheep were bled at approximately 3 month intervals and sera were tested for haemagglutination inhibition (HI) antibodies to RVFV. HI reactors were tested for RVFV specific IgM antibody by enzyme-linked immunosorbent assay (ELISA) and neutralizing antibody to RVFV by plaque reduction neutralization (PRN) tests. Base line results showed 1.2% prevalence of HI antibody to RVFV with titres from 1:20 to 1:320. All HI positive sera were PRN positive though PRN titres were generally higher than HI titres. No RVFV specific IgM antibody was detected in the HI and PRN positive sera. Throughout the study, no initially seronegative sheep became positive and no HI positive sheep showed an appreciable increase above initial antibody titre. These data indicate absence of RVFV transmission to sheep in Dakahliya Governorate during the period of the study.",1988,dan.evans,3,"Rift Valley fever virus",Egypt,,"Sheep (Ovis aries)",
12370801,"Lernout, et al. 2013. ","Lernout, T., Cardinale, E., Jego, M., Desprès, P., Collet, L., Zumbo, B., Tillard, E., Girard, S., Filleul, L.","Rift Valley Fever in Humans and Animals in Mayotte, an Endemic Situation?","Retrospective studies and surveillance on humans and animals revealed that Rift Valley Fever virus (RVFV) has been circulating on Mayotte for at least several years. A study was conducted in 2011 to estimate the seroprevalence of RVF in humans and in animals and to identify associated risk factors. Using a multistage cluster sampling method, 1420 individuals were enrolled in the human study, including 337 children aged 5 to 14 years. For the animal study, 198 seronegative ruminants from 33 randomly selected sentinel ruminant herds were followed up for more than one year. In both studies, information on environment and risk factors was collected through a standardized questionnaire. The overall weighted seroprevalence of RVFV antibodies in the general population aged ≥5 years was 3.5% (95% CI 2.6-4.8). The overall seroprevalence of RVFV antibodies in the ruminant population was 25.3% (95% CI 19.8-32.2). Age (≥15), gender (men), place of birth on the Comoros, living in Mayotte since less than 5 years, low educational level, farming and living close to a water source were significantly associated with RVFV seropositivity in humans. Major risk factors for RFV infection in animals were the proximity of the farm to a water point, previous two-month rainfall and absence of abortions disposal. Although resulting in few clinical cases in humans and in animals, RVFV has been circulating actively on the island of Mayotte, in a context of regular import of the virus from nearby countries through illegal animal movements, the presence of susceptible animals and a favorable environment for mosquito vectors to maintain virus transmission locally. Humans and animals share the same ways of RVFV transmission, with mosquitoes playing an important role. The studies emphasize the need for a one health approach in which humans and animals within their ecosystems are included. © 2013 Lernout et al.",2013,dan.evans,3,"Rift Valley fever virus",Mayotte,,"Cattle (Bos taurus)",
12370805,"Olaleye, et al. 1996. ","Olaleye, O. D., Tomori, O., Schmitz, H.","Rift Valley fever in Nigeria: infections in domestic animals","Between 1986 and 1989, 2,255 sera collected from six domestic animal species in Nigeria were tested for antibodies to Rift Valley fever (RVF) virus. In addition, a longitudinal study was carried out from July 1987 to December 1988, using ten sentinel flocks on four farms at Ibadan and Ile-Ife, to determine the activity of RVF virus (RVFV). All samples were tested for haemagglutination-inhibiting antibodies and positive sera were further screened, using the plaque reduction neutralisation test. Of 2,255 samples, 259 (11.5%) had haemagglutination-inhibiting and neutralising antibodies, as follows: sheep (18.7%), goats (10.4%), cattle (10.2%), horses (9.8%) and camels (3.3%). The highest prevalence of RVFV antibody was found in the plateau area (18.4%). Animals aged three years or more had a higher prevalence of antibodies to RVFV. Longitudinal studies showed seroconversion to RVFV in ten of the 210 animals which were kept under observation (4.8%). All seroconversions occurred during the wet season. The results of this study indicate that the infection of animals with RVFV is widespread in Nigeria.",1996,dan.evans,3,"Rift Valley fever virus",Nigeria,,"Horse (Equus ferus caballus)",
12370805,"Olaleye, et al. 1996. ","Olaleye, O. D., Tomori, O., Schmitz, H.","Rift Valley fever in Nigeria: infections in domestic animals","Between 1986 and 1989, 2,255 sera collected from six domestic animal species in Nigeria were tested for antibodies to Rift Valley fever (RVF) virus. In addition, a longitudinal study was carried out from July 1987 to December 1988, using ten sentinel flocks on four farms at Ibadan and Ile-Ife, to determine the activity of RVF virus (RVFV). All samples were tested for haemagglutination-inhibiting antibodies and positive sera were further screened, using the plaque reduction neutralisation test. Of 2,255 samples, 259 (11.5%) had haemagglutination-inhibiting and neutralising antibodies, as follows: sheep (18.7%), goats (10.4%), cattle (10.2%), horses (9.8%) and camels (3.3%). The highest prevalence of RVFV antibody was found in the plateau area (18.4%). Animals aged three years or more had a higher prevalence of antibodies to RVFV. Longitudinal studies showed seroconversion to RVFV in ten of the 210 animals which were kept under observation (4.8%). All seroconversions occurred during the wet season. The results of this study indicate that the infection of animals with RVFV is widespread in Nigeria.",1996,dan.evans,3,"Rift Valley fever virus",Nigeria,,"Dromedary (Camelus dromedarius)",
12370805,"Olaleye, et al. 1996. ","Olaleye, O. D., Tomori, O., Schmitz, H.","Rift Valley fever in Nigeria: infections in domestic animals","Between 1986 and 1989, 2,255 sera collected from six domestic animal species in Nigeria were tested for antibodies to Rift Valley fever (RVF) virus. In addition, a longitudinal study was carried out from July 1987 to December 1988, using ten sentinel flocks on four farms at Ibadan and Ile-Ife, to determine the activity of RVF virus (RVFV). All samples were tested for haemagglutination-inhibiting antibodies and positive sera were further screened, using the plaque reduction neutralisation test. Of 2,255 samples, 259 (11.5%) had haemagglutination-inhibiting and neutralising antibodies, as follows: sheep (18.7%), goats (10.4%), cattle (10.2%), horses (9.8%) and camels (3.3%). The highest prevalence of RVFV antibody was found in the plateau area (18.4%). Animals aged three years or more had a higher prevalence of antibodies to RVFV. Longitudinal studies showed seroconversion to RVFV in ten of the 210 animals which were kept under observation (4.8%). All seroconversions occurred during the wet season. The results of this study indicate that the infection of animals with RVFV is widespread in Nigeria.",1996,dan.evans,3,"Rift Valley fever virus",Nigeria,,"Cattle (Bos taurus)",
12370805,"Olaleye, et al. 1996. ","Olaleye, O. D., Tomori, O., Schmitz, H.","Rift Valley fever in Nigeria: infections in domestic animals","Between 1986 and 1989, 2,255 sera collected from six domestic animal species in Nigeria were tested for antibodies to Rift Valley fever (RVF) virus. In addition, a longitudinal study was carried out from July 1987 to December 1988, using ten sentinel flocks on four farms at Ibadan and Ile-Ife, to determine the activity of RVF virus (RVFV). All samples were tested for haemagglutination-inhibiting antibodies and positive sera were further screened, using the plaque reduction neutralisation test. Of 2,255 samples, 259 (11.5%) had haemagglutination-inhibiting and neutralising antibodies, as follows: sheep (18.7%), goats (10.4%), cattle (10.2%), horses (9.8%) and camels (3.3%). The highest prevalence of RVFV antibody was found in the plateau area (18.4%). Animals aged three years or more had a higher prevalence of antibodies to RVFV. Longitudinal studies showed seroconversion to RVFV in ten of the 210 animals which were kept under observation (4.8%). All seroconversions occurred during the wet season. The results of this study indicate that the infection of animals with RVFV is widespread in Nigeria.",1996,dan.evans,3,"Rift Valley fever virus",Nigeria,,"Sheep (Ovis aries)",
